rank,team,games,wins,losses,best_win_name,best_win_rating,resume_score,team_elo
121,Tennessee-Martin,2,1,1,Memphis,1151.2349765628464,1151.2349765628464,1051.8693421269031
122,Cal Poly,1,1,0,Wyoming,1146.5637083065628,1146.5637083065628,442.97914978349905
123,North Dakota State,1,1,0,Colorado State,1021.3806112664597,1021.3806112664597,810.8941612484273
124,Illinois State,1,1,0,Eastern Michigan,967.2188388802288,967.2188388802288,816.887160704172
125,Stony Brook,2,1,1,Army,958.5839828952448,958.5839828952448,1172.90987435438
126,Sacramento State,2,1,1,Colorado,839.1315042866908,839.1315042866908,655.5726525633441
127,Northern Arizona,2,1,1,Nevada-Las Vegas,818.3193352688901,818.3193352688901,962.1266229774835
128,Eastern Washington,2,1,1,Idaho,772.3167368084786,772.3167368084786,1038.2733666864867
129,Massachusetts,12,1,11,Akron,720.9868931733218,720.9868931733218,777.2579637306739
130,Idaho,12,1,11,New Mexico State,661.234055158043,661.234055158043,772.3167368084786
131,New Mexico State,12,1,11,Sacramento State,655.5726525633441,655.5726525633441,661.234055158043
132,Akron,12,1,11,Morgan State,494.94480346044486,494.94480346044486,720.9868931733218
133,Kansas,12,1,11,South Dakota State,178.04467916433762,178.04467916433762,1012.4594427153243
134,Alabama A&M,1,0,1,NA,NA,0,175.4079787849875
135,Alcorn State,1,0,1,NA,NA,0,178.25929356235534
136,Appalachian State,1,0,1,NA,NA,0,180.8881358520484
137,Austin Peay,2,0,2,NA,NA,0,678.375912390235
138,Bethune-Cookman,1,0,1,NA,NA,0,180.53202055105905
139,California-Davis,1,0,1,NA,NA,0,180.42329493197488
140,Central Arkansas,1,0,1,NA,NA,0,181.38175213577802
141,Charleston Southern,1,0,1,NA,NA,0,176.42438337044783
142,Chattanooga,1,0,1,NA,NA,0,179.2083985825776
143,Citadel,1,0,1,NA,NA,0,180.1935030296271
144,Coastal Carolina,1,0,1,NA,NA,0,183.1107925184595
145,Delaware State,1,0,1,NA,NA,0,182.67989856469634
146,Eastern Illinois,1,0,1,NA,NA,0,175.70535913210696
147,Eastern Kentucky,1,0,1,NA,NA,0,179.42070306179374
148,Elon,1,0,1,NA,NA,0,179.3502662750879
149,Florida A&M,1,0,1,NA,NA,0,180.7211795474604
150,Fordham,1,0,1,NA,NA,0,183.24969683858035
151,Furman,1,0,1,NA,NA,0,182.25815926867986
152,Gardner-Webb,1,0,1,NA,NA,0,179.10841089114078
153,Georgia Southern,1,0,1,NA,NA,0,184.8299378864714
154,Georgia State,2,0,2,NA,NA,0,682.3051430056881
155,Grambling State,1,0,1,NA,NA,0,179.53806320871578
156,Howard,1,0,1,NA,NA,0,181.56101543276714
157,Idaho State,2,0,2,NA,NA,0,667.0346826000414
158,Indiana State,1,0,1,NA,NA,0,182.53259273848207
159,Jackson State,1,0,1,NA,NA,0,179.7366197131183
160,Jacksonville State,2,0,2,NA,NA,0,707.1228740516935
161,James Madison,1,0,1,NA,NA,0,181.60801644833552
162,Lamar,2,0,2,NA,NA,0,610.4613336549701
163,Liberty,1,0,1,NA,NA,0,183.95145035232989
164,Maine,1,0,1,NA,NA,0,173.8959322446925
165,Missouri State,2,0,2,NA,NA,0,700.9605381555713
166,Morgan State,2,0,2,NA,NA,0,494.94480346044486
167,Murray State,1,0,1,NA,NA,0,179.53224663942345
168,New Hampshire,1,0,1,NA,NA,0,179.9672341135275
169,Nicholls State,3,0,3,NA,NA,0,602.7871131429773
170,Norfolk State,1,0,1,NA,NA,0,182.3980821749316
171,North Carolina Central,1,0,1,NA,NA,0,179.47546673043436
172,North Dakota,1,0,1,NA,NA,0,183.33443905125077
173,Northern Colorado,1,0,1,NA,NA,0,179.5135488172034
174,Northern Iowa,2,0,2,NA,NA,0,706.0966612219735
175,Northwestern Oklahoma State,1,0,1,NA,NA,0,180.435359931125
176,Northwestern State,2,0,2,NA,NA,0,692.4164466067131
177,Portland State,1,0,1,NA,NA,0,179.7717578350852
178,Presbyterian,2,0,2,NA,NA,0,680.4891614571326
179,Rhode Island,1,0,1,NA,NA,0,177.7827243838179
180,Richmond,1,0,1,NA,NA,0,179.68011422376
181,Sam Houston,2,0,2,NA,NA,0,720.1606853542115
182,Samford,1,0,1,NA,NA,0,175.1677160043942
183,Savannah State,2,0,2,NA,NA,0,694.5647015057467
184,South Carolina State,2,0,2,NA,NA,0,701.0371088980639
185,South Dakota,1,0,1,NA,NA,0,182.24190528266877
186,South Dakota State,1,0,1,NA,NA,0,178.04467916433762
187,Southeast Missouri State,1,0,1,NA,NA,0,181.8229269622428
188,Southeastern Louisiana,2,0,2,NA,NA,0,589.7855707952983
189,Southern,1,0,1,NA,NA,0,173.12731302695812
190,Southern Illinois,1,0,1,NA,NA,0,178.40282117837836
191,Southern Mississippi,12,0,12,NA,NA,0,647.2429710492312
192,Southern Utah,2,0,2,NA,NA,0,682.3569507330405
193,Stephen F. Austin,2,0,2,NA,NA,0,680.6165018861299
194,Tennessee Tech,1,0,1,NA,NA,0,182.00697644754658
195,Texas A&M-Commerce,1,0,1,NA,NA,0,182.1585165068229
196,Texas Southern,1,0,1,NA,NA,0,177.84610438201105
197,Towson,2,0,2,NA,NA,0,712.8414086326911
198,Villanova,1,0,1,NA,NA,0,179.1129712726321
199,Virginia Military Institute,1,0,1,NA,NA,0,177.72011209116943
200,Wagner,1,0,1,NA,NA,0,182.87749102532715
201,Weber State,2,0,2,NA,NA,0,698.1915309352863
202,Western Carolina,2,0,2,NA,NA,0,678.5918492615612
203,Western Illinois,1,0,1,NA,NA,0,181.5361929674643
204,William & Mary,1,0,1,NA,NA,0,185.75558080562988
205,Wofford,1,0,1,NA,NA,0,184.80474332981748
