rank,team,games,wins,losses,best_win_name,best_win_rating,resume_score,team_elo
1,Alabama,13,13,0,Ohio State,2245.0213090912584,22149.50089499319,2554.7374966788484
2,Coastal Carolina,12,11,1,Louisiana,2165.8451748966936,16686.435943112967,2224.6444499689424
3,Brigham Young,12,11,1,Boise State,1799.993417655545,15221.583098338819,2151.6639456543144
4,Louisiana,11,10,1,Iowa State,2024.653642350533,14775.592600380045,2165.8451748966936
5,Clemson,12,10,2,Notre Dame,2029.4470520458938,14385.90064685526,2093.578530197298
6,Notre Dame,12,10,2,Clemson,2093.578530197298,14192.890760193059,2029.4470520458938
7,Iowa State,12,9,3,Oklahoma,2153.2598842002203,14157.313105657417,2024.653642350533
8,Oklahoma,11,9,2,Iowa State,2024.653642350533,13074.964279439197,2153.2598842002203
9,Texas A&M,10,9,1,Florida,1889.76945988073,13057.279045339263,2149.144393424867
10,Cincinnati,10,9,1,Tulsa,1763.662738862647,12670.799156795018,2054.8038136688556
11,Oklahoma State,11,8,3,Iowa State,2024.653642350533,12232.018899636034,1821.7611916099281
12,Georgia,10,8,2,Cincinnati,2054.8038136688556,12026.522620178725,1957.8150775561076
13,Miami (FL),11,8,3,Alabama-Birmingham,1696.3059633625717,11873.405700043657,1750.2120519585574
14,North Carolina State,12,8,4,Liberty,2034.6159717729377,11351.511532098744,1601.645258895298
15,Liberty,11,10,1,Coastal Carolina,2224.6444499689424,11339.35906545935,2034.6159717729377
16,Appalachian State,12,9,3,Georgia State,1696.8595659033663,11322.400899851764,1826.2732071545008
17,Ohio State,8,7,1,Clemson,2093.578530197298,11112.378662366636,2245.0213090912584
18,Florida,12,8,4,Georgia,1957.8150775561076,11089.128119903846,1889.76945988073
19,Ball State,8,7,1,San Jose State,1988.8652757363668,10996.994801398077,2100.6178206860495
20,North Carolina,12,8,4,Miami (FL),1750.2120519585574,10728.37530487194,1847.637835087866
21,San Jose State,8,7,1,Boise State,1799.993417655545,10438.907441090725,1988.8652757363668
22,Northwestern,9,7,2,Iowa,1821.1329005817931,10297.703998303501,1811.3612244260685
23,Texas,10,7,3,Oklahoma State,1821.7611916099281,10295.636935495066,1930.495686136172
24,Memphis,11,8,3,Central Florida,1733.9352590358706,9861.441665031996,1589.5164957601048
25,Georgia Southern,13,8,5,Troy,1511.612046460026,9507.96710041845,1675.3870743944137
26,Nevada,9,7,2,San Diego State,1592.3644134164526,9280.625165312722,1783.45981743434
27,Army,12,9,3,Georgia Southern,1675.3870743944137,9254.968229619068,1582.1183568781473
28,Auburn,11,6,5,Louisiana State,1524.3591747008873,8855.54894902293,1638.7938342585237
29,Marshall,10,7,3,Appalachian State,1826.2732071545008,8753.233941250019,1555.1108608431507
30,Texas Christian,10,6,4,Texas,1930.495686136172,8657.74061336452,1701.9462167462916
31,Southern Methodist,10,7,3,Memphis,1589.5164957601048,8599.32215041533,1517.0800364406314
32,Indiana,8,6,2,Wisconsin,1621.7661722904413,8504.6953702555,1747.1158357086829
33,Tulsa,9,6,3,Central Florida,1733.9352590358706,8439.486920421152,1763.662738862647
34,Iowa,8,6,2,Wisconsin,1621.7661722904413,8431.837116810404,1821.1329005817931
35,Tulane,12,6,6,Memphis,1589.5164957601048,8120.55564902821,1584.5711735303667
36,Texas-San Antonio,12,7,5,Louisiana Tech,1379.2480717313492,8027.192159888051,1405.9054443889258
37,Georgia State,10,6,4,Georgia Southern,1675.3870743944137,7923.6684480448375,1696.8595659033663
38,Boston College,11,6,5,Pittsburgh,1677.250108798224,7691.452284334451,1468.6826190162974
39,Alabama-Birmingham,9,6,3,Marshall,1555.1108608431507,7672.651138598219,1696.3059633625717
40,Central Florida,10,6,4,Tulane,1584.5711735303667,7647.341667346265,1733.9352590358706
41,West Virginia,10,6,4,Texas Christian,1701.9462167462916,7560.604047840836,1697.6586503793123
42,Pittsburgh,11,6,5,Virginia Tech,1599.9776655594255,7330.217006614706,1677.250108798224
43,Buffalo,7,6,1,Kent State,1567.9183465929539,7297.022215102656,1885.966343199708
44,Southern California,6,5,1,Utah,1712.1321632688025,7122.277525806536,1786.4437847661763
45,Virginia Tech,11,5,6,North Carolina State,1601.645258895298,7091.609160744487,1599.9776655594255
46,Boise State,7,5,2,Air Force,1553.188599032966,6965.183911576445,1799.993417655545
47,Louisiana State,10,5,5,Florida,1889.76945988073,6790.537268514763,1524.3591747008873
48,Hawaii,9,5,4,Nevada,1783.45981743434,6737.736079480552,1529.8022495822102
49,Mississippi,10,5,5,Indiana,1747.1158357086829,6598.117941307886,1523.0734388255155
50,Virginia,10,5,5,North Carolina,1847.637835087866,6516.540270156098,1477.0488045484278
51,Missouri,10,5,5,Louisiana State,1524.3591747008873,6425.373458536923,1383.9608197128848
52,Oregon,7,4,3,Southern California,1786.4437847661763,6259.788084075757,1678.1208521104386
53,Kentucky,11,5,6,North Carolina State,1601.645258895298,6252.591950440285,1523.3199140275183
54,Kansas State,10,4,6,Oklahoma,2153.2598842002203,6118.800706505088,1469.5961521979127
