rank,team,games,wins,losses,best_win_name,best_win_rating,resume_score,team_elo
1,Miami (FL),12,12,0,Nebraska,2080.104223488596,20010.5195331585,2487.091199745936
2,Tennessee,13,11,2,Florida,2314.6102509886737,19521.528371888915,2229.26274004546
3,Oregon,12,11,1,Colorado,2095.282616498302,17902.555754495024,2235.6575564765417
4,Nebraska,13,11,2,Oklahoma,2128.6339020336563,17069.7692902185,2080.104223488596
5,Oklahoma,13,11,2,Texas,2193.6746688063863,16886.672312008584,2128.6339020336563
6,Texas,13,11,2,Colorado,2095.282616498302,16586.17677584555,2193.6746688063863
7,Florida,12,10,2,Louisiana State,2146.3443649362034,16476.586019301576,2314.6102509886737
8,Colorado,13,10,3,Texas,2193.6746688063863,16308.153766100071,2095.282616498302
9,Louisiana State,13,10,3,Tennessee,2229.26274004546,16251.493186256335,2146.3443649362034
10,Brigham Young,14,12,2,Utah,1778.3821793636907,15483.717928077394,1667.7359665359932
11,Fresno State,14,11,3,Colorado,2095.282616498302,15394.658291504627,1726.587319108097
12,Illinois,12,10,2,Ohio State,1786.384974734131,15345.944783854382,1962.6073880033844
13,Syracuse,13,10,3,Boston College,1822.9179306166732,15329.87447813681,2056.422017637332
14,Stanford,12,9,3,Oregon,2235.6575564765417,14683.389309562137,1921.7714523049353
15,Maryland,12,10,2,North Carolina,1920.9056020940243,14443.662840174766,1975.6809677357974
16,Washington State,12,10,2,Stanford,1921.7714523049353,14035.27030132596,1958.800105169047
17,South Carolina,12,9,3,Georgia,1914.6632620463156,13492.85370702681,1951.4447264353657
18,Louisville,13,11,2,Brigham Young,1667.7359665359932,13466.682888157187,1776.2682768868267
19,Michigan,12,8,4,Illinois,1962.6073880033844,12738.71164426473,1890.9391914299438
20,Florida State,12,8,4,Maryland,1975.6809677357974,12473.31156905072,1974.1691830519344
21,Washington,12,8,4,Washington State,1958.800105169047,12311.985832147699,1875.1333487604163
22,North Carolina,13,8,5,Florida State,1974.1691830519344,12079.909253963717,1920.9056020940243
23,Marshall,13,11,2,Bowling Green,1694.4526942002447,11784.158044895894,1845.1626727623482
24,Toledo,12,10,2,Marshall,1845.1626727623482,11755.74809925389,1701.865716343117
25,Georgia,12,8,4,Tennessee,2229.26274004546,11416.39032969951,1914.6632620463156
26,Hawaii,12,9,3,Fresno State,1726.587319108097,11240.038952660772,1711.902605522447
27,Auburn,12,7,5,Florida,2314.6102509886737,11197.660937647292,1699.4203560829446
28,UCLA,11,7,4,Washington,1875.1333487604163,11023.479151716814,1809.0585840866995
29,Utah,12,8,4,Southern California,1766.3499091870601,10923.948698242475,1778.3821793636907
30,Iowa,12,7,5,Texas Tech,1802.7145934557586,10900.977170861232,1708.9741846715851
31,Michigan State,12,7,5,Michigan,1890.9391914299438,10795.817301920719,1674.9029499800906
32,Georgia Tech,13,8,5,Syracuse,2056.422017637332,10761.072295164846,1887.270653998888
33,Boston College,12,8,4,Georgia,1914.6632620463156,10633.903731485312,1822.9179306166732
34,Arkansas,12,7,5,South Carolina,1951.4447264353657,10362.221248329295,1826.6715551104878
35,Virginia Tech,12,8,4,Boston College,1822.9179306166732,10338.43100991426,1709.1734409751534
36,Ohio State,12,7,5,Michigan,1890.9391914299438,10267.406853873967,1786.384974734131
37,Bowling Green,11,8,3,Toledo,1701.865716343117,10131.268999506572,1694.4526942002447
38,Texas A&M,12,8,4,Kansas State,1762.0393036484168,10073.192049746804,1788.0945844049402
39,Alabama,12,7,5,Arkansas,1826.6715551104878,10072.060612961028,1872.8174012050956
40,Clemson,12,7,5,Georgia Tech,1887.270653998888,9569.855656111718,1725.347331726442
41,North Carolina State,12,7,5,Florida State,1974.1691830519344,9533.8356512287,1681.1662908332141
42,Mississippi,11,7,4,Louisiana State,2146.3443649362034,9248.62026382387,1688.0127285206938
43,Colorado State,12,7,5,Utah,1778.3821793636907,9064.900890443381,1571.6816005541543
44,Texas Tech,12,7,5,Texas A&M,1788.0945844049402,9015.563337773665,1802.7145934557586
45,Boise State,12,8,4,Fresno State,1726.587319108097,9008.091100998123,1588.1780232713716
46,Purdue,12,6,6,Iowa,1708.9741846715851,8842.787299445046,1597.6410750862244
47,Iowa State,12,7,5,Iowa,1708.9741846715851,8803.760928872376,1631.840363734923
