rank,team,games,wins,losses,best_win_name,best_win_rating,resume_score,team_elo
1,Alabama,14,13,1,Georgia,2322.4265397887416,21371.51954805942,2392.3035359755336
2,Georgia,15,13,2,Oklahoma,2231.4157922625245,21268.771649702798,2322.4265397887416
3,Wisconsin,14,13,1,Miami (FL),2043.6849806762957,20937.13740425696,2284.3982943387205
4,Ohio State,14,12,2,Wisconsin,2284.3982943387205,20113.429999753454,2221.4894752505
5,Clemson,14,12,2,Auburn,2225.795647152229,19719.660516085307,2258.1740023085313
6,Central Florida,13,13,0,Auburn,2225.795647152229,19682.954230527277,2434.6080219989462
7,Oklahoma,14,12,2,Ohio State,2221.4894752505,18419.616972602023,2231.4157922625245
8,Penn State,13,11,2,Northwestern,2003.9722111978904,17643.666337860523,2189.8909831166634
9,Notre Dame,13,10,3,Southern California,1995.187761693274,17263.578940957403,2061.605697306898
10,Southern California,14,11,3,Stanford,1962.0300745371362,17119.991947202216,1995.187761693274
11,Michigan State,13,10,3,Penn State,2189.8909831166634,15958.336816997667,1973.6565661178652
12,Auburn,14,10,4,Alabama,2392.3035359755336,15662.422980389092,2225.795647152229
13,Miami (FL),13,10,3,Notre Dame,2061.605697306898,15572.331358899763,2043.6849806762957
14,Boise State,14,11,3,Fresno State,1769.7991364946386,15449.842115845846,1793.7669128341586
15,Texas Christian,14,11,3,Stanford,1962.0300745371362,15168.075130589401,1978.5359669441707
16,Northwestern,13,10,3,Michigan State,1973.6565661178652,15132.77115390382,2003.9722111978904
17,Stanford,15,10,5,Notre Dame,2061.605697306898,14490.509992544827,1962.0300745371362
18,Oklahoma State,13,10,3,Virginia Tech,1802.7965041794541,13994.27505178133,1919.4506833046094
19,Washington,13,10,3,Fresno State,1769.7991364946386,13566.79396192187,1911.854958677179
20,Florida Atlantic,14,11,3,Louisiana Tech,1510.6640302541355,13369.304833584078,1790.8905866817802
21,North Carolina State,13,9,4,Louisville,1810.2418634810178,13063.570282715013,1903.3128136707064
22,Mississippi State,13,9,4,Louisiana State,1906.0319849511634,12947.501375274784,1976.5437516010509
23,Iowa,13,8,5,Ohio State,2221.4894752505,12810.450510917986,1934.5779667850347
24,Washington State,13,9,4,Southern California,1995.187761693274,12679.00210041225,1657.638048286853
25,South Carolina,13,9,4,North Carolina State,1903.3128136707064,12633.959189543464,1843.5174722121217
26,Memphis,13,10,3,Navy,1672.0344212121659,12468.296856609082,1933.6959520881906
27,Louisiana State,13,9,4,Auburn,2225.795647152229,12402.528203496055,1906.0319849511634
28,Toledo,14,11,3,Northern Illinois,1400.898940558389,12361.740393065102,1537.8130343604503
29,Army,13,10,3,Duke,1750.441361808092,12228.629658597727,1736.7465621375898
30,Virginia Tech,13,9,4,Boston College,1786.9198272115507,12088.601819749347,1802.7965041794541
31,Wake Forest,13,8,5,North Carolina State,1903.3128136707064,12064.723900343652,1807.824067865982
32,Troy,13,11,2,Louisiana State,1906.0319849511634,12021.632228914908,1656.5846663251625
33,Michigan,13,8,5,Purdue,1807.0028693891666,11759.495354203893,1834.2290782527223
34,Fresno State,14,10,4,Boise State,1793.7669128341586,11741.55604757052,1769.7991364946386
