rank,team,games,wins,losses,best_win_name,best_win_rating,resume_score,team_elo
104,Louisiana-Monroe,12,4,8,South Alabama,1217.8099172176067,3661.780601195549,1160.6867653111808
105,New Mexico State,12,3,9,New Mexico,1574.3062938216972,3649.2550436083193,1054.10206497128
106,Charlotte,12,4,8,Southern Mississippi,1360.4558900034199,3554.2451900970123,1119.9601256667102
107,Iowa State,12,3,9,Texas Tech,1387.9911633543968,3546.1240304867133,1355.7106436498805
108,Ball State,12,4,8,Georgia State,1049.3874649546894,3526.6024315532227,1056.6126874342579
109,San Jose State,12,4,8,Nevada,1109.5853609636679,3459.5379688193993,1112.116039116208
110,East Carolina,12,3,9,North Carolina State,1753.3070446009433,3381.8034100851974,1128.4359135930945
111,Michigan State,12,3,9,Notre Dame,1497.2247113082926,3241.977846298238,1308.510178686571
112,Bowling Green,12,4,8,Akron,1082.274299801941,3066.6929472684606,1130.4313695889457
113,Purdue,12,3,9,Illinois,1269.7417280701807,3011.3485498615223,1164.700193062387
114,Connecticut,12,3,9,Cincinnati,1186.8008450891352,2999.424429138089,981.2937934149477
115,Arizona,12,3,9,Hawaii,1355.1471092763559,2886.718667131149,1362.7417939400668
116,Marshall,12,3,9,Middle Tennessee State,1256.1005939100355,2854.6949433288414,1025.5363651137313
117,Rice,12,3,9,Charlotte,1119.9601256667102,2796.4286697166135,1007.2333751387107
118,Kent State,12,3,9,Central Michigan,1193.2187226948042,2667.6644210039576,945.4160823188068
119,Georgia State,12,3,9,Georgia Southern,1254.7546732388043,2613.934324702097,1049.3874649546894
120,Illinois,12,3,9,Michigan State,1308.510178686571,2543.5160013513914,1269.7417280701807
121,Virginia,12,2,10,Duke,1289.5745124210134,2482.793235115818,1139.356529849845
122,Buffalo,12,2,10,Army,1361.6271403701367,2443.901440172078,853.560599899311
123,Utah State,12,3,9,Arkansas State,1517.4945319107255,2393.063968322946,1223.8563435909987
124,Florida Atlantic,12,3,9,Texas-El Paso,1058.3140734498054,2245.621563819547,991.6329058715485
125,Rutgers,12,2,10,New Mexico,1574.3062938216972,2191.6885341218535,1057.248299839635
126,Eastern Washington,1,1,0,Washington State,1813.9714655100386,1813.9714655100386,512.2343710663807
127,North Dakota State,1,1,0,Iowa,1776.2011931064885,1776.2011931064885,445.40373813772743
128,Massachusetts,12,2,10,Florida International,1135.4860525275094,1753.9219748058135,1028.610863088309
129,Illinois State,1,1,0,Northwestern,1727.2627803075125,1727.2627803075125,444.7628645122458
130,Kansas,12,2,10,Texas,1432.883154408179,1607.8137897368492,1046.0168280161088
131,Central Arkansas,1,1,0,Arkansas State,1517.4945319107255,1517.4945319107255,604.8614781100639
132,Texas State,12,2,10,Ohio,1347.3250895592548,1513.5399979596425,754.7933809921809
133,Charleston Southern,2,1,1,Coastal Carolina,1394.8665239908883,1394.8665239908883,913.6421406391464
134,Jacksonville State,2,1,1,Coastal Carolina,1394.8665239908883,1394.8665239908883,914.9190231841592
135,Northern Iowa,1,1,0,Iowa State,1355.7106436498805,1355.7106436498805,605.4310492980128
136,Eastern Illinois,1,1,0,Miami (OH),1300.4440950822627,1300.4440950822627,562.6448237668712
137,Western Illinois,1,1,0,Northern Illinois,1296.6847892658243,1296.6847892658243,604.1058717673861
138,Richmond,1,1,0,Virginia,1139.356529849845,1139.356529849845,841.7082459651347
139,North Carolina A&T,2,1,1,Kent State,945.4160823188068,945.4160823188068,999.7565628739776
140,Albany,1,1,0,Buffalo,853.560599899311,853.560599899311,619.3679368595868
141,Fresno State,12,1,11,Sacramento State,162.98232292480148,162.98232292480148,697.2971864255575
142,Abilene Christian,1,0,1,NA,0,0,181.97883911030024
143,Alabama A&M,2,0,2,NA,0,0,679.3343574084798
144,Alabama State,1,0,1,NA,0,0,181.90094528080957
145,Alcorn State,1,0,1,NA,0,0,180.83580929521187
146,Austin Peay,2,0,2,NA,0,0,688.6890717153159
147,Bethune-Cookman,1,0,1,NA,0,0,177.9843801740448
148,Cal Poly,1,0,1,NA,0,0,183.7383149998749
149,California-Davis,2,0,2,NA,0,0,682.7415136840211
150,Chattanooga,1,0,1,NA,0,0,185.9690583097852
151,Citadel,1,0,1,NA,0,0,183.33779184213088
152,Colgate,1,0,1,NA,0,0,180.16889002988438
153,Delaware,1,0,1,NA,0,0,182.66055748891304
154,Delaware State,1,0,1,NA,0,0,178.7499774169
155,Eastern Kentucky,2,0,2,NA,0,0,632.0214608276738
156,Elon,1,0,1,NA,0,0,176.62002910831245
157,Florida A&M,2,0,2,NA,0,0,689.840244725309
158,Fordham,1,0,1,NA,0,0,180.24167210338152
159,Furman,2,0,2,NA,0,0,687.5048351503107
160,Gardner-Webb,2,0,2,NA,0,0,698.063994326431
161,Grambling State,1,0,1,NA,0,0,181.52817105310433
162,Hampton,2,0,2,NA,0,0,701.4044782085736
163,Houston Baptist,2,0,2,NA,0,0,627.4185963353292
164,Howard,2,0,2,NA,0,0,617.3822403001564
165,Idaho State,2,0,2,NA,0,0,687.7925576103323
166,Incarnate Word,1,0,1,NA,0,0,166.2149084003876
167,Indiana State,1,0,1,NA,0,0,181.43592778927663
168,Jackson State,1,0,1,NA,0,0,174.50895316998006
169,James Madison,1,0,1,NA,0,0,181.3556303539475
170,Lafayette,1,0,1,NA,0,0,179.91275131504196
171,Lamar,2,0,2,NA,0,0,694.2592076616428
172,Liberty,3,0,3,NA,0,0,673.7970501781577
174,Maine,2,0,2,NA,0,0,673.267054199109
175,McNeese State,1,0,1,NA,0,0,181.84695440350603
176,Mercer,1,0,1,NA,0,0,181.55899624669777
177,Mississippi Valley State,1,0,1,NA,0,0,178.89250925211104
178,Missouri State,1,0,1,NA,0,0,181.05653114350665
179,Monmouth,2,0,2,NA,0,0,620.885098409842
180,Montana State,1,0,1,NA,0,0,184.74126433230208
181,Morgan State,2,0,2,NA,0,0,606.9614435472574
182,Murray State,1,0,1,NA,0,0,177.75752282518587
183,New Hampshire,1,0,1,NA,0,0,180.75547480265
184,Nicholls State,2,0,2,NA,0,0,727.0927345033879
185,North Carolina Central,2,0,2,NA,0,0,670.9618684763722
186,North Dakota,1,0,1,NA,0,0,185.44196524840154
187,Northern Arizona,1,0,1,NA,0,0,179.1864216884459
188,Northern Colorado,1,0,1,NA,0,0,180.72274469555214
189,Northwestern State,1,0,1,NA,0,0,179.47505039908324
190,Portland State,2,0,2,NA,0,0,657.9653042955077
191,Prairie View A&M,2,0,2,NA,0,0,618.1544706000977
192,Presbyterian,3,0,3,NA,0,0,626.5708167840811
193,Rhode Island,1,0,1,NA,0,0,174.93063532867012
194,Sacramento State,1,0,1,NA,0,0,162.98232292480148
195,Samford,1,0,1,NA,0,0,181.1831716553273
196,Savannah State,2,0,2,NA,0,0,659.8398208731967
197,South Carolina State,3,0,3,NA,0,0,664.2204043151173
198,South Dakota,1,0,1,NA,0,0,180.9008313937886
199,South Dakota State,1,0,1,NA,0,0,181.48281164802677
200,Southeast Missouri State,1,0,1,NA,0,0,181.61639231370592
201,Southeastern Louisiana,1,0,1,NA,0,0,179.85743150835896
202,Southern,2,0,2,NA,0,0,639.789838031072
203,Southern Illinois,1,0,1,NA,0,0,180.07411523103082
204,Southern Utah,2,0,2,NA,0,0,704.4178036986868
205,Stephen F. Austin,1,0,1,NA,0,0,178.77778093925318
206,Stony Brook,1,0,1,NA,0,0,179.44653764063168
207,Tennessee State,1,0,1,NA,0,0,180.7396484064876
208,Tennessee Tech,1,0,1,NA,0,0,181.0766889817013
209,Tennessee-Martin,3,0,3,NA,0,0,604.3862704711121
210,Towson,1,0,1,NA,0,0,180.56463416876542
211,Villanova,1,0,1,NA,0,0,181.3745540540224
212,Virginia Military Institute,1,0,1,NA,0,0,178.62250260883192
213,Wagner,2,0,2,NA,0,0,618.4359222783041
214,Weber State,1,0,1,NA,0,0,178.27224998666313
215,Western Carolina,2,0,2,NA,0,0,647.2025720693066
216,William & Mary,1,0,1,NA,0,0,180.54415949466778
217,Wofford,1,0,1,NA,0,0,179.85962054466881
218,Youngstown State,1,0,1,NA,0,0,182.51777242546663
