rank,team,games,wins,losses,best_win_name,best_win_rating,resume_score,team_elo
1,Clemson,15,14,1,Alabama,2487.346979314509,24206.07335605054,2556.241870624474
2,Alabama,15,14,1,Washington,2184.5148891064873,23205.76884547092,2487.346979314509
3,Ohio State,13,11,2,Michigan,2198.0497020253574,18116.363192258115,2260.747725734734
4,Washington,14,12,2,Stanford,1915.0134977460991,17949.440267213184,2184.5148891064873
5,Penn State,14,11,3,Ohio State,2260.747725734734,17092.887631480462,2094.1502873278587
6,Oklahoma,13,11,2,Oklahoma State,1985.520617351209,16958.941174525768,2126.961085154522
7,Wisconsin,14,11,3,Louisiana State,2008.6136450380436,16927.227428121354,2102.994506367535
8,Florida State,13,10,3,Michigan,2198.0497020253574,16555.644875136208,2032.0574388143293
9,Southern California,13,10,3,Washington,2184.5148891064873,16134.380217422704,2109.497507200527
10,Western Michigan,14,13,1,Northwestern,1727.2627803075125,15602.990568070656,1967.767608525425
11,Stanford,13,10,3,Southern California,2109.497507200527,15601.803604009945,1915.0134977460991
12,Michigan,13,10,3,Wisconsin,2102.994506367535,15445.79424239651,2198.0497020253574
13,Colorado,14,10,4,Stanford,1915.0134977460991,14884.904443246325,1897.5583083614524
14,Virginia Tech,14,10,4,Miami (FL),1906.9326607372766,14342.399434252637,1853.0149897240624
15,Boise State,13,10,3,Washington State,1813.9714655100386,14218.46440251673,1621.1050448790384
16,Oklahoma State,13,10,3,Colorado,1897.5583083614524,14195.887116895014,1985.520617351209
17,Florida,13,9,4,Louisiana State,2008.6136450380436,13858.509231500793,1897.7084452499064
18,Tennessee,13,9,4,Florida,1897.7084452499064,13625.939232403427,1876.8729077598045
19,West Virginia,13,10,3,Kansas State,1851.3316185927247,13583.816476613205,1766.2905790126192
20,South Florida,13,11,2,Memphis,1577.093784413387,13572.538365060082,1790.3119453995032
21,Western Kentucky,14,11,3,Old Dominion,1593.8266348735349,13115.573454784273,1870.183963276634
22,Louisville,13,9,4,Florida State,2032.0574388143293,12941.78120176757,1819.2363682527514
23,Miami (FL),13,9,4,Georgia Tech,1821.2924005443667,12907.68152216707,1906.9326607372766
24,Utah,13,9,4,Southern California,2109.497507200527,12892.655583982109,1758.4897246850962
25,San Diego State,14,11,3,Houston,1630.8426654318441,12708.104009575087,1654.0410287288214
26,Nebraska,13,9,4,Minnesota,1832.773232777384,12621.595614039918,1739.9951037907306
27,Appalachian State,13,10,3,Toledo,1608.6191601974315,12461.626734705616,1761.8624242873327
28,Georgia Tech,13,9,4,Virginia Tech,1853.0149897240624,12266.932154866317,1821.2924005443667
29,Washington State,13,8,5,Stanford,1915.0134977460991,12238.365835660186,1813.9714655100386
30,Louisiana State,12,8,4,Louisville,1819.2363682527514,12205.768927603,2008.6136450380436
31,Iowa,13,8,5,Michigan,2198.0497020253574,11918.662998297817,1776.2011931064885
32,Houston,13,9,4,Oklahoma,2126.961085154522,11900.735368584623,1630.8426654318441
33,Temple,14,10,4,South Florida,1790.3119453995032,11878.208963899477,1668.2089816477496
34,Tulsa,13,10,3,Memphis,1577.093784413387,11848.66623302037,1748.8229285581347
35,Troy,13,10,3,Appalachian State,1761.8624242873327,11846.063088359524,1571.920399373542
36,Georgia,13,8,5,Auburn,1860.8837399466738,11824.7820217529,1758.3198637951841
37,Auburn,13,8,5,Louisiana State,2008.6136450380436,11804.84194905221,1860.8837399466738
38,Minnesota,13,9,4,Washington State,1813.9714655100386,11738.238654320665,1832.773232777384
39,Brigham Young,13,9,4,Mississippi State,1661.143885098369,11590.066049978523,1749.8963983268209
40,Air Force,13,10,3,Boise State,1621.1050448790384,11574.266128274949,1645.186700883668
41,Pittsburgh,13,8,5,Clemson,2556.241870624474,11541.385814759826,1694.5248808540907
42,Texas A&M,13,8,5,Tennessee,1876.8729077598045,11454.926738252398,1790.1546615976442
43,Navy,14,9,5,Tulsa,1748.8229285581347,11313.546061109539,1538.0126242812473
44,Kansas State,13,9,4,Texas A&M,1790.1546615976442,11297.071952924058,1851.3316185927247
45,Old Dominion,13,10,3,Texas-San Antonio,1390.3856883805483,11108.34452911631,1593.8266348735349
46,Louisiana Tech,14,9,5,Western Kentucky,1870.183963276634,10808.964906011286,1484.2831899648195
47,Wyoming,14,8,6,San Diego State,1654.0410287288214,10804.276310325205,1505.3651765889535
48,New Mexico,13,9,4,Air Force,1645.186700883668,10683.23001550537,1574.3062938216972
49,North Carolina,13,8,5,Florida State,2032.0574388143293,10228.599061066168,1746.2343622274236
50,Northwestern,13,7,6,Iowa,1776.2011931064885,10029.786931343773,1727.2627803075125
51,Toledo,13,9,4,Arkansas State,1517.4945319107255,9943.83872812732,1608.6191601974315
52,Kentucky,13,7,6,Louisville,1819.2363682527514,9772.623400898658,1620.793794058421
53,North Carolina State,13,7,6,North Carolina,1746.2343622274236,9597.36525322381,1753.3070446009433
54,Arkansas State,13,8,5,Troy,1571.920399373542,9447.811252587033,1517.4945319107255
55,Memphis,13,8,5,Temple,1668.2089816477496,9413.507674373948,1577.093784413387
56,Idaho,13,9,4,Colorado State,1571.0755283291655,9307.441872037514,1583.0269215701335
57,Middle Tennessee State,13,8,5,Louisiana Tech,1484.2831899648195,9123.488695538255,1256.1005939100355
58,Arkansas,13,7,6,Florida,1897.7084452499064,9076.190970920767,1680.3125153267454
59,California,13,6,7,Utah,1758.4897246850962,8824.193847653487,1601.7637469783583
60,Army,13,8,5,Temple,1668.2089816477496,8737.284703653004,1361.6271403701367
61,Ohio,14,8,6,Toledo,1608.6191601974315,8664.826429231238,1347.3250895592548
62,Baylor,13,7,6,Oklahoma State,1985.520617351209,8560.440978786932,1527.903555745592
63,Vanderbilt,13,6,7,Tennessee,1876.8729077598045,8455.92072833122,1583.552497775591
64,Wake Forest,13,7,6,Temple,1668.2089816477496,8444.405294308634,1562.123592719785
65,Boston College,13,7,6,North Carolina State,1753.3070446009433,8246.884808797731,1586.006297756698
66,Southern Mississippi,13,7,6,Kentucky,1620.793794058421,8176.1559873931255,1360.4558900034199
67,South Carolina,13,6,7,Tennessee,1876.8729077598045,7730.517587242941,1500.0566801285152
68,Colorado State,13,7,6,San Diego State,1654.0410287288214,7715.299402777842,1571.0755283291655
69,Eastern Michigan,13,7,6,Wyoming,1505.3651765889535,7531.805680785038,1296.5580868061554
70,Hawaii,15,7,8,Air Force,1645.186700883668,7453.283014858558,1355.1471092763559
71,Mississippi State,13,6,7,Texas A&M,1790.1546615976442,7314.1532227351345,1661.143885098369
72,Central Michigan,13,6,7,Oklahoma State,1985.520617351209,7307.404117529293,1193.2187226948042
73,Indiana,13,6,7,Maryland,1449.5529927961315,7172.110404346491,1526.5342451430415
74,Texas Christian,13,6,7,Baylor,1527.903555745592,6909.376412820688,1583.7225091372027
75,Texas,12,5,7,Baylor,1527.903555745592,6827.144147507967,1432.883154408179
76,South Alabama,13,6,7,Mississippi State,1661.143885098369,6772.337995040629,1217.8099172176067
77,Maryland,13,6,7,Central Florida,1384.356586527749,6667.683550944008,1449.5529927961315
78,Mississippi,12,5,7,Texas A&M,1790.1546615976442,6560.182603589688,1513.703751183076
79,Miami (OH),13,6,7,Eastern Michigan,1296.5580868061554,6475.797548742282,1300.4440950822627
80,Central Florida,13,6,7,Tulane,1204.211172933557,6300.448181873362,1384.356586527749
81,Louisiana,13,6,7,Arkansas State,1517.4945319107255,6087.386223074005,1320.155368794441
82,Texas-San Antonio,13,6,7,Southern Mississippi,1360.4558900034199,6042.168791553091,1390.3856883805483
83,Arizona State,12,5,7,California,1601.7637469783583,6033.485691540482,1350.0433868016885
84,Texas Tech,12,5,7,Texas Christian,1583.7225091372027,5820.703863802976,1387.9911633543968
85,Notre Dame,12,4,8,Miami (FL),1906.9326607372766,5812.0044568955955,1497.2247113082926
86,Southern Methodist,12,5,7,Houston,1630.8426654318441,5753.804663690059,1365.3794193529009
87,Georgia Southern,12,5,7,Troy,1571.920399373542,5664.358967746806,1254.7546732388043
88,UCLA,12,4,8,Brigham Young,1749.8963983268209,5610.578048017893,1474.1586711387315
89,Coastal Carolina,10,8,2,Hampton,701.4044782085736,5392.325725444348,1394.8665239908883
90,Northern Illinois,12,5,7,Eastern Michigan,1296.5580868061554,5282.5788260474765,1296.6847892658243
91,Duke,12,4,8,North Carolina,1746.2343622274236,5276.048082382225,1289.5745124210134
92,Oregon State,12,4,8,California,1601.7637469783583,5100.6661773975275,1503.2497386163382
93,North Texas,13,5,8,Army,1361.6271403701367,4932.837150800044,1116.5178615534062
94,Oregon,12,4,8,Utah,1758.4897246850962,4930.631155020651,1448.3680788687698
95,Missouri,12,4,8,Arkansas,1680.3125153267454,4739.173077325392,1465.8428329568349
96,Syracuse,12,4,8,Virginia Tech,1853.0149897240624,4600.483970925592,1433.859294824514
97,Akron,12,5,7,Miami (OH),1300.4440950822627,4506.63173255789,1082.274299801941
98,Cincinnati,12,4,8,Miami (OH),1300.4440950822627,4197.966472208856,1186.8008450891352
99,Florida International,12,4,8,Charlotte,1119.9601256667102,4195.443470101795,1135.4860525275094
100,Texas-El Paso,12,4,8,Texas-San Antonio,1390.3856883805483,4188.424211240564,1058.3140734498054
101,Tulane,12,4,8,Louisiana,1320.155368794441,3969.84986332877,1204.211172933557
102,Nevada,12,5,7,Utah State,1223.8563435909987,3953.1425620504087,1109.5853609636679
103,Nevada-Las Vegas,12,4,8,Wyoming,1505.3651765889535,3732.318425460847,994.6901171346665
