rank,team,games,wins,losses,best_win_name,best_win_rating,resume_score,team_elo
47,Purdue,13,6,7,Ohio State,2191.3006936817537,10251.277632043004,1672.9618860485764
48,Virginia,13,8,5,Duke,1702.5204947040918,10244.329345900884,1742.82774296265
49,Oklahoma State,13,7,6,Texas,2044.5415590912598,10150.984205136527,1664.1993211623105
50,Ohio,13,9,4,Buffalo,1536.3510412192345,10067.134793458532,1702.3604343443346
51,Arizona State,13,7,6,Michigan State,1771.2081920333542,9998.914743901016,1602.6448791960488
52,Temple,13,8,5,Cincinnati,1800.4549968768767,9861.692924298553,1606.5621699032943
53,Florida International,13,9,4,Middle Tennessee State,1582.2917279531262,9579.882199533431,1422.730310708477
54,North Texas,13,9,4,Florida Atlantic,1380.1766751914142,9535.98927634767,1500.325123891277
55,Miami (FL),13,7,6,Pittsburgh,1764.7524730234704,9385.584569772478,1615.5795870063066
56,Middle Tennessee State,14,8,6,Alabama-Birmingham,1624.6303980568352,9192.768671293923,1582.2917279531262
57,Nevada,13,8,5,Arkansas State,1528.2756323381948,9169.175356144728,1445.5841648913226
58,South Carolina,13,7,6,Missouri,1929.0255776761555,9165.850425967104,1696.150770539081
59,California,13,7,6,Washington,1962.2871187175574,9098.137093905456,1414.4032190880107
60,Boston College,12,7,5,Wake Forest,1723.9842832706997,8930.593690026157,1718.5960469781164
61,Baylor,13,7,6,Vanderbilt,1679.7610287434804,8927.312420510263,1669.747192954951
62,Houston,13,8,5,Arizona,1513.5564029062648,8882.074986839933,1450.557005096996
63,Wake Forest,13,7,6,North Carolina State,1783.353804047606,8656.441243560084,1723.9842832706997
64,Georgia Tech,13,7,6,Virginia,1742.82774296265,8631.95751942391,1577.3381014892102
65,Louisiana Tech,13,8,5,North Texas,1500.325123891277,8436.241433686486,1393.6148584861194
66,Tulane,13,7,6,Memphis,1555.221397001088,8384.714474716908,1499.2094690736985
67,Hawaii,14,8,6,San Diego State,1445.8450328147997,8291.158920445037,1268.9980898117724
68,San Diego State,13,7,6,Boise State,1839.7945134780841,8252.431420759565,1445.8450328147997
69,Brigham Young,13,7,6,Wisconsin,1712.454838308231,8126.416778358765,1582.9329089930193
70,Arkansas State,13,8,5,Louisiana-Monroe,1385.4869820322335,7944.152349260103,1528.2756323381948
71,Memphis,14,8,6,Houston,1450.557005096996,7799.5379124997835,1555.221397001088
72,Western Michigan,13,7,6,Miami (OH),1497.41591565781,7795.389801220241,1324.2492427483066
73,Virginia Tech,13,6,7,Virginia,1742.82774296265,7751.814414209641,1534.3040783873726
74,Vanderbilt,13,6,7,Tennessee,1627.1219438054297,7420.92513570583,1679.7610287434804
75,Louisiana,14,7,7,Arkansas State,1528.2756323381948,7199.489761069155,1402.4231741544427
76,Toledo,13,7,6,Nevada,1445.5841648913226,7150.60346056497,1385.867472294532
77,Maryland,12,5,7,Texas,2044.5415590912598,7124.427852978368,1571.1964212219716
78,Louisiana-Monroe,12,6,6,Georgia Southern,1663.867131285292,7101.238756843024,1385.4869820322335
79,Miami (OH),12,6,6,Ohio,1702.3604343443346,7091.6715721907085,1497.41591565781
80,Eastern Michigan,13,7,6,Purdue,1672.9618860485764,6957.12514397554,1373.50189182131
81,South Florida,13,7,6,Georgia Tech,1577.3381014892102,6952.965355806893,1316.4417795558652
82,Southern California,12,5,7,Washington State,1907.2868119172388,6831.43124578012,1454.1088800443013
83,Indiana,12,5,7,Virginia,1742.82774296265,6760.307088970088,1510.0178239802024
84,Texas Tech,12,5,7,Texas Christian,1710.8972620272266,6213.411273764352,1520.6427481859077
85,Florida State,12,5,7,Wake Forest,1723.9842832706997,6120.220731277459,1601.4778672685277
86,Arizona,12,5,7,Oregon,1615.616789218395,6072.232229718089,1513.5564029062648
87,Tennessee,12,5,7,Kentucky,1943.1538107968324,5847.451411413616,1627.1219438054297
88,Colorado,12,5,7,Arizona State,1602.6448791960488,5727.438232636901,1302.7806675919837
89,Liberty,12,6,6,Troy,1726.973108823913,5658.523187698414,1265.5541639326923
90,Kansas State,12,5,7,Oklahoma State,1664.1993211623105,5604.194155270428,1647.3025420125794
91,Southern Mississippi,11,6,5,Marshall,1525.8466397394727,5575.989594224917,1352.8173540404025
92,Florida Atlantic,12,5,7,Florida International,1422.730310708477,5528.695699760143,1380.1766751914142
93,Nebraska,12,4,8,Michigan State,1771.2081920333542,5500.097416833243,1596.7457724590995
94,Coastal Carolina,12,5,7,Alabama-Birmingham,1624.6303980568352,5433.2950576442545,1247.5979430796372
95,Wyoming,12,6,6,Air Force,1291.4830770007602,5330.459102337039,1431.5486877415908
96,Mississippi,12,5,7,Texas Tech,1520.6427481859077,5080.195333661282,1506.7865490243216
97,Charlotte,12,5,7,Florida Atlantic,1380.1766751914142,5049.49371955971,1233.3000801253743
98,Southern Methodist,12,5,7,Tulane,1499.2094690736985,4829.129013626487,1338.5705695680836
99,Old Dominion,12,4,8,Virginia Tech,1534.3040783873726,4743.099200685985,1050.8148321185874
100,UCLA,12,3,9,Arizona,1513.5564029062648,4382.068502038577,1395.6572924992513
101,Air Force,12,5,7,New Mexico,1069.516917562368,4262.684631816386,1291.4830770007602
102,Nevada-Las Vegas,12,4,8,San Diego State,1445.8450328147997,4101.71268400699,1003.8026107711855
103,Illinois,12,4,8,Minnesota,1706.7372241702585,3800.4165912593253,1344.527267522177
104,Massachusetts,12,4,8,Liberty,1265.5541639326923,3795.889989004052,1186.1784021425613
105,Akron,12,4,8,Northwestern,1901.2822660014667,3771.2653242460383,994.2686851975863
106,Kansas,12,3,9,Texas Christian,1710.8972620272266,3481.5541407792357,1210.8751321772068
107,Ball State,12,4,8,Western Michigan,1324.2492427483066,3195.0236656295574,1029.2263487460075
108,Colorado State,12,3,9,Arkansas,1074.7077467719755,3038.6696860955612,951.3051570069114
109,Western Kentucky,12,3,9,Louisiana Tech,1393.6148584861194,3024.2896943293504,1086.042746824865
110,South Alabama,12,3,9,Coastal Carolina,1247.5979430796372,2887.905895759922,1125.7856113745083
111,East Carolina,12,3,9,Old Dominion,1050.8148321185874,2692.8287659403723,1060.543845319519
112,Navy,13,3,10,Memphis,1555.221397001088,2692.39966301797,1058.6825323291152
113,Texas State,12,3,9,Georgia State,1040.6983380854288,2601.5268356545293,999.7001658632397
114,New Mexico,12,3,9,Nevada-Las Vegas,1003.8026107711855,2590.15997541487,1069.516917562368
115,New Mexico State,12,3,9,Liberty,1265.5541639326923,2490.6470030436344,939.4980168860698
116,Texas-San Antonio,12,3,9,Texas State,999.7001658632397,2453.2014952084064,1023.8020897403186
117,Bowling Green,12,3,9,Akron,994.2686851975863,2434.6473455673754,1034.2955368636901
118,Tulsa,12,3,9,Southern Methodist,1338.5705695680836,2161.0273760382092,960.2576347244972
119,North Carolina,11,2,9,Pittsburgh,1764.7524730234704,1938.6234125014757,998.4552246480721
120,Oregon State,12,2,10,Colorado,1302.7806675919837,1938.2074688182367,1104.0047525934467
121,Rice,13,2,11,Old Dominion,1050.8148321185874,1659.649831322231,852.0528422479435
122,Kent State,12,2,10,Bowling Green,1034.2955368636901,1632.5257382778905,918.4903023121464
123,Villanova,1,1,0,Temple,1606.5621699032943,1606.5621699032943,444.76417871739153
124,Georgia State,12,2,10,Louisiana-Monroe,1385.4869820322335,1567.5777263350121,1040.6983380854288
125,Louisville,12,2,10,Western Kentucky,1086.042746824865,1262.3158932071683,1082.850997542098
126,Nicholls State,2,1,1,Kansas,1210.8751321772068,1210.8751321772068,1031.1441116323792
127,Arkansas,12,2,10,Tulsa,960.2576347244972,1137.390090479948,1074.7077467719755
128,Maine,2,1,1,Western Kentucky,1086.042746824865,1086.042746824865,789.601173377233
129,North Carolina A&T,1,1,0,East Carolina,1060.543845319519,1060.543845319519,600.0089783178473
130,San Jose State,12,1,11,Nevada-Las Vegas,1003.8026107711855,1003.8026107711855,894.4450217612177
131,Rutgers,12,1,11,Texas State,999.7001658632397,999.7001658632397,994.3262653309821
132,Illinois State,1,1,0,Colorado State,951.3051570069114,951.3051570069114,807.0511394346372
133,California-Davis,2,1,1,San Jose State,894.4450217612177,894.4450217612177,1064.1812722601812
134,Texas-El Paso,12,1,11,Rice,852.0528422479435,852.0528422479435,601.4484870972235
135,Central Michigan,12,1,11,Maine,789.601173377233,789.601173377233,776.3306134210271
136,Northern Arizona,1,1,0,Texas-El Paso,601.4484870972235,601.4484870972235,721.2234762925435
137,Connecticut,12,1,11,Rhode Island,168.37314248534335,168.37314248534335,643.5587091737123
138,Abilene Christian,1,0,1,NA,0,0,180.72955848846044
139,Alabama A&M,1,0,1,NA,0,0,181.29585356648894
140,Alabama State,2,0,2,NA,0,0,640.6077868170452
141,Albany,1,0,1,NA,0,0,180.99056764022984
142,Alcorn State,2,0,2,NA,0,0,623.6443520137186
143,Arkansas-Pine Bluff,1,0,1,NA,0,0,179.5320060861215
144,Austin Peay,1,0,1,NA,0,0,180.21867319701082
145,Bethune-Cookman,2,0,2,NA,0,0,677.6247331074534
146,Campbell,1,0,1,NA,0,0,179.36474520498626
147,Central Arkansas,1,0,1,NA,0,0,178.89809729641337
148,Central Connecticut State,1,0,1,NA,0,0,175.9535071480774
149,Charleston Southern,1,0,1,NA,0,0,180.11156299535168
150,Chattanooga,1,0,1,NA,0,0,181.2886984404948
151,Citadel,1,0,1,NA,0,0,186.02383555052742
152,Colgate,1,0,1,NA,0,0,184.88891682428599
153,Delaware State,2,0,2,NA,0,0,660.1172406440311
154,Drake,1,0,1,NA,0,0,185.88913725003428
155,Duquesne,2,0,2,NA,0,0,653.4770357722736
156,East Tennessee State,1,0,1,NA,0,0,177.96886781872138
157,Eastern Illinois,1,0,1,NA,0,0,177.13245575545082
158,Eastern Kentucky,2,0,2,NA,0,0,664.0480469487619
159,Eastern Washington,1,0,1,NA,0,0,182.4173638433437
160,Elon,1,0,1,NA,0,0,180.56139543521613
161,Florida A&M,1,0,1,NA,0,0,178.6032557879693
162,Fordham,1,0,1,NA,0,0,179.642111384442
163,Furman,1,0,1,NA,0,0,180.46887876630765
164,Gardner-Webb,1,0,1,NA,0,0,180.27874921711827
165,Grambling State,1,0,1,NA,0,0,180.04501448948022
166,Holy Cross,1,0,1,NA,0,0,181.1341717738234
167,Houston Baptist,1,0,1,NA,0,0,177.12129795296525
168,Howard,2,0,2,NA,0,0,598.2302014142003
169,Idaho,2,0,2,NA,0,0,699.9867676161188
170,Idaho State,2,0,2,NA,0,0,693.567541317076
171,Incarnate Word,2,0,2,NA,0,0,646.859347757615
172,Indiana State,1,0,1,NA,0,0,176.27314638230342
173,Jackson State,1,0,1,NA,0,0,179.22467691383875
174,James Madison,1,0,1,NA,0,0,182.62688164790904
175,Kennesaw State,1,0,1,NA,0,0,182.09074430277857
176,Lafayette,1,0,1,NA,0,0,184.36637075405778
177,Lamar,1,0,1,NA,0,0,176.88255330061187
178,Lehigh,1,0,1,NA,0,0,176.92063129238448
180,McNeese State,1,0,1,NA,0,0,181.48178555556078
181,Mercer,1,0,1,NA,0,0,179.5661991570394
182,Missouri State,1,0,1,NA,0,0,180.01571786918805
183,Monmouth,1,0,1,NA,0,0,179.9798359556651
184,Morgan State,1,0,1,NA,0,0,175.1621425113983
185,Murray State,1,0,1,NA,0,0,182.05061291184157
186,New Hampshire,1,0,1,NA,0,0,181.08513147559086
187,Norfolk State,1,0,1,NA,0,0,178.1527709903999
188,North Carolina Central,1,0,1,NA,0,0,182.66024526064467
189,North Dakota,1,0,1,NA,0,0,179.74729572400415
190,Northern Iowa,1,0,1,NA,0,0,182.7102515450104
191,Northwestern State,1,0,1,NA,0,0,179.9224638798991
192,Portland State,2,0,2,NA,0,0,684.8185928176266
193,Prairie View A&M,2,0,2,NA,0,0,608.8349992036436
194,Rhode Island,1,0,1,NA,0,0,168.37314248534335
195,Richmond,1,0,1,NA,0,0,180.85767318420707
196,Sacramento State,1,0,1,NA,0,0,181.0451199397761
197,Samford,1,0,1,NA,0,0,181.75913875960072
198,Savannah State,2,0,2,NA,0,0,677.9971434420246
199,South Carolina State,2,0,2,NA,0,0,700.5237254660393
200,South Dakota,1,0,1,NA,0,0,184.6748640046853
201,Southeast Missouri State,1,0,1,NA,0,0,180.8230633293727
202,Southeastern Louisiana,2,0,2,NA,0,0,711.4705511999441
203,Southern,2,0,2,NA,0,0,683.652514332028
204,Southern Illinois,1,0,1,NA,0,0,180.86755435901875
205,Southern Utah,2,0,2,NA,0,0,635.426801226253
206,Stephen F. Austin,1,0,1,NA,0,0,179.6785997114827
207,Stony Brook,1,0,1,NA,0,0,179.3774141468068
208,Tennessee State,1,0,1,NA,0,0,184.43300325965484
209,Tennessee Tech,1,0,1,NA,0,0,179.92319472541917
210,Tennessee-Martin,2,0,2,NA,0,0,690.5088121401518
211,Texas Southern,2,0,2,NA,0,0,621.3304806830308
212,Towson,1,0,1,NA,0,0,181.23223894355843
213,Virginia Military Institute,2,0,2,NA,0,0,622.4272515824704
214,Wagner,1,0,1,NA,0,0,180.7657269303847
215,Weber State,1,0,1,NA,0,0,180.71816587171583
216,Western Carolina,1,0,1,NA,0,0,173.87093947800525
217,Western Illinois,1,0,1,NA,0,0,180.86279944593807
218,William & Mary,1,0,1,NA,0,0,180.6864448868264
219,Wofford,1,0,1,NA,0,0,184.2109121197126
220,Youngstown State,1,0,1,NA,0,0,181.49268999647396
