rank,team,games,wins,losses,best_win_name,best_win_rating,resume_score,team_elo
1,Ohio State,15,14,1,Oregon,2350.4592109522296,23978.91418132734,2473.3030174202013
2,Oregon,15,13,2,Florida State,2203.442144039485,20909.09906208082,2350.4592109522296
3,Florida State,14,13,1,Georgia Tech,2146.6732732762057,20417.223275189896,2203.442144039485
4,Alabama,14,12,2,Missouri,2069.062170225352,19972.8098921353,2292.254504318159
5,Texas Christian,13,12,1,Mississippi,2044.8103870220523,17726.713567460865,2316.01918121287
6,Boise State,14,12,2,Arizona,2012.769754280089,17334.889333606025,1989.7087377606165
7,UCLA,13,10,3,Arizona,2012.769754280089,17279.141496198918,2067.892713264949
8,Georgia Tech,14,11,3,Georgia,2118.6643113899736,17006.46386625551,2146.6732732762057
9,Missouri,14,11,3,Arkansas,1990.116271313916,16943.350374880934,2069.062170225352
10,Wisconsin,14,11,3,Auburn,1951.429106623044,16296.810936973827,2053.23281331781
11,Georgia,13,10,3,Missouri,2069.062170225352,16154.226389908796,2118.6643113899736
12,Baylor,13,11,2,Texas Christian,2316.01918121287,15967.607908006317,2093.2280825426287
13,Marshall,14,13,1,Louisiana Tech,1749.0123494376212,15542.183933469792,2071.6585311456033
14,Arizona,14,10,4,Oregon,2350.4592109522296,15481.757680912446,2012.769754280089
15,Mississippi,13,9,4,Alabama,2292.254504318159,15193.64508506633,2044.8103870220523
16,Michigan State,13,11,2,Baylor,2093.2280825426287,15107.95214059317,2117.3931999954975
17,Arizona State,13,10,3,Stanford,1965.6783068496695,14912.028853836748,1960.9836870971164
18,Mississippi State,13,10,3,Arkansas,1990.116271313916,14775.60797636258,2012.8569516066234
19,Southern California,13,9,4,Arizona,2012.769754280089,14460.180340822963,1936.2953062009906
20,Utah,13,9,4,UCLA,2067.892713264949,13959.562474976708,1936.0052677136232
21,Clemson,13,10,3,Louisville,1873.4956576410011,13462.837030526242,2015.1875136631497
22,Auburn,13,8,5,Mississippi,2044.8103870220523,12962.221328297672,1951.429106623044
23,Louisville,13,9,4,Notre Dame,1767.7156730849679,12594.556742171446,1873.4956576410011
24,Notre Dame,13,8,5,Stanford,1965.6783068496695,12592.979533757638,1767.7156730849679
25,Air Force,13,10,3,Boise State,1989.7087377606165,12431.192526007644,1660.8264744899498
