rank,team,games,wins,losses,best_win_name,best_win_rating,resume_score,team_elo
75,San Jose State,12,7,5,Wyoming,1313.6563644346911,7237.9439645091625,1302.989374537145
76,Louisiana,13,6,7,Marshall,1617.3098900804953,7226.377339197931,1414.2344738041472
77,Wyoming,13,7,6,Air Force,1647.657817273149,7152.262504213046,1313.6563644346911
78,Utah State,13,6,7,Air Force,1647.657817273149,7039.989338350115,1219.3968740987978
79,Georgia Southern,13,6,7,James Madison,1629.3490958307418,6988.361505988871,1317.5648528827062
80,Appalachian State,12,6,6,Troy,1853.4188168666954,6872.026100765357,1389.6131745555977
81,Michigan State,12,5,7,Illinois,1648.0460480683844,6718.497121198248,1536.3204132801789
82,Georgia Tech,12,5,7,Pittsburgh,1723.2392738703402,6405.538222210189,1381.215678912873
83,Auburn,12,5,7,Missouri,1628.6539979074723,6249.167768953533,1646.5441843191984
84,West Virginia,12,5,7,Oklahoma,1678.0867740663787,6142.081433010162,1492.7611498307592
85,Texas-El Paso,12,5,7,Boise State,1595.0797297367367,6106.375864703868,1169.3397337271954
86,Texas A&M,12,5,7,Louisiana State,1973.459074407741,6058.3865459061835,1607.3084239442221
87,Connecticut,13,6,7,Fresno State,1723.891125453828,6022.2216909703875,1253.6323482885705
88,New Mexico State,13,7,6,Liberty,1405.7794326041776,6015.593539813731,1279.3586970974363
89,Miami (OH),13,6,7,Kent State,1300.0253462995115,5898.275095342868,1178.3373140991912
90,Arizona,12,5,7,UCLA,1785.4899648974713,5785.499453185826,1482.9913913274556
91,Kent State,12,5,7,Ohio,1491.1437851341514,5684.224935976325,1300.0253462995115
92,Navy,12,4,8,Central Florida,1634.4282531922015,5550.815485501554,1324.552816383155
93,Vanderbilt,12,5,7,Kentucky,1740.597812918516,5533.064564367815,1566.189537594214
94,Indiana,12,4,8,Illinois,1648.0460480683844,5414.1378343087545,1347.0029414523271
95,Miami (FL),12,5,7,Southern Mississippi,1385.4480071012235,5362.496434233075,1396.4712986706256
96,Rice,13,5,8,Alabama-Birmingham,1469.105664598045,5319.736576127884,1113.8613398279929
97,Georgia State,12,4,8,Southern Mississippi,1385.4480071012235,5265.673889323073,1382.5045492038323
98,Florida Atlantic,12,5,7,Alabama-Birmingham,1469.105664598045,5258.5794540827965,1232.1847757718429
99,Ball State,12,5,7,Kent State,1300.0253462995115,5250.226818699801,1187.0959560094445
100,Army,12,6,6,Navy,1324.552816383155,5211.562395296689,1382.7934059898348
101,Western Michigan,12,5,7,Toledo,1425.9984987391038,5080.985146072063,1185.5339634641298
102,Nevada-Las Vegas,12,5,7,North Texas,1374.8963268265072,4986.825691058775,1179.448868085318
103,Iowa State,12,4,8,Iowa,1801.897173935831,4965.944368074299,1520.789739231629
104,Nebraska,12,4,8,Iowa,1801.897173935831,4619.346342557265,1423.7565553752875
105,Louisiana-Monroe,12,4,8,Louisiana,1414.2344738041472,4597.969909008177,1125.3104093978889
106,Tulsa,12,5,7,Houston,1585.5533191762775,4495.68158106143,1269.578022565905
107,Rutgers,12,4,8,Indiana,1347.0029414523271,4086.6258877457794,1290.1397736697204
108,Boston College,12,3,9,Louisville,1821.6375682598882,4045.108516321995,1035.468653136359
109,California,12,4,8,Arizona,1482.9913913274556,4041.458887949071,1367.4163963674212
110,Stanford,12,3,9,Notre Dame,1966.4524433324734,3894.5995466958884,1198.5711264619483
111,Old Dominion,12,3,9,Coastal Carolina,1449.0334903134521,3676.692238157139,1179.8676233493084
112,Texas State,12,4,8,Appalachian State,1389.6131745555977,3656.3753856785916,1149.2908499387759
113,Charlotte,12,3,9,Georgia State,1382.5045492038323,3587.611136669244,1006.7104047022777
114,Florida International,12,4,8,New Mexico State,1279.3586970974363,3562.343625662452,993.0422573955741
115,Central Michigan,12,4,8,Buffalo,1328.803262262026,3407.4543492328094,1113.4652703067545
116,Arizona State,12,3,9,Washington,1974.8986709037672,3302.65932983302,1283.6252667091878
117,Virginia,10,3,7,Georgia Tech,1381.215678912873,2741.6117393959703,1286.4182490898381
118,Colorado State,12,3,9,Hawaii,1001.0427280469626,2740.3287245817965,974.2901635354704
119,Northern Illinois,12,3,9,Eastern Michigan,1369.5428559738054,2734.349731897849,926.9585706546387
120,Louisiana Tech,12,3,9,Middle Tennessee State,1367.2387233137383,2712.6360111706263,1091.2452476374187
121,Hawaii,13,3,10,Nevada-Las Vegas,1179.448868085318,2702.687946123352,1001.0427280469626
122,Virginia Tech,11,3,8,Liberty,1405.7794326041776,2620.9632826840884,1130.8496450804446
123,Nevada,12,2,10,New Mexico State,1279.3586970974363,2428.6495470362124,878.9090898660163
124,Arkansas State,12,3,9,Louisiana-Monroe,1125.3104093978889,1986.663114060009,1096.809102763242
125,New Mexico,12,2,10,Texas-El Paso,1169.3397337271954,1705.8809007270074,860.3769066688176
126,Temple,12,3,9,South Florida,770.9230484254027,1634.107391196092,1033.1982396932465
127,Northwestern,12,1,11,Nebraska,1423.7565553752875,1423.7565553752875,839.0009767308721
128,Colorado,12,1,11,California,1367.4163963674212,1367.4163963674212,1149.0656925294272
129,Holy Cross,1,1,0,Buffalo,1328.803262262026,1328.803262262026,640.6517098195233
130,Delaware,1,1,0,Navy,1324.552816383155,1324.552816383155,671.8207041356561
131,Eastern Kentucky,2,1,1,Bowling Green,1227.1889997780872,1227.1889997780872,991.2067223318858
132,Weber State,1,1,0,Utah State,1219.3968740987978,1219.3968740987978,956.4486853436011
133,Akron,12,2,10,Northern Illinois,926.9585706546387,1107.1126476725365,975.9761265826576
134,William & Mary,1,1,0,Charlotte,1006.7104047022777,1006.7104047022777,820.9180967004208
135,Sacramento State,1,1,0,Colorado State,974.2901635354704,974.2901635354704,912.8600758127955
136,Incarnate Word,1,1,0,Nevada,878.9090898660163,878.9090898660163,794.2355180284941
137,Southern Illinois,1,1,0,Northwestern,839.0009767308721,839.0009767308721,650.6530458045837
138,South Florida,12,1,11,Howard,168.93771656655773,168.93771656655773,770.9230484254027
139,Massachusetts,12,1,11,Stony Brook,164.2906047494811,164.2906047494811,685.1113352948503
140,Abilene Christian,1,0,1,NA,0,0,181.6475462557074
141,Alabama A&M,2,0,2,NA,0,0,687.0110837689191
142,Alabama State,1,0,1,NA,0,0,181.37375976995045
143,Albany,1,0,1,NA,0,0,179.24533521396944
144,Alcorn State,1,0,1,NA,0,0,181.06749344123992
145,Arkansas-Pine Bluff,1,0,1,NA,0,0,181.0893817919221
146,Austin Peay,2,0,2,NA,0,0,717.6857096670242
147,Bethune-Cookman,1,0,1,NA,0,0,178.56485404869545
148,Bryant,1,0,1,NA,0,0,185.0292762253189
149,Bucknell,1,0,1,NA,0,0,175.71638973348726
150,Cal Poly,1,0,1,NA,0,0,180.99728148677028
151,California-Davis,1,0,1,NA,0,0,180.4475020743493
152,Campbell,1,0,1,NA,0,0,180.95555362151248
153,Central Arkansas,1,0,1,NA,0,0,180.5465802673183
154,Central Connecticut State,1,0,1,NA,0,0,178.92888708559855
155,Charleston Southern,1,0,1,NA,0,0,179.8633952282433
156,Chattanooga,1,0,1,NA,0,0,182.060356265878
157,Citadel,1,0,1,NA,0,0,179.70856833555536
158,Colgate,2,0,2,NA,0,0,644.5218366542275
159,Duquesne,2,0,2,NA,0,0,644.3299881720176
160,East Tennessee State,1,0,1,NA,0,0,181.6341188414173
161,Eastern Illinois,1,0,1,NA,0,0,179.2729124599139
162,Eastern Washington,2,0,2,NA,0,0,685.8755985413007
163,Elon,1,0,1,NA,0,0,183.13583145636215
164,Florida A&M,1,0,1,NA,0,0,180.54056015699123
165,Fordham,1,0,1,NA,0,0,182.44538375578077
166,Furman,1,0,1,NA,0,0,182.31150627184536
167,Gardner-Webb,3,0,3,NA,0,0,705.5821780215763
168,Grambling State,1,0,1,NA,0,0,176.24136936726987
169,Houston Baptist,1,0,1,NA,0,0,176.9108509641782
170,Howard,1,0,1,NA,0,0,168.93771656655773
171,Idaho,2,0,2,NA,0,0,700.3609985515061
172,Idaho State,2,0,2,NA,0,0,653.2464935986367
173,Illinois State,1,0,1,NA,0,0,180.16270849522863
174,Indiana State,1,0,1,NA,0,0,178.82825408492445
175,Jacksonville State,1,0,1,NA,0,0,179.04840311186462
176,Kennesaw State,1,0,1,NA,0,0,178.90882896579214
177,Lafayette,1,0,1,NA,0,0,178.07300747583918
178,Lamar,2,0,2,NA,0,0,657.8227250573535
179,Long Island,2,0,2,NA,0,0,661.1127622194024
181,Maine,2,0,2,NA,0,0,536.5411669998122
182,McNeese State,1,0,1,NA,0,0,175.81145636107874
183,Mercer,1,0,1,NA,0,0,180.80559815600824
184,Missouri State,1,0,1,NA,0,0,183.67842573973607
185,Montana State,1,0,1,NA,0,0,181.6989247732576
186,Morgan State,1,0,1,NA,0,0,178.6791008684913
187,Murray State,2,0,2,NA,0,0,656.1452831503256
188,New Hampshire,1,0,1,NA,0,0,176.08810691756867
189,Nicholls State,2,0,2,NA,0,0,651.9400360614212
190,Norfolk State,2,0,2,NA,0,0,691.778979703694
191,North Alabama,1,0,1,NA,0,0,180.57164255281037
192,North Carolina A&T,1,0,1,NA,0,0,182.37751048649383
193,North Dakota,1,0,1,NA,0,0,180.30645349938683
194,North Dakota State,1,0,1,NA,0,0,184.56321948566332
195,Northern Arizona,1,0,1,NA,0,0,178.6949663998254
196,Northern Colorado,1,0,1,NA,0,0,179.91999202394314
197,Northern Iowa,1,0,1,NA,0,0,180.75636126846825
198,Northwestern State,1,0,1,NA,0,0,177.46148803197022
199,Portland State,2,0,2,NA,0,0,705.0627870765749
200,Rhode Island,1,0,1,NA,0,0,182.25363308204845
201,Richmond,1,0,1,NA,0,0,180.5284371337892
202,Robert Morris,2,0,2,NA,0,0,669.218119065744
203,Sam Houston,1,0,1,NA,0,0,180.43094533649617
204,Samford,1,0,1,NA,0,0,181.95082031691948
205,South Carolina State,2,0,2,NA,0,0,690.2447724529068
206,South Dakota,1,0,1,NA,0,0,180.70513787851723
207,South Dakota State,1,0,1,NA,0,0,184.37391660252294
208,Southeast Missouri State,1,0,1,NA,0,0,180.14225917355668
209,Southeastern Louisiana,2,0,2,NA,0,0,675.8597875589068
210,Southern,1,0,1,NA,0,0,179.85546694796574
211,Southern Utah,1,0,1,NA,0,0,178.94892528495407
212,St. Francis (PA),1,0,1,NA,0,0,180.1540770178977
213,Stephen F. Austin,1,0,1,NA,0,0,176.0575541296925
214,Stony Brook,1,0,1,NA,0,0,164.2906047494811
215,Tarleton State,1,0,1,NA,0,0,181.35079562979544
216,Tennessee State,1,0,1,NA,0,0,179.15277259005575
217,Tennessee Tech,1,0,1,NA,0,0,179.5402340498663
218,Tennessee-Martin,2,0,2,NA,0,0,711.8487891216791
219,Texas Southern,2,0,2,NA,0,0,682.9764174083149
220,Towson,1,0,1,NA,0,0,177.2475722216994
221,Utah Tech,1,0,1,NA,0,0,180.52801604481962
222,Valparaiso,1,0,1,NA,0,0,178.27141236348209
223,Villanova,1,0,1,NA,0,0,178.4336492779967
224,Virginia Military Institute,1,0,1,NA,0,0,180.52471502697068
225,Wagner,2,0,2,NA,0,0,670.9560534638466
226,Western Carolina,1,0,1,NA,0,0,179.97160540659476
227,Western Illinois,1,0,1,NA,0,0,180.84202985351305
228,Wofford,1,0,1,NA,0,0,179.71519694355186
229,Youngstown State,1,0,1,NA,0,0,182.2234036904005
