rank,team,games,wins,losses,best_win_name,best_win_rating,resume_score,team_elo
1,Southern California,13,13,0,Oklahoma,2347.442995757925,22267.545286936715,2615.038172753218
2,Auburn,13,13,0,Virginia Tech,2168.734147000072,20696.244047439504,2489.247440142495
3,Oklahoma,13,12,1,Texas,2271.8280860258196,19976.870386046554,2347.442995757925
4,Utah,12,12,0,Texas A&M,1954.2764338766403,17681.51950981435,2287.704916014099
5,Texas,12,11,1,Texas Tech,2027.8349397596116,17655.756525893295,2271.8280860258196
6,Iowa,12,10,2,Louisiana State,1923.2628812476357,16045.205566877146,2006.2453735343763
7,Louisville,12,11,1,Boise State,2124.1867930957314,15572.090736844097,2179.426662578237
8,Boise State,12,11,1,Oregon State,1894.0959402372937,15404.859890151007,2124.1867930957314
9,Tennessee,13,10,3,Georgia,2100.854900249872,15289.163425009458,2117.7704014121978
10,Miami (FL),12,9,3,Louisville,2179.426662578237,15249.050710638447,2029.7637036991403
11,California,12,10,2,Arizona State,1992.1580029672123,15243.249628740961,2101.2189337797863
12,Arizona State,12,9,3,Iowa,2006.2453735343763,15147.170027375356,1992.1580029672123
13,Georgia,12,10,2,Louisiana State,1923.2628812476357,15091.165846187378,2100.854900249872
14,Virginia Tech,13,10,3,Miami (FL),2029.7637036991403,14083.506561630482,2168.734147000072
15,Florida State,12,9,3,Virginia,1847.448130407216,14083.44017638984,1944.4656202350623
16,Michigan,12,9,3,Iowa,2006.2453735343763,13643.50634597411,1866.3089739749496
17,Louisiana State,12,9,3,Oregon State,1894.0959402372937,13205.948103625007,1923.2628812476357
18,Wisconsin,12,9,3,Ohio State,1873.0549062765178,12672.98167399386,1745.2006395273593
19,Ohio State,12,8,4,Michigan,1866.3089739749496,12435.492219777978,1873.0549062765178
20,Texas Tech,12,8,4,California,2101.2189337797863,12300.854834290732,2027.8349397596116
21,Colorado,13,8,5,Texas-El Paso,1718.660754672798,12132.583211996116,1775.3340658438733
22,Virginia,12,8,4,Georgia Tech,1773.732908147663,12041.846751455674,1847.448130407216
23,Texas A&M,12,7,5,Texas Tech,2027.8349397596116,11947.048891630371,1954.2764338766403
24,Boston College,12,9,3,Notre Dame,1739.0326596084942,11679.40148623536,1763.3287497424155
25,Fresno State,12,9,3,Virginia,1847.448130407216,10378.201571763157,1779.9672215746589
26,Oregon State,12,7,5,Notre Dame,1739.0326596084942,10314.687081002274,1894.0959402372937
27,Navy,12,10,2,New Mexico,1596.0298355989373,10292.4359320342,1580.494037733855
28,New Mexico,12,7,5,Texas Tech,2027.8349397596116,10199.334687790686,1596.0298355989373
29,Hawaii,13,8,5,Northwestern,1565.0329724318667,10199.297257594251,1590.7028795697934
30,Oklahoma State,12,7,5,Colorado,1775.3340658438733,10089.245449685284,1746.610938887792
31,Toledo,13,9,4,Bowling Green,1593.2770808856208,10063.900335722146,1500.7099852157032
32,Pittsburgh,12,8,4,Boston College,1763.3287497424155,10040.904924450344,1651.0595054388343
33,Purdue,12,7,5,Ohio State,1873.0549062765178,10020.833085802638,1821.14111412903
34,Notre Dame,12,6,6,Tennessee,2117.7704014121978,9679.90911289405,1739.0326596084942
35,Florida,12,7,5,Florida State,1944.4656202350623,9601.650536774623,1810.8002251456755
36,Texas-El Paso,12,8,4,Fresno State,1779.9672215746589,9489.894352452886,1718.660754672798
37,Cincinnati,12,7,5,Memphis,1468.1645872691024,9475.294423401298,1640.2777607320547
38,Alabama-Birmingham,12,7,5,Cincinnati,1640.2777607320547,9414.607145207294,1399.182935470386
39,Georgia Tech,12,7,5,Clemson,1740.3395106610287,9408.558146481986,1773.732908147663
40,Minnesota,12,7,5,Northwestern,1565.0329724318667,9376.62313979056,1552.7827151931815
41,Southern Mississippi,12,7,5,Nebraska,1510.4752780095046,9268.823606093665,1462.2537466569427
42,Northwestern,12,6,6,Ohio State,1873.0549062765178,9167.92883667725,1565.0329724318667
43,Clemson,11,6,5,Miami (FL),2029.7637036991403,9103.21633931852,1740.3395106610287
44,Memphis,12,8,4,Southern Mississippi,1462.2537466569427,9073.722065539381,1468.1645872691024
45,Iowa State,12,7,5,Northern Illinois,1589.839711194897,9017.955100369738,1653.0196090321072
46,West Virginia,12,8,4,Syracuse,1612.9945777326434,8956.869146912577,1658.508213586903
47,Connecticut,12,8,4,Pittsburgh,1651.0595054388343,8913.847461677713,1595.235440441619
48,Bowling Green,12,9,3,Memphis,1468.1645872691024,8859.273116760995,1593.2770808856208
49,Syracuse,12,6,6,Boston College,1763.3287497424155,8763.562415730077,1612.9945777326434
50,Troy,12,7,5,Missouri,1414.315777745908,8445.747379696235,1459.0343374231686
51,Northern Illinois,12,9,3,Bowling Green,1593.2770808856208,8389.176632550732,1589.839711194897
52,Wyoming,12,7,5,UCLA,1646.849072047734,8233.382414427211,1490.2237499331636
53,South Carolina,11,6,5,Arkansas,1644.5236170927424,8203.510449238049,1565.7761813014004
54,North Carolina,12,6,6,Miami (FL),2029.7637036991403,8093.924399767264,1717.041830727256
55,UCLA,12,6,6,Oregon,1511.20250007885,8012.958154941795,1646.849072047734
56,North Texas,12,7,5,New Mexico State,1333.4042807259507,7925.482167822366,1367.947368391895
57,Brigham Young,11,5,6,Notre Dame,1739.0326596084942,7321.939387944213,1558.1673822474388
58,Louisiana Tech,12,6,6,Fresno State,1779.9672215746589,7311.760399591985,1526.984969952571
59,Miami (OH),13,8,5,Toledo,1500.7099852157032,7304.220570510617,1420.6929081931899
60,Maryland,11,5,6,Florida State,1944.4656202350623,7269.31576607834,1532.3053664599443
61,Florida Atlantic,12,9,3,Hawaii,1590.7028795697934,6808.013914005891,1290.392129388223
62,Washington State,11,5,6,UCLA,1646.849072047734,6781.8879666458815,1479.7397150637225
63,Arkansas,11,5,6,Alabama,1544.1717591785487,6667.388510155356,1644.5236170927424
64,Missouri,11,5,6,Colorado,1775.3340658438733,6590.885499949085,1414.315777745908
65,Texas Christian,11,5,6,Northwestern,1565.0329724318667,6578.229841999787,1440.9095305805313
66,Michigan State,12,5,7,Wisconsin,1745.2006395273593,6531.182351896158,1557.6559425624325
67,Oregon,11,5,6,Stanford,1504.2025851796861,6522.951359242617,1511.20250007885
68,Alabama,12,6,6,Southern Mississippi,1462.2537466569427,6454.963747626116,1544.1717591785487
69,North Carolina State,11,5,6,Virginia Tech,2168.734147000072,6303.00901462504,1534.2836202225594
70,Nebraska,11,5,6,Pittsburgh,1651.0595054388343,6047.221781135736,1510.4752780095046
71,Akron,11,6,5,Marshall,1340.6705976226099,5899.341911278221,1292.0994826630356
72,Tulane,11,5,6,Navy,1580.494037733855,5833.556388426165,1378.383756777774
73,Marshall,12,6,6,Miami (OH),1420.6929081931899,5752.68252440244,1340.6705976226099
74,Middle Tennessee State,11,5,6,Akron,1292.0994826630356,5617.747876397778,1235.9548355936927
75,Kansas,11,4,7,Kansas State,1513.686077512794,5578.115031708275,1537.6303417385313
76,New Mexico State,11,5,6,Troy,1459.0343374231686,5569.282867276256,1333.4042807259507
77,Air Force,11,5,6,New Mexico,1596.0298355989373,5333.700956845134,1414.6037153747077
78,Rutgers,11,4,7,Michigan State,1557.6559425624325,5087.311249459757,1222.7439564787235
79,Mississippi,11,4,7,South Carolina,1565.7761813014004,5018.264038767834,1400.8343670811437
80,Louisiana-Monroe,11,5,6,Florida Atlantic,1290.392129388223,5008.233075837217,1153.3090837979616
81,Kansas State,11,4,7,Nebraska,1510.4752780095046,4934.880391392582,1513.686077512794
82,Stanford,11,4,7,Brigham Young,1558.1673822474388,4928.30785698159,1504.2025851796861
83,Penn State,11,4,7,Michigan State,1557.6559425624325,4645.759302555948,1542.802350056222
84,Mississippi State,11,3,8,Florida,1810.8002251456755,4284.604588314656,1235.6690193717513
85,Wake Forest,11,4,7,Boston College,1763.3287497424155,4215.216096322643,1361.6773595842792
86,Nevada,12,5,7,Tulsa,1149.4031912338694,4109.1380108557605,1109.5843847770009
87,Colorado State,11,4,7,Wyoming,1490.2237499331636,4106.8256984306545,1351.4240675747637
88,South Florida,11,4,7,Texas Christian,1440.9095305805313,4081.8057892887,1281.9412194166584
89,Rice,11,3,8,Hawaii,1590.7028795697934,4046.7743986544365,1056.4906395190173
90,Baylor,11,3,8,Texas A&M,1954.2764338766403,4014.255868403805,1264.4834290623346
91,Indiana,11,3,8,Minnesota,1552.7827151931815,3903.8840879707,1206.882035719357
92,San Diego State,11,4,7,Air Force,1414.6037153747077,3816.7247798727185,1326.655195453084
93,Tulsa,12,4,8,Texas-El Paso,1718.660754672798,3786.9870624624846,1149.4031912338694
94,Arkansas State,11,3,8,Troy,1459.0343374231686,3691.753529272327,1038.3999283589583
95,Kent State,11,5,6,Ohio,1029.1166814011772,3624.901264737539,1189.8673200950675
96,Houston,11,3,8,Tulane,1378.383756777774,3533.9171942663706,1270.231214365184
97,Utah State,11,3,8,New Mexico State,1333.4042807259507,3499.55862634925,1079.4101080511966
98,Central Michigan,11,4,7,Kent State,1189.8673200950675,3272.829854373177,839.8988726986685
99,Arizona,11,3,8,Arizona State,1992.1580029672123,3226.649653571457,1431.0026134416532
100,Eastern Michigan,11,4,7,Buffalo,890.9170028964306,3223.4311134523637,937.0907664247944
101,Southern Methodist,11,3,8,Tulsa,1149.4031912338694,3095.911163650369,1185.8403047194586
102,Louisiana,11,4,7,Middle Tennessee State,1235.9548355936927,3008.875882569044,1030.4746577679796
103,Idaho,12,3,9,Arkansas State,1038.3999283589583,3005.9653525517324,1054.529273526626
104,Army,11,2,9,Cincinnati,1640.2777607320547,2922.218980148713,1094.8716038263346
105,Ohio,11,4,7,Kentucky,1095.4206063912072,2752.564153613431,1029.1166814011772
106,Nevada-Las Vegas,11,2,9,Brigham Young,1558.1673822474388,2667.7517670244397,1111.6250720966736
107,East Carolina,11,2,9,Tulane,1378.383756777774,2473.2553606041083,1060.6618336622626
108,Duke,11,2,9,Clemson,1740.3395106610287,2407.277403912627,1211.9639979975686
109,Kentucky,11,2,9,Indiana,1206.882035719357,2385.300945455081,1095.4206063912072
110,Illinois,11,3,8,Indiana,1206.882035719357,2157.9470867398677,1186.4180887575922
111,Temple,11,2,9,Syracuse,1612.9945777326434,1931.0928585477016,1161.369077066533
112,Buffalo,11,2,9,Central Michigan,839.8988726986685,1429.0207143097916,890.9170028964306
113,Vanderbilt,11,2,9,Mississippi State,1235.6690193717513,1415.178699787856,1178.418909735724
114,Maine,1,1,0,Mississippi State,1235.6690193717513,1235.6690193717513,444.00544714116245
115,San Jose State,11,2,9,Rice,1056.4906395190173,1227.3275329619162,836.9235876394987
116,New Hampshire,1,1,0,Rutgers,1222.7439564787235,1222.7439564787235,763.1248053011783
117,Ball State,11,2,9,Western Michigan,632.9667702054523,1222.0886118165754,859.648467651812
118,Eastern Illinois,1,1,0,Eastern Michigan,937.0907664247944,937.0907664247944,505.3129829219861
119,Washington,11,1,10,San Jose State,836.9235876394987,836.9235876394987,1053.4771720309304
120,Florida International,10,3,7,Florida A&M,318.0982808150581,638.9916706059387,553.4269071031921
121,Georgia Southern,2,1,1,Florida International,553.4269071031921,553.4269071031921,1013.3592799753582
122,McNeese State,1,1,0,Florida International,553.4269071031921,553.4269071031921,468.97132406477436
123,Western Kentucky,2,1,1,Florida International,553.4269071031921,553.4269071031921,979.6146778691897
124,Bethune-Cookman,1,1,0,Florida A&M,318.0982808150581,318.0982808150581,482.7177487876266
125,Nicholls State,1,1,0,Florida A&M,318.0982808150581,318.0982808150581,585.1035311442103
126,Florida A&M,11,3,8,Tennessee State,115.41326195228396,259.9313569938959,318.0982808150581
127,Western Michigan,11,1,10,Tennessee-Martin,157.6459806367231,157.6459806367231,632.9667702054523
128,Appalachian State,1,0,1,NA,NA,0,179.50590857590564
129,Central Florida,11,0,11,NA,NA,0,589.1218416111232
130,Chattanooga,1,0,1,NA,NA,0,181.01599922045844
131,Citadel,2,0,2,NA,NA,0,666.9378932515984
132,Delaware,1,0,1,NA,NA,0,183.24166691369174
133,Eastern Kentucky,1,0,1,NA,NA,0,179.50968041610466
134,Eastern Washington,1,0,1,NA,NA,0,179.75037774842522
135,Edward Waters,1,0,1,NA,NA,0,180.4677895983446
136,Furman,1,0,1,NA,NA,0,184.86436714943932
137,Idaho State,1,0,1,NA,NA,0,180.91160762433654
138,Illinois State,2,0,2,NA,NA,0,686.0639165758628
139,Indiana State,1,0,1,NA,NA,0,179.42148642262683
140,James Madison,1,0,1,NA,NA,0,182.4370534597286
141,Liberty,1,0,1,NA,NA,0,178.65497240401356
142,Massachusetts,1,0,1,NA,NA,0,183.01949061779735
143,Missouri State,1,0,1,NA,NA,0,174.91208063117074
144,Montana State,1,0,1,NA,NA,0,178.32168094773306
145,Morgan State,1,0,1,NA,NA,0,170.8368934428989
146,Murray State,1,0,1,NA,NA,0,180.21233275758578
147,North Carolina A&T,1,0,1,NA,NA,0,179.26151492039702
148,Northeastern,1,0,1,NA,NA,0,184.66841535562327
149,Northern Arizona,1,0,1,NA,NA,0,181.01447857331388
150,Northern Colorado,1,0,1,NA,NA,0,183.3198702227819
151,Northern Iowa,1,0,1,NA,NA,0,181.14735465848614
152,Northwestern State,1,0,1,NA,NA,0,181.09421151320075
153,Portland State,1,0,1,NA,NA,0,184.04839558744678
154,Richmond,1,0,1,NA,NA,0,179.63030791848277
155,Sacramento State,1,0,1,NA,NA,0,175.403589566944
156,Samford,1,0,1,NA,NA,0,181.43563296662214
157,Savannah State,1,0,1,NA,NA,0,63.27349822104719
