rank,team,games,wins,losses,best_win_name,best_win_rating,resume_score,team_elo
1,Louisiana State,15,15,0,Clemson,2427.2063452629864,25412.52423551809,2718.7448261604445
2,Ohio State,14,13,1,Penn State,2256.2459353012287,22848.20843823035,2491.0739824522934
3,Clemson,15,14,1,Ohio State,2491.0739824522934,21007.76594758367,2427.2063452629864
4,Georgia,14,12,2,Florida,2186.240532964429,19678.874710200787,2312.5929256064255
5,Appalachian State,15,14,1,Louisiana,1783.9608204906262,18878.266635266045,2057.0017997469186
6,Oregon,14,12,2,Wisconsin,2202.2807983082585,18412.48358511852,2143.10934122602
7,Oklahoma,14,12,2,Baylor,2003.8932198882253,18302.71385841747,2146.3462550218464
8,Memphis,14,12,2,Cincinnati,1994.3915711500767,17606.52354757479,2139.268360227556
9,Penn State,13,11,2,Memphis,2139.268360227556,17409.31246567473,2256.2459353012287
10,Notre Dame,13,11,2,Navy,1981.663447350192,16829.84073678904,2108.108450487621
11,Wisconsin,14,10,4,Minnesota,2088.043534655398,16508.19335800799,2202.2807983082585
12,Boise State,14,12,2,Air Force,1907.4070050192001,16457.013171705683,1871.662739804253
13,Utah,14,11,3,Washington,1900.2531850863106,16221.47372392883,1874.4388769517036
14,Cincinnati,14,11,3,Central Florida,1948.8441661101817,15835.456052783538,1994.3915711500767
15,Alabama,13,11,2,Michigan,2087.8451075605876,15709.370385101522,2233.0401650807944
16,Florida,13,11,2,Auburn,2057.2535430653793,15368.832098351562,2186.240532964429
17,Minnesota,13,11,2,Penn State,2256.2459353012287,15294.25989570606,2088.043534655398
18,Iowa,13,10,3,Minnesota,2088.043534655398,15226.252897069127,2070.1465049223193
19,Baylor,14,11,3,Texas,1894.4163746946592,15129.866148730553,2003.8932198882253
20,Navy,13,11,2,Air Force,1907.4070050192001,15080.722719400921,1981.663447350192
21,Michigan,13,9,4,Notre Dame,2108.108450487621,13897.584155797387,2087.8451075605876
22,Florida Atlantic,15,11,4,Southern Methodist,1757.5791389262865,13802.51421423241,1834.4537188837255
23,Auburn,13,9,4,Alabama,2233.0401650807944,13612.814766086605,2057.2535430653793
24,Marshall,15,10,5,Florida Atlantic,1834.4537188837255,13588.431618776223,1652.0659744015225
25,Arizona State,14,9,5,Oregon,2143.10934122602,13578.305252730077,1728.661437102368
26,Air Force,13,11,2,Hawaii,1626.7181991173761,13544.30456107979,1907.4070050192001
27,Southern Methodist,13,10,3,Tulane,1596.6654613686271,13492.083680451218,1757.5791389262865
28,Louisiana,14,11,3,Miami (OH),1473.0787516000162,13409.962000859483,1783.9608204906262
29,Hawaii,15,10,5,San Diego State,1672.2843632904746,13072.051903420199,1626.7181991173761
30,Central Florida,13,10,3,Florida Atlantic,1834.4537188837255,12947.624510580634,1948.8441661101817
31,Southern California,13,8,5,Utah,1874.4388769517036,12320.282479166195,1839.4393214827087
32,San Diego State,13,10,3,Wyoming,1555.8287875114534,12306.940272834812,1672.2843632904746
33,Texas,13,8,5,Utah,1874.4388769517036,12217.06625151015,1894.4163746946592
34,Virginia,14,9,5,North Carolina,1633.627486760412,11806.056584012205,1757.1511540281158
35,Washington,13,8,5,Boise State,1871.662739804253,11545.113442160935,1900.2531850863106
36,Kansas State,13,8,5,Oklahoma,2146.3462550218464,11458.576867735777,1781.54782317045
37,Louisiana Tech,15,11,4,Miami (FL),1458.5970577159108,11448.53902222173,1530.5585408607017
38,Western Kentucky,13,9,4,Western Michigan,1426.5259385404793,11139.703404937609,1595.0823993774109
39,Oklahoma State,13,8,5,Kansas State,1781.54782317045,11004.819331493976,1767.2286198623444
40,Louisville,13,8,5,Virginia,1757.1511540281158,10822.894118118067,1625.2839388510752
41,Tennessee,13,8,5,Kentucky,1708.906980572819,10730.9974489615,1787.2605663754266
42,Pittsburgh,13,8,5,Central Florida,1948.8441661101817,10599.325824509619,1530.30119388068
43,California,13,8,5,Washington,1900.2531850863106,10490.308525387636,1684.5844642481322
44,Wake Forest,13,8,5,North Carolina,1633.627486760412,10102.015054747353,1508.4792099445083
45,Kentucky,13,8,5,Louisville,1625.2839388510752,10100.949374241178,1708.906980572819
46,Michigan State,13,7,6,Indiana,1708.0089099637862,9918.478447913925,1740.6917414117295
47,Arkansas State,14,8,6,Georgia Southern,1432.5465492571782,9787.584516259798,1397.020600143937
48,Temple,13,8,5,Memphis,2139.268360227556,9713.08088276772,1523.0947715799311
49,Brigham Young,13,7,6,Boise State,1871.662739804253,9650.607194014727,1534.2681318381733
50,Virginia Tech,13,8,5,North Carolina,1633.627486760412,9556.227454802176,1608.9597999193868
51,Texas A&M,13,8,5,Oklahoma State,1767.2286198623444,9556.159810961495,1898.2675533936444
52,Indiana,13,8,5,Nebraska,1511.0199716027016,9212.100777027115,1708.0089099637862
53,Iowa State,13,7,6,Texas,1894.4163746946592,9177.408128356034,1712.4203905617799
54,Wyoming,13,8,5,Missouri,1511.3159410958833,9065.24624370258,1555.8287875114534
55,Miami (OH),14,8,6,Buffalo,1567.01385363687,8784.960920670233,1473.0787516000162
56,Georgia State,13,7,6,Tennessee,1787.2605663754266,8737.594880241315,1323.442787326282
57,Georgia Southern,13,7,6,Appalachian State,2057.0017997469186,8607.784873820172,1432.5465492571782
58,North Carolina,13,7,6,South Carolina,1532.3517501257647,8587.043417962883,1633.627486760412
59,Buffalo,13,8,5,Temple,1523.0947715799311,8473.259914471304,1567.01385363687
60,Alabama-Birmingham,14,9,5,Louisiana Tech,1530.5585408607017,8329.800650407293,1383.6008857002203
61,Western Michigan,13,7,6,Miami (OH),1473.0787516000162,8275.491609416255,1426.5259385404793
62,Missouri,13,7,6,South Carolina,1532.3517501257647,8060.299564958383,1511.3159410958833
63,Miami (FL),13,6,7,Virginia,1757.1511540281158,8022.427250492781,1458.5970577159108
64,Mississippi State,13,6,7,Louisiana,1783.9608204906262,8009.164405659894,1586.1867304047096
65,Ohio,13,7,6,Buffalo,1567.01385363687,8007.4767663119865,1471.2329269077306
66,Utah State,13,7,6,San Diego State,1672.2843632904746,7957.147577695932,1460.2618662225773
67,Illinois,13,6,7,Wisconsin,2202.2807983082585,7897.903278346891,1402.566842586987
68,Florida State,13,6,7,Louisville,1625.2839388510752,7887.881912413338,1554.7422118677594
69,Tulane,13,7,6,Houston,1462.5212391199202,7800.8807528818525,1596.6654613686271
70,Colorado,12,5,7,Washington,1900.2531850863106,7759.202712015549,1504.1578083215966
71,Nevada,13,7,6,San Diego State,1672.2843632904746,7632.12485658226,1304.1588866255752
72,Toledo,12,6,6,Brigham Young,1534.2681318381733,7560.337327793907,1192.567028578179
73,Central Michigan,14,8,6,Ball State,1380.4788665815308,7540.407298973881,1377.238278654345
74,Washington State,13,6,7,Oregon State,1573.022680394177,7489.603211533147,1565.9166409122008
75,Kent State,13,7,6,Buffalo,1567.01385363687,7405.33513204778,1498.1130940867304
76,Boston College,13,6,7,Virginia Tech,1608.9597999193868,7153.2118652675845,1524.527876756023
77,Liberty,13,8,5,Buffalo,1567.01385363687,7025.457205059932,1380.9998024364959
78,Southern Mississippi,13,7,6,Alabama-Birmingham,1383.6008857002203,6612.391713560285,1388.6950873437054
79,Charlotte,13,7,6,Marshall,1652.0659744015225,6542.755686144933,1386.183506180288
80,Oregon State,12,5,7,Arizona State,1728.661437102368,6488.930318685679,1573.022680394177
81,Syracuse,12,5,7,Wake Forest,1508.4792099445083,6431.259284378674,1444.183291220438
82,Nebraska,12,5,7,Illinois,1402.566842586987,6329.514359498997,1511.0199716027016
83,UCLA,12,4,8,Arizona State,1728.661437102368,6227.929292065055,1543.7367581607878
84,Texas Christian,12,5,7,Texas,1894.4163746946592,6220.04306405183,1562.4485683996886
85,Stanford,12,4,8,Washington,1900.2531850863106,6215.188948812144,1429.1934057288902
86,West Virginia,12,5,7,Kansas State,1781.54782317045,6074.925722492586,1437.066942580093
87,Eastern Michigan,13,6,7,Western Michigan,1426.5259385404793,5835.416918837558,1251.1663719369424
88,Tulsa,12,4,8,Central Florida,1948.8441661101817,5773.497394927799,1437.5532553251721
89,Duke,12,5,7,Virginia Tech,1608.9597999193868,5724.50279882074,1427.0197057403134
90,Louisiana-Monroe,12,5,7,Georgia State,1323.442787326282,5385.826032468367,1364.4157526457707
91,South Carolina,12,4,8,Georgia,2312.5929256064255,5321.419140399481,1532.3517501257647
92,Purdue,12,4,8,Nebraska,1511.0199716027016,5310.19682163407,1411.0327311317876
93,Ball State,12,5,7,Miami (OH),1473.0787516000162,5226.156267863005,1380.4788665815308
94,San Jose State,12,5,7,Fresno State,1202.1619106991704,5007.070166413854,1225.4663773819316
95,Florida International,14,6,8,Miami (FL),1458.5970577159108,4972.2274983084035,1262.1234844767705
96,Coastal Carolina,12,5,7,Troy,1342.6060086981834,4936.90427446135,1200.79955620868
97,Northern Illinois,12,5,7,Ohio,1471.2329269077306,4762.616938067375,1129.8283272526942
98,Arizona,13,4,9,UCLA,1543.7367581607878,4641.567375837436,1353.3478179535489
99,North Carolina State,12,4,8,Syracuse,1444.183291220438,4552.477788433062,1228.2243935070753
100,Fresno State,12,4,8,Hawaii,1626.7181991173761,4282.413593969384,1202.1619106991704
101,Troy,13,5,8,Georgia Southern,1432.5465492571782,4272.545909829549,1342.6060086981834
102,Georgia Tech,12,3,9,Miami (FL),1458.5970577159108,4022.3185798272716,1238.6013679947612
103,Army,13,5,8,Rice,1091.9165047018278,3946.357258533372,1179.1809090244026
104,Texas Tech,12,4,8,Oklahoma State,1767.2286198623444,3944.0015498778935,1414.5751171750578
105,Middle Tennessee State,12,4,8,Marshall,1652.0659744015225,3873.826450686025,1239.534928638669
106,Nevada-Las Vegas,12,4,8,Nevada,1304.1588866255752,3829.27960741414,1128.358811050959
107,South Florida,12,4,8,Brigham Young,1534.2681318381733,3646.053433990035,1335.4971286042853
108,Houston,12,4,8,Tulsa,1437.5532553251721,3594.83945093947,1462.5212391199202
109,North Texas,12,4,8,Middle Tennessee State,1239.534928638669,3420.9063321985395,1085.8559760227365
110,Colorado State,12,4,8,Fresno State,1202.1619106991704,3363.017301351121,1190.0747124952788
111,Vanderbilt,12,3,9,Missouri,1511.3159410958833,3274.0276893765936,1121.816875322359
