rank,team,games,wins,losses,best_win_name,best_win_rating,resume_score,team_elo
1,Alabama,15,14,1,Clemson,2409.3555487465223,24965.317324607873,2542.5864248482117
2,Clemson,15,14,1,Oklahoma,2208.8806259418075,21718.387806549483,2409.3555487465223
3,Michigan State,14,12,2,Ohio State,2375.0335505530597,20282.75069436102,2269.949352253833
4,Stanford,14,12,2,Notre Dame,2134.4668608801853,19757.91602684964,2250.463021305005
5,Ohio State,13,12,1,Michigan,2137.6449749482754,18751.05974420959,2375.0335505530597
6,Oklahoma,13,11,2,Texas Christian,2112.999595674596,18171.37375405877,2208.8806259418075
7,Houston,14,13,1,Florida State,2018.194647271626,17379.646971920145,2241.764663151957
8,Iowa,14,12,2,Northwestern,1916.196959288853,17002.78031946215,2075.6590620133215
9,Mississippi,13,10,3,Alabama,2542.5864248482117,16218.638791003317,2157.5222699420406
10,Utah,13,10,3,Michigan,2137.6449749482754,15996.307080211885,1909.1884910033039
11,Texas Christian,13,11,2,Baylor,2008.217252727235,15694.09934164282,2112.999595674596
12,Western Kentucky,14,12,2,South Florida,1732.651675062339,15450.326837458915,1926.2177391628013
13,Florida,14,10,4,Mississippi,2157.5222699420406,15399.942062929927,1946.2855960763857
14,Michigan,13,10,3,Florida,1946.2855960763857,15368.888903453299,2137.6449749482754
15,Notre Dame,13,10,3,Navy,2008.6223805551974,14957.442451320592,2134.4668608801853
16,Northwestern,13,10,3,Stanford,2250.463021305005,14571.316040710883,1916.196959288853
17,Louisiana State,12,9,3,Florida,1946.2855960763857,14432.851005573404,2034.0477614993067
18,Georgia,13,10,3,Auburn,1838.0919989005492,13819.20388953493,1937.799635643705
19,Toledo,12,10,2,Arkansas,1984.2052376442225,13783.5479919704,1919.11539314828
20,Navy,13,11,2,South Florida,1732.651675062339,13681.306556381714,2008.6223805551974
21,Oklahoma State,13,10,3,Texas Christian,2112.999595674596,13667.989410183216,1962.1811465010028
22,Wisconsin,13,10,3,Southern California,1905.2489870296727,13632.663673135796,1911.0855375627718
23,North Carolina,14,11,3,Pittsburgh,1732.5306736632267,13531.694006869418,1893.3563179175048
24,Oregon,13,9,4,Stanford,2250.463021305005,13385.397985141833,1974.4548952374812
25,Baylor,13,10,3,Oklahoma State,1962.1811465010028,13356.108312911265,2008.217252727235
26,Washington State,13,9,4,Oregon,1974.4548952374812,13215.667440756994,1777.4413018331043
27,Mississippi State,13,9,4,Arkansas,1984.2052376442225,13179.49276243196,1902.748405747537
28,Florida State,13,10,3,Florida,1946.2855960763857,13167.205642377274,2018.194647271626
29,Bowling Green,14,10,4,Western Michigan,1630.0185599926128,12891.505977615701,1664.0679462827447
30,Tennessee,13,9,4,Georgia,1937.799635643705,12876.311441379765,2077.812437792994
31,Arkansas,13,8,5,Mississippi,2157.5222699420406,12842.26660171867,1984.2052376442225
32,Southern California,14,8,6,Utah,1909.1884910033039,12538.216010891249,1905.2489870296727
33,Temple,14,10,4,Penn State,1738.2657148398591,12210.734424662305,1782.4131898239923
34,San Diego State,14,11,3,Cincinnati,1528.8018921959517,12135.960006409798,1709.8172742873355
35,Appalachian State,13,11,2,Georgia Southern,1625.1591184267327,12128.650988247824,1722.6465269831274
36,Brigham Young,13,9,4,Nebraska,1689.2703446319974,11929.949327746448,1749.2007988069818
37,UCLA,13,8,5,Utah,1909.1884910033039,11813.02611275264,1725.170096404087
38,Memphis,13,9,4,Mississippi,2157.5222699420406,11722.558414689742,1720.0272689715925
39,Texas A&M,13,8,5,Arkansas,1984.2052376442225,11521.584624229177,1763.8360506486242
40,West Virginia,13,8,5,Texas Tech,1726.7233442912197,11491.207913537759,1834.4884171149433
41,California,13,8,5,Washington,1813.074352551517,11372.45900046288,1757.879746158745
42,Marshall,13,10,3,Southern Mississippi,1550.7073948924792,10726.884712177009,1585.7670455565567
43,Boise State,13,9,4,Washington,1813.074352551517,10522.06891471512,1526.994909561627
44,Miami (FL),13,8,5,Pittsburgh,1732.5306736632267,10396.302730176509,1681.3078372285622
45,Pittsburgh,13,8,5,Louisville,1750.3762116104897,10389.847644079948,1732.5306736632267
46,Georgia Southern,13,9,4,Bowling Green,1664.0679462827447,10280.745171344917,1625.1591184267327
47,Louisville,13,8,5,Texas A&M,1763.8360506486242,9727.230308009188,1750.3762116104897
