rank,team,games,wins,losses,best_win_name,best_win_rating,resume_score,team_elo
32,Mississippi State,13,9,4,Florida,1792.4398366187204,11268.11277089091,1915.5543700914009
33,Iowa,13,8,5,Missouri,1958.4769053531254,11160.52695958901,1904.2705370327883
34,Navy,13,9,4,Notre Dame,1899.021763110652,10954.805052384,1694.9015630592376
35,Texas Tech,13,8,5,Missouri,1958.4769053531254,10790.98045380377,1693.0739360924658
36,Miami (OH),14,10,4,Northern Illinois,1645.35820023129,10472.72367941497,1450.348062980997
37,Florida,13,8,5,Penn State,1637.6722788640166,10459.65351165745,1792.4398366187204
38,San Diego State,13,9,4,Air Force,1813.1064622933823,10387.148591772162,1804.3989381092688
39,Air Force,13,9,4,Navy,1694.9015630592376,10386.259113295557,1813.1064622933823
40,North Carolina,13,8,5,Florida State,1968.4317689188058,10113.659269337539,1624.8638358535775
41,Pittsburgh,13,8,5,South Florida,1578.8599887660027,10024.508681089326,1665.1858465061716
42,Arizona,13,7,6,Iowa,1904.2705370327883,9708.944357456196,1790.1369134309527
43,Connecticut,13,8,5,West Virginia,1729.3717176741486,9664.828189083868,1558.236950711801
44,South Florida,13,8,5,Miami (FL),1672.5896557195492,9349.708588859148,1578.8599887660027
45,Miami (FL),13,7,6,Pittsburgh,1665.1858465061716,9334.48269315332,1672.5896557195492
46,Illinois,13,7,6,Northern Illinois,1645.35820023129,9156.919438362187,1729.4516395735066
47,Southern Mississippi,13,8,5,Central Florida,1715.28045317741,9128.723187978783,1597.8430211874477
48,Southern Methodist,14,7,7,Tulsa,1811.8522492415595,9042.965801842558,1350.4260754136355
49,Michigan,13,7,6,Notre Dame,1899.021763110652,8984.520861159655,1634.11273172561
50,Fresno State,13,8,5,Illinois,1729.4516395735066,8909.734519431273,1463.3402046967362
51,Brigham Young,13,7,6,San Diego State,1804.3989381092688,8872.871292226124,1559.0026309573097
52,Toledo,13,8,5,Purdue,1317.0747151708917,8731.567131459122,1420.0169843447763
53,Kansas State,13,7,6,Central Florida,1715.28045317741,8689.952811832432,1571.9602092005491
54,Boston College,13,7,6,Clemson,1567.755875613417,8599.0504220679,1619.7499791683017
55,Colorado,13,6,7,Hawaii,1671.145695698552,8542.23583383323,1586.999886349855
56,Syracuse,13,8,5,West Virginia,1729.3717176741486,8505.787312613613,1451.7962479888104
57,Penn State,13,7,6,Michigan,1634.11273172561,8485.234279139007,1637.6722788640166
58,Oregon State,12,5,7,Arizona,1790.1369134309527,8440.326218034801,1761.8732031865811
59,East Carolina,13,6,7,North Carolina State,1818.3814611418495,8433.262761124739,1261.338544207436
60,Troy,13,8,5,Ohio,1259.8481670365297,8313.958244874379,1367.0007471385777
61,Louisville,13,7,6,Southern Mississippi,1597.8430211874477,8047.805766283848,1523.186291429353
62,Northwestern,13,7,6,Iowa,1904.2705370327883,8047.236608048757,1449.7904588857048
63,Florida International,13,7,6,Toledo,1420.0169843447763,7964.814355928378,1369.2753567562381
64,Baylor,13,7,6,Colorado,1586.999886349855,7920.697783299833,1590.40185352145
65,Clemson,13,6,7,North Carolina State,1818.3814611418495,7888.232882264589,1567.755875613417
66,Temple,12,8,4,Connecticut,1558.236950711801,7621.227063121178,1347.5252078648732
67,Army,13,7,6,Southern Methodist,1350.4260754136355,7377.97657627399,1394.5224699493767
68,Arizona State,12,6,6,Arizona,1790.1369134309527,7212.332174934294,1688.8359095491533
69,Georgia,14,6,8,Tennessee,1534.9946098282512,6962.447483193302,1601.8355063912038
70,Texas,12,5,7,Nebraska,1920.5754534023777,6944.006311964177,1466.7000632228878
71,Ohio,13,8,5,Miami (OH),1450.348062980997,6941.215377742194,1259.8481670365297
72,California,12,5,7,Arizona State,1688.8359095491533,6896.601323695527,1661.9677110512027
73,Kentucky,13,6,7,South Carolina,1955.7996221152544,6880.358877445007,1380.5821122104553
74,Georgia Tech,13,6,7,North Carolina,1624.8638358535775,6600.79127582658,1420.1040760492672
75,Iowa State,12,5,7,Texas Tech,1693.0739360924658,6258.052636187512,1541.5614562443075
76,Tennessee,13,6,7,Kentucky,1380.5821122104553,5979.683235564085,1534.9946098282512
77,Idaho,13,6,7,Western Michigan,1283.3928499014078,5943.617396991226,1362.8583868827334
78,Middle Tennessee State,13,6,7,Florida International,1369.2753567562381,5919.217489376097,1116.879278367163
79,UCLA,12,4,8,Oregon State,1761.8732031865811,5884.107649435157,1465.4157668624766
80,Marshall,12,5,7,Ohio,1259.8481670365297,5502.084943257178,1224.2970723270046
81,Western Michigan,12,6,6,Kent State,1206.7797896253146,5293.340817178606,1283.3928499014078
82,Texas-El Paso,13,6,7,Southern Methodist,1350.4260754136355,5286.680209135603,1158.6251800423997
83,Alabama-Birmingham,12,4,8,Southern Mississippi,1597.8430211874477,4990.543075679817,1113.8148299154857
84,Louisiana-Monroe,12,5,7,Troy,1367.0007471385777,4967.250935499455,1157.3843609803791
85,Mississippi,12,4,8,Fresno State,1463.3402046967362,4809.144790228025,1345.3477819409586
86,Rice,12,4,8,Houston,1351.6110330632803,4773.277369676261,1225.017117237294
87,Minnesota,12,3,9,Iowa,1904.2705370327883,4750.601454973458,1329.7675901876112
88,Houston,12,5,7,Southern Methodist,1350.4260754136355,4658.081106578504,1351.6110330632803
89,Rutgers,12,4,8,Connecticut,1558.236950711801,4500.468262457413,1188.4854649606516
90,Louisiana Tech,12,5,7,Idaho,1362.8583868827334,4414.244315307216,1414.9238684822662
91,Cincinnati,12,4,8,Louisville,1523.186291429353,4340.642993985352,1351.3373780336335
92,Indiana,12,5,7,Purdue,1317.0747151708917,4332.510893900502,1336.6589311907894
93,Arkansas State,12,4,8,Louisiana-Monroe,1157.3843609803791,4278.128792756255,1202.2295606059952
94,Tulane,12,4,8,Rice,1225.017117237294,4259.3428911933825,1102.7226389513708
95,Florida Atlantic,13,4,9,Florida International,1369.2753567562381,4254.759927040314,957.3521909186537
96,Kent State,12,5,7,Ohio,1259.8481670365297,4050.6361365055427,1206.7797896253146
97,Utah State,12,4,8,Brigham Young,1559.0026309573097,3888.519139460053,1211.061955607497
98,Purdue,12,4,8,Northwestern,1449.7904588857048,3888.376761566824,1317.0747151708917
99,Kansas,12,3,9,Colorado,1586.999886349855,3862.2359814240576,1272.9059051640863
100,Louisiana,12,3,9,Arkansas State,1202.2295606059952,3406.1268840764333,862.4998343694624
101,Virginia,12,4,8,Miami (FL),1672.5896557195492,3311.9185896900985,1196.1051699978652
102,Colorado State,13,3,10,Idaho,1362.8583868827334,3274.6031364791274,1077.8664831493086
103,Wyoming,12,3,9,Toledo,1420.0169843447763,3114.6972982742363,1147.9876143133856
104,Duke,12,3,9,Navy,1694.9015630592376,3071.5439466775133,1211.8508872416612
105,North Texas,12,3,9,Middle Tennessee State,1116.879278367163,2983.401375284944,1046.512962490059
106,Wake Forest,12,3,9,Duke,1211.8508872416612,2972.601835785048,1271.0455193450273
107,Ball State,12,4,8,Central Michigan,977.8587021616664,2496.5253258636053,927.4873801722624
108,Central Michigan,12,3,9,Western Michigan,1283.3928499014078,2259.2304199809582,977.8587021616664
109,Bowling Green,12,2,10,Marshall,1224.2970723270046,2202.155774488671,959.4663450873884
110,Vanderbilt,12,2,10,Mississippi,1345.3477819409586,2145.0069642446206,1093.39156863312
111,Western Kentucky,12,2,10,Arkansas State,1202.2295606059952,2064.7293949754576,909.16990599912765
112,James Madison,1,1,0,Virginia Tech,2030.1722417752346,2030.1722417752346,607.1375038541934
113,Nevada-Las Vegas,13,2,11,Wyoming,1147.9876143133856,1957.5449232743013,1102.1874406354784
114,Washington State,12,2,10,Oregon State,1761.8732031865811,1947.365749513745,1303.9233499624077
115,New Mexico State,12,2,10,New Mexico,809.5573089609156,1613.0665163359768,855.1320190249356
116,Eastern Michigan,12,2,10,Ball State,927.4873801722624,1544.2174955346077,799.6591823036619
117,Jacksonville State,1,1,0,Mississippi,1345.3477819409586,1345.3477819409586,349.54052190427205
118,South Dakota,2,1,1,Minnesota,1329.7675901876112,1329.7675901876112,1076.084766610357
119,North Dakota State,1,1,0,Kansas,1272.9059051640863,1272.9059051640863,510.4416510524003
120,New Mexico,12,1,11,Wyoming,1147.9876143133856,1147.9876143133856,809.5573089609156
121,Memphis,12,1,11,Middle Tennessee State,1116.879278367163,1116.879278367163,867.0741273113917
122,Buffalo,12,2,10,Bowling Green,959.4663450873884,1115.442994747606,616.7301153623454
123,Liberty,1,1,0,Ball State,927.4873801722624,927.4873801722624,555.4498273897583
124,California-Davis,2,1,1,San Jose State,803.509207375061,803.509207375061,851.4264109716339
125,Gardner-Webb,1,1,0,Akron,724.6003752619579,724.6003752619579,344.08609021801914
126,San Jose State,13,1,12,Southern Utah,616.8138307801514,616.8138307801514,803.509207375061
127,Akron,12,1,11,Buffalo,616.7301153623454,616.7301153623454,724.6003752619579
128,Alcorn State,1,0,1,NA,NA,0,181.2948117138024
129,Appalachian State,1,0,1,NA,NA,0,181.9693839834035
130,Arkansas-Pine Bluff,1,0,1,NA,NA,0,179.47356118743062
131,Austin Peay,2,0,2,NA,NA,0,663.5358403522345
132,Cal Poly,1,0,1,NA,NA,0,181.46006445163982
133,Central Arkansas,1,0,1,NA,NA,0,180.61093134816724
134,Charleston Southern,2,0,2,NA,NA,0,674.211114006194
135,Chattanooga,1,0,1,NA,NA,0,184.9595095318908
136,Citadel,1,0,1,NA,NA,0,181.10168118717718
137,Coastal Carolina,1,0,1,NA,NA,0,180.75426726015414
138,Colgate,1,0,1,NA,NA,0,180.66451018374053
139,Eastern Illinois,1,0,1,NA,NA,0,180.89160514278825
140,Eastern Kentucky,1,0,1,NA,NA,0,182.14039351775136
141,Eastern Washington,1,0,1,NA,NA,0,181.30164727904213
142,Elon,1,0,1,NA,NA,0,180.5372136204105
143,Florida A&M,1,0,1,NA,NA,0,179.89268856110596
144,Furman,1,0,1,NA,NA,0,183.15379006095964
145,Georgia Southern,1,0,1,NA,NA,0,183.43854910794298
146,Georgia State,1,0,1,NA,NA,0,184.27796489115815
147,Grambling State,1,0,1,NA,NA,0,181.68274641698943
148,Hampton,1,0,1,NA,NA,0,176.1783877758885
149,Idaho State,2,0,2,NA,NA,0,670.875282102746
150,Illinois State,1,0,1,NA,NA,0,180.27216160548804
151,Indiana State,1,0,1,NA,NA,0,178.6231746143505
152,Maine,1,0,1,NA,NA,0,180.50766853292996
153,Massachusetts,1,0,1,NA,NA,0,184.6105163146272
154,McNeese State,2,0,2,NA,NA,0,712.5297476599741
155,Missouri State,1,0,1,NA,NA,0,181.57620467120609
156,Montana State,1,0,1,NA,NA,0,185.4925463271639
157,Morgan State,1,0,1,NA,NA,0,179.94768371631903
158,Murray State,1,0,1,NA,NA,0,179.233868947404
159,New Hampshire,1,0,1,NA,NA,0,180.9858409441813
160,Nicholls State,2,0,2,NA,NA,0,675.3477447280208
161,Norfolk State,1,0,1,NA,NA,0,178.43348503999735
162,North Dakota,2,0,2,NA,NA,0,688.333924446846
163,Northern Arizona,1,0,1,NA,NA,0,182.2648809030195
164,Northern Colorado,1,0,1,NA,NA,0,182.89100431600656
165,Northern Iowa,1,0,1,NA,NA,0,180.0145314767827
166,Northwestern State,1,0,1,NA,NA,0,180.1295262212785
167,Portland State,2,0,2,NA,NA,0,698.3429367600705
168,Prairie View A&M,1,0,1,NA,NA,0,179.90808950197382
169,Presbyterian,2,0,2,NA,NA,0,667.3593799102666
170,Rhode Island,1,0,1,NA,NA,0,155.97664966021773
171,Richmond,1,0,1,NA,NA,0,179.64471141860133
172,Sacramento State,1,0,1,NA,NA,0,180.7256780121805
173,Sam Houston,1,0,1,NA,NA,0,180.38448676281516
174,Samford,1,0,1,NA,NA,0,179.87841946223273
175,South Carolina State,1,0,1,NA,NA,0,180.04658502128632
176,South Dakota State,1,0,1,NA,NA,0,184.31810758470925
177,Southeast Missouri State,1,0,1,NA,NA,0,177.33613307763557
178,Southeastern Louisiana,2,0,2,NA,NA,0,687.2151289530372
179,Southern Illinois,1,0,1,NA,NA,0,179.9630004980454
180,Southern Utah,2,0,2,NA,NA,0,616.8138307801514
181,Stephen F. Austin,1,0,1,NA,NA,0,180.3295928820699
182,Stony Brook,1,0,1,NA,NA,0,179.831826184763
183,Tennessee Tech,2,0,2,NA,NA,0,698.3657858495108
184,Tennessee-Martin,1,0,1,NA,NA,0,179.47281555267395
185,Texas Southern,1,0,1,NA,NA,0,178.1553261196365
186,Texas State,1,0,1,NA,NA,0,179.2330848597059
187,Towson,1,0,1,NA,NA,0,179.43633686252971
188,Villanova,1,0,1,NA,NA,0,183.03231496132693
189,Virginia Military Institute,2,0,2,NA,NA,0,660.025040248286
190,Weber State,2,0,2,NA,NA,0,693.7169322558027
191,Western Carolina,1,0,1,NA,NA,0,180.27720641857937
192,Western Illinois,1,0,1,NA,NA,0,181.33133232124575
193,William & Mary,1,0,1,NA,NA,0,184.69694856945188
194,Wofford,1,0,1,NA,NA,0,180.38625451150693
195,Youngstown State,1,0,1,NA,NA,0,180.599569659104
