rank,team,games,wins,losses,best_win_name,best_win_rating,resume_score,team_elo
1,Auburn,15,15,0,Oregon,2409.0104617288366,25223.612816725876,2601.3820779172916
2,Oklahoma,14,12,2,Oklahoma State,2041.86095628769,19743.348120686154,2114.1146412836265
3,Texas Christian,13,13,0,Wisconsin,2107.855810369929,18652.2819919985,2356.247252176542
4,Stanford,13,12,1,Virginia Tech,2030.1722417752346,18601.565775875377,2295.7250788645842
5,Oregon,13,12,1,Stanford,2295.7250788645842,18559.2205080461,2409.0104617288366
6,Ohio State,13,12,1,Arkansas,2200.7171161102438,18046.119617242202,2178.362364531059
7,Louisiana State,13,11,2,Alabama,2171.5530588105944,17080.076438381322,2219.2842363647383
8,Boise State,13,12,1,Virginia Tech,2030.1722417752346,16971.273766626105,2175.685148420752
9,Oklahoma State,13,11,2,Texas A&M,2002.645550290199,16733.1006116346,2041.86095628769
10,Nevada,14,13,1,Boise State,2175.685148420752,16488.586682730624,2033.5262930820786
11,Michigan State,14,12,2,Wisconsin,2107.855810369929,16485.735223942644,1943.6656708961098
12,Virginia Tech,14,11,3,Florida State,1968.4317689188058,16042.319599805009,2030.1722417752346
13,Missouri,13,10,3,Oklahoma,2114.1146412836265,15786.916036856372,1958.4769053531254
14,Wisconsin,13,11,2,Ohio State,2178.362364531059,15408.105726636382,2107.855810369929
15,Arkansas,13,10,3,Louisiana State,2219.2842363647383,15148.233962699163,2200.7171161102438
16,Alabama,13,10,3,Arkansas,2200.7171161102438,14570.02972385758,2171.5530588105944
17,Florida State,14,10,4,South Carolina,1955.7996221152544,14479.196192325795,1968.4317689188058
18,Central Florida,15,12,3,Georgia,1601.8355063912038,14392.78733318201,1715.28045317741
19,Nebraska,14,10,4,Oklahoma State,2041.86095628769,14202.360046081552,1920.5754534023777
20,Utah,13,10,3,Air Force,1813.1064622933823,13324.363388544589,1829.252385238344
21,Texas A&M,13,9,4,Oklahoma,2114.1146412836265,13022.30067080747,2002.645550290199
22,South Carolina,15,9,6,Alabama,2171.5530588105944,12909.96801428229,1955.7996221152544
23,North Carolina State,13,9,4,Florida State,1968.4317689188058,12880.461934638752,1818.3814611418495
24,Notre Dame,13,8,5,Utah,1829.252385238344,12557.967294228183,1899.021763110652
25,Hawaii,14,10,4,Nevada,2033.5262930820786,12315.272959742355,1671.145695698552
26,Southern California,13,8,5,Arizona,1790.1369134309527,12107.298106740222,1776.1993925741394
27,Tulsa,13,10,3,Notre Dame,1899.021763110652,12013.137853037942,1811.8522492415595
28,Maryland,13,9,4,North Carolina State,1818.3814611418495,11622.596164633935,1664.8294833281197
29,Northern Illinois,14,11,3,Fresno State,1463.3402046967362,11578.712516704145,1645.35820023129
30,West Virginia,13,9,4,Pittsburgh,1665.1858465061716,11479.12323324657,1729.3717176741486
31,Washington,13,7,6,Nebraska,1920.5754534023777,11341.751125027997,1772.2483270153675
