rank,team,games,wins,losses,best_win_name,best_win_rating,resume_score,team_elo
1,Louisiana State,14,12,2,Virginia Tech,2047.293999142676,19782.593680986694,2230.2194941567254
2,Georgia,13,11,2,Florida,1976.9635207826816,17853.11043501824,2139.4964851495233
3,Missouri,14,12,2,Kansas,2094.4569312214135,17623.4263690162,2091.7388569612467
4,West Virginia,13,11,2,Oklahoma,2059.5957533697683,17502.786185891327,2135.185522531183
5,Southern California,13,11,2,Oregon State,1894.8944671967959,17420.760569928072,2176.994323749632
6,Oklahoma,14,11,3,Missouri,2091.7388569612467,16662.32175923629,2059.5957533697683
7,Kansas,13,12,1,Virginia Tech,2047.293999142676,16250.790045392256,2094.4569312214135
8,Tennessee,14,10,4,Georgia,2139.4964851495233,16135.462626660727,1926.3254249593535
9,Boston College,14,11,3,Virginia Tech,2047.293999142676,16008.526005504555,1866.9068719054305
10,Arizona State,13,10,3,Oregon State,1894.8944671967959,15557.065857855814,1853.4528866933608
11,Virginia Tech,14,11,3,Boston College,1866.9068719054305,15519.202121573591,2047.293999142676
12,Oregon,13,9,4,Southern California,2176.994323749632,15348.819858764939,1905.2598875455842
13,Brigham Young,13,11,2,Arizona,1744.7133972171862,15072.966062184925,1900.3902323358554
14,Ohio State,13,11,2,Michigan,1874.355536352983,15017.251736233946,2032.7819579733311
15,Texas,13,10,3,Arizona State,1853.4528866933608,14632.216025485173,1856.9153571029065
16,Florida,13,9,4,Tennessee,1926.3254249593535,14311.945899990083,1976.9635207826816
17,Michigan,13,9,4,Florida,1976.9635207826816,13974.24601015638,1874.355536352983
18,Virginia,13,9,4,Wake Forest,1845.785116587853,13602.98931509823,1668.3493032408508
19,Oregon State,13,9,4,Oregon,1905.2598875455842,13451.733510559721,1894.8944671967959
20,Cincinnati,13,10,3,Oregon State,1894.8944671967959,13429.82665140335,1931.7626253808082
21,South Florida,13,9,4,West Virginia,2135.185522531183,13218.991182219768,1798.1136544674137
22,Wake Forest,13,9,4,Connecticut,1744.605641767331,13199.11549964227,1845.785116587853
