rank,team,games,wins,losses,best_win_name,best_win_rating,resume_score,team_elo
1,Ohio State,16,14,2,Oregon,2403.4340692534615,25239.01916753581,2603.573855892091
2,Notre Dame,16,14,2,Penn State,2297.604054257528,24054.403375718626,2399.04436950444
3,Oregon,14,13,1,Ohio State,2603.573855892091,22167.403899854467,2403.4340692534615
4,Texas,16,13,3,Arizona State,1962.8709443940265,21681.970902813424,2189.300729582397
5,Penn State,16,13,3,Boise State,2071.376442670551,20881.524471992998,2297.604054257528
6,Georgia,14,11,3,Texas,2189.300729582397,17631.037470372285,2153.9382161248895
7,Arizona State,14,11,3,Brigham Young,1999.9656229267364,16830.39023688613,1962.8709443940265
8,Iowa State,14,11,3,Miami (FL),1937.721950840391,16470.772704083567,1862.1195821333276
9,Southern Methodist,14,11,3,Louisville,1932.7442127230768,15826.835549610822,2002.5267995413278
10,Brigham Young,13,11,2,Southern Methodist,2002.5267995413278,15693.891850261507,1999.9656229267364
11,Indiana,13,11,2,Michigan,1953.8302481283638,15628.226882512687,2144.2229578502847
12,Boise State,14,12,2,Nevada-Las Vegas,1825.2701094659772,15294.39786414605,2071.376442670551
13,Syracuse,13,10,3,Miami (FL),1937.721950840391,15142.034999987176,1859.9828377635013
14,Louisiana State,13,9,4,Mississippi,2099.5299377990555,15017.920028822675,1940.6641896249314
15,Illinois,13,10,3,South Carolina,2035.6494350820753,14790.672217706502,2034.857837487628
16,Miami (FL),13,10,3,Florida,1945.6790542288536,14516.371925293739,1937.721950840391
17,Missouri,13,10,3,Iowa,1850.2018908161704,14436.246222261168,1860.3702507917624
18,Mississippi,13,10,3,Georgia,2153.9382161248895,14367.27908248966,2099.5299377990555
19,Army,14,12,2,Tulane,1685.335447158103,14121.364522285388,1815.3207225551082
20,Michigan,13,8,5,Ohio State,2603.573855892091,14085.881678008687,1953.8302481283638
21,Alabama,13,9,4,Georgia,2153.9382161248895,14043.218240910443,1905.390307981961
22,Tennessee,13,10,3,Florida,1945.6790542288536,13755.853341912936,1987.4465951772331
23,Kansas State,13,9,4,Colorado,1766.051420775879,13699.998291863958,1778.4061175454842
24,Clemson,14,10,4,Southern Methodist,2002.5267995413278,13637.857046594283,1905.285995517103
25,South Carolina,13,9,4,Clemson,1905.285995517103,13581.132782371882,2035.6494350820753
26,Memphis,13,11,2,Tulane,1685.335447158103,13393.119752117216,1782.0561561183567
27,Navy,13,10,3,Army,1815.3207225551082,13342.809591948166,1801.3100167556001
28,Louisville,13,9,4,Clemson,1905.285995517103,13286.509377814891,1932.7442127230768
29,Nevada-Las Vegas,14,11,3,Kansas,1758.2318714049145,12981.177138810894,1825.2701094659772
30,Ohio,14,11,3,Miami (OH),1569.6856120474836,12506.419123200898,1685.0048253689142
31,Colorado,13,9,4,Baylor,1810.6489226068552,12162.935496212822,1766.051420775879
32,Texas Christian,13,9,4,Kansas,1758.2318714049145,12158.25731005934,1784.7321386696126
33,Marshall,13,10,3,Louisiana,1595.6156795601835,12127.795558956077,1820.9870542921526
34,Southern California,13,7,6,Louisiana State,1940.6641896249314,11745.752808575155,1891.3758165993481
35,Tulane,14,9,5,Navy,1801.3100167556001,11699.439343525954,1685.335447158103
36,Sam Houston,13,10,3,Texas State,1560.3565604907224,11585.644857071096,1438.1583366415196
37,Minnesota,13,8,5,Illinois,2034.857837487628,11564.415438619879,1890.6746217752002
38,Iowa,13,8,5,Minnesota,1890.6746217752002,11493.481509813553,1850.2018908161704
39,Louisiana,14,10,4,Texas State,1560.3565604907224,11468.451343253555,1595.6156795601835
40,Duke,13,9,4,Virginia Tech,1710.6737137349646,11251.28996615343,1724.6937149789508
41,Florida,13,8,5,Mississippi,2099.5299377990555,11239.174791826092,1945.6790542288536
42,Texas Tech,13,8,5,Arizona State,1962.8709443940265,11102.258325166253,1646.356986863909
43,Texas A&M,13,8,5,Florida,1945.6790542288536,11052.15371380596,1887.0498990393733
44,Baylor,13,8,5,Texas Christian,1784.7321386696126,10839.729679406288,1810.6489226068552
45,James Madison,13,9,4,Old Dominion,1527.031960541585,10684.592980491512,1538.3678176967053
46,Miami (OH),14,9,5,Ohio,1685.0048253689142,10499.268788865382,1569.6856120474836
47,Connecticut,13,9,4,Buffalo,1477.0909325192645,10342.71349421461,1576.4434783487936
48,Northern Illinois,13,8,5,Notre Dame,2399.04436950444,10135.206641473986,1458.6149815175052
49,Vanderbilt,13,7,6,Alabama,1905.390307981961,10080.739771105274,1765.52115494358
50,Washington State,13,8,5,Washington,1803.4584933466508,10078.059620077798,1555.5853601319934
51,Georgia Southern,13,8,5,Marshall,1820.9870542921526,9996.599355669394,1519.7009190805456
