rank,team,rating,record,best_win,best_win_elo
1,Colgate,1522.6,13-9,Siena,1557.8
2,American,1520.5,13-9,Penn,1603.5
3,Navy,1514.6,16-6,Presbyterian,1308.5
4,Bucknell,1231.1,6-16,Delaware,1280.3
5,Holy Cross,1220.4,8-14,American,1520.5
6,Boston U,1213.5,8-14,Harvard,1412.7
7,Lehigh,1166.3,9-13,Colgate,1522.6
8,Army,1146.7,9-13,UMBC,1352.6
9,Lafayette,1125.5,6-16,Mercyhurst,1258.8
10,Loyola MD,1088.8,8-14,American,1520.5
