season,rank,team,rating,wins,losses,best_win_name,best_win_elo
2003,1,Arizona,2482.791517107441,28,4,Texas,2326.1945495304703
2003,2,Duke,2364.6457710818495,26,7,Wake Forest,2288.9275083207135
2003,3,Kentucky,2362.284908534443,32,4,Notre Dame,2319.6370273398893
2003,4,Pitt,2360.0086876794994,28,5,Notre Dame,2319.6370273398893
2003,5,Louisville,2341.6183233980587,25,7,Kentucky,2362.284908534443
2003,6,Texas,2326.1945495304703,26,7,Oklahoma,2252.868686929396
2003,7,Notre Dame,2319.6370273398893,24,10,Pitt,2360.0086876794994
2003,8,Syracuse,2317.4231859814336,30,5,Pitt,2360.0086876794994
2003,9,Florida,2296.797615304868,25,8,Kansas,2248.0972572281626
2003,10,Wake Forest,2288.9275083207135,25,6,Duke,2364.6457710818495
2003,11,Marquette,2278.162118063708,27,6,Kentucky,2362.284908534443
2003,12,Illinois,2255.4844727281825,25,7,Wisconsin,2179.1650840554667
2003,13,Oklahoma,2252.868686929396,27,7,Kansas,2248.0972572281626
2003,14,Kansas,2248.0972572281626,30,8,Arizona,2482.791517107441
2003,15,Georgia,2228.618617537347,19,8,Pitt,2360.0086876794994
2003,16,Oklahoma St,2209.9454564027496,22,10,Texas,2326.1945495304703
2003,17,Creighton,2208.370914952419,29,5,Notre Dame,2319.6370273398893
2003,18,California,2181.118874363983,22,9,Stanford,2111.6135779989054
2003,19,Wisconsin,2179.1650840554667,24,8,Illinois,2255.4844727281825
2003,20,Missouri,2173.400325229572,22,11,Oklahoma,2252.868686929396
2003,21,Xavier,2173.240600553834,26,6,Creighton,2208.370914952419
2003,22,Memphis,2172.7923121434924,23,7,Louisville,2341.6183233980587
2003,23,Mississippi St,2166.079689019219,21,10,Oklahoma,2252.868686929396
2003,24,Maryland,2163.777518382271,21,10,Duke,2364.6457710818495
2003,25,Alabama,2163.151015770926,17,12,Oklahoma,2252.868686929396
2003,26,Saint Joseph's,2155.6633898416676,23,7,Gonzaga,2146.7965004135026
2003,27,UConn,2148.749843198798,23,10,Notre Dame,2319.6370273398893
2003,28,Gonzaga,2146.7965004135026,24,9,Utah,2108.172318571484
2003,29,Indiana,2145.3680278581487,21,13,Illinois,2255.4844727281825
2003,30,Butler,2127.759793893575,27,6,Louisville,2341.6183233980587
2003,31,Dayton,2123.018577236018,25,6,Marquette,2278.162118063708
2003,32,BYU,2117.9764680009825,23,9,Arizona St,2089.306697128792
2003,33,Stanford,2111.6135779989054,24,9,Arizona,2482.791517107441
2003,34,Alaska,2108.7831794721055,3,0,Weber St,1939.6825199450477
2003,35,Utah,2108.172318571484,25,8,Alabama,2163.151015770926
2003,36,Oregon,2107.784315035416,23,10,Kansas,2248.0972572281626
2003,37,Purdue,2106.6402411007903,19,11,Louisville,2341.6183233980587
2003,38,Arizona St,2089.306697128792,20,12,California,2181.118874363983
2003,39,Cincinnati,2081.35437282401,17,12,Louisville,2341.6183233980587
2003,40,North Carolina,2079.9221884595904,19,17,Duke,2364.6457710818495
2003,41,Georgia Tech,2073.3797314434023,17,15,Georgia,2228.618617537347
2003,42,Texas Tech,2072.4140582730415,22,13,Texas,2326.1945495304703
2003,43,Michigan St,2070.0783181281718,22,13,Kentucky,2362.284908534443
2003,44,LSU,2058.442049999301,21,11,Arizona,2482.791517107441
2003,45,DePaul,2054.1726747728953,16,13,Louisville,2341.6183233980587
2003,46,Colorado,2035.8092113740802,20,12,Texas,2326.1945495304703
2003,47,S Illinois,2027.5249227528511,24,7,Creighton,2208.370914952419
2003,48,Virginia,2024.4965443502897,17,16,Kentucky,2362.284908534443
2003,49,Auburn,2019.7276783170291,22,12,Wake Forest,2288.9275083207135
2003,50,Tulsa,2016.0040523055493,23,10,Dayton,2123.018577236018
2003,51,NC State,2013.2745886639136,18,13,Duke,2364.6457710818495
2003,52,Villanova,2006.6529025751356,15,16,UConn,2148.749843198798
2003,53,UNLV,1998.6435834383874,21,11,BYU,2117.9764680009825
2003,54,Manhattan,1995.8322104327322,23,7,St John's,1948.220720885795
2003,55,Boston College,1992.3392541647568,20,12,UConn,2148.749843198798
2003,56,Georgetown,1971.054908093334,20,15,North Carolina,2079.9221884595904
2003,57,Providence,1970.369791296386,18,14,UConn,2148.749843198798
2003,58,Penn,1969.5620550757808,22,6,Villanova,2006.6529025751356
2003,59,Fresno St,1965.7918854864804,20,8,Tulsa,2016.0040523055493
2003,60,Tennessee,1965.3616415439074,17,12,Florida,2296.797615304868
2003,61,Clemson,1964.8067254053158,15,13,Cincinnati,2081.35437282401
2003,62,Ohio State,1962.8593964861443,17,15,Wisconsin,2179.1650840554667
2003,63,Iowa State,1961.3094186488572,17,15,Missouri,2173.400325229572
2003,64,Florida St,1960.5475494890072,14,15,Duke,2364.6457710818495
2003,65,Kent State,1954.9849242580801,21,10,Boston College,1992.3392541647568
2003,66,Ole Miss,1948.565493614257,14,15,Alabama,2163.151015770926
2003,67,St John's,1948.220720885795,21,14,Duke,2364.6457710818495
2003,68,W Michigan,1946.3704421569184,21,11,Auburn,2019.7276783170291
2003,69,Seton Hall,1946.1353652653577,17,13,Pitt,2360.0086876794994
2003,70,Wyoming,1945.552862027325,21,11,Texas Tech,2072.4140582730415
2003,71,Weber St,1939.6825199450477,26,6,BYU,2117.9764680009825
2003,72,Milwaukee,1934.7489566756153,24,8,Butler,2127.759793893575
2003,73,Minnesota,1925.1151297164236,19,15,Georgia,2228.618617537347
2003,74,Western KY,1924.8210796240846,24,9,Auburn,2019.7276783170291
2003,75,C Michigan,1922.7953561067425,25,7,Creighton,2208.370914952419
2003,76,South Carolina,1920.861903787826,12,16,Tennessee,1965.3616415439074
2003,77,Charleston,1917.5586842486746,25,8,Oklahoma St,2209.9454564027496
2003,78,Vanderbilt,1916.5793996844427,11,18,Georgia,2228.618617537347
2003,79,Louisiana,1908.6824335224828,20,10,Mississippi St,2166.079689019219
2003,80,Kansas St,1906.7638053890107,13,17,Texas Tech,2072.4140582730415
2003,81,UAB,1903.8251676028956,21,13,Marquette,2278.162118063708
2003,82,Rice,1891.2776796877451,19,10,Colorado,2035.8092113740802
2003,83,Iowa,1887.3736217613357,18,15,Illinois,2255.4844727281825
2003,84,Texas A&M,1887.094815915441,14,14,Missouri,2173.400325229572
2003,85,UIC,1883.7884378044337,21,9,S Illinois,2027.5249227528511
2003,86,Richmond,1883.4113017486964,15,14,Xavier,2173.240600553834
2003,87,St Bonaventure,1874.449977719559,13,16,Kent State,1954.9849242580801
2003,88,Holy Cross,1871.8511247878407,26,5,Boston College,1992.3392541647568
