season,rank,team,league,elo,wins,draws,losses,games,best_win_name,best_win_elo
2019,35,Ajaccio,FRA 2nd,1627.07423000017,15,7,6,28,Lorient,1627.41399534676
2019,39,Clermont,FRA 2nd,1617.75861311979,14,8,6,28,Lorient,1649.67208981688
2019,41,Lorient,FRA 2nd,1616.68568105225,17,3,8,28,Clermont,1620.75114702776
2019,46,Lens,FRA 2nd,1604.08360480185,15,8,5,28,Ajaccio,1636.29190312987
2019,54,Troyes,FRA 2nd,1584.71850130621,16,3,9,28,Lorient,1645.37063188608
2019,63,Le Havre,FRA 2nd,1570.25234289557,11,11,6,28,Lens,1621.76114471886
2019,73,Valenciennes,FRA 2nd,1549.32254851775,11,9,8,28,Lorient,1658.02987839621
2019,98,Caen,FRA 2nd,1522.25350589631,8,10,10,28,Ajaccio,1631.07661900498
2019,112,Guingamp,FRA 2nd,1515.99427939356,10,9,9,28,Lorient,1664.0679713214
2019,129,Auxerre,FRA 2nd,1497.10945341137,8,10,10,28,Ajaccio,1626.08761035245
2019,144,Nancy,FRA 2nd,1484.73485639686,6,16,6,28,Valenciennes,1564.42542531592
2019,145,Grenoble,FRA 2nd,1484.29400883484,7,14,7,28,Troyes,1574.82722353157
2019,152,Chambly,FRA 2nd,1471.68363306579,9,8,11,28,Lorient,1642.83513156832
2019,160,Sochaux,FRA 2nd,1463.16606569588,8,10,10,28,Clermont,1606.45875235804
2019,183,Rodez,FRA 2nd,1444.18584793826,8,8,12,28,Clermont,1575.53130373812
2019,192,Chateauroux,FRA 2nd,1430.21290903688,9,7,12,28,Lens,1636.53689452813
2019,210,Paris FC,FRA 2nd,1410.53841899753,7,7,14,28,Clermont,1616.16415365645
2019,221,Le Mans,FRA 2nd,1397.84974647492,7,5,16,28,Clermont,1570.26022316567
2019,235,Niort,FRA 2nd,1382.23578621536,6,8,14,28,Valenciennes,1545.89930328897
2019,255,Orleans,FRA 2nd,1325.84596694884,4,7,17,28,Troyes,1607.91453766798
