season,rank,team,league,elo,wins,draws,losses,games,best_win_name,best_win_elo
2007,35,West Brom,ENG 2nd,1613.91085115187,23,12,11,46,Watford,1590.94765670622
2007,43,Hull,ENG 2nd,1598.87706191241,21,12,13,46,West Brom,1605.1008424932
2007,44,Crystal Palace,ENG 2nd,1598.08183071154,18,17,11,46,Stoke,1571.83543736056
2007,57,Stoke,ENG 2nd,1576.25937797958,21,16,9,46,West Brom,1639.49416646367
2007,73,Sheffield United,ENG 2nd,1554.09064018085,17,15,14,46,Hull,1622.37679246801
2007,74,Wolves,ENG 2nd,1552.82497191881,18,16,12,46,Crystal Palace,1554.74151586108
2007,87,Ipswich,ENG 2nd,1530.88195321991,18,15,13,46,West Brom,1648.09809443843
2007,91,Cardiff,ENG 2nd,1528.00337099275,16,16,14,46,Hull,1572.0515696078
2007,99,Bristol City,ENG 2nd,1518.54913943947,20,14,12,46,Stoke,1577.25326023007
2007,104,Sheffield Weds,ENG 2nd,1513.50985451633,14,13,19,46,Stoke,1584.3713335247
2007,105,Plymouth,ENG 2nd,1513.38223779901,17,13,16,46,Hull,1598.87705874729
2007,113,QPR,ENG 2nd,1503.35039459421,14,16,16,46,Stoke,1604.10464465274
2007,124,Preston,ENG 2nd,1493.47076991782,15,11,20,46,West Brom,1634.49154039273
2007,131,Charlton,ENG 2nd,1488.71162606372,17,13,16,46,Stoke,1600.87575332849
2007,133,Watford,ENG 2nd,1487.02986676679,18,16,12,46,Hull,1571.50511264431
2007,155,Norwich,ENG 2nd,1466.49449143269,15,10,21,46,Crystal Palace,1579.03204448774
2007,162,Leicester,ENG 2nd,1462.73454821409,12,16,18,46,West Brom,1615.23785176761
2007,165,Blackpool,ENG 2nd,1461.01034173963,12,18,16,46,Hull,1588.24816479037
2007,172,Southampton,ENG 2nd,1457.98783525508,13,15,18,46,West Brom,1638.68324426832
2007,178,Burnley,ENG 2nd,1452.7707934953,16,14,16,46,West Brom,1613.91083976458
2007,183,Barnsley,ENG 2nd,1448.97664126601,14,13,19,46,West Brom,1625.68033840367
2007,198,Coventry,ENG 2nd,1441.36676263393,14,11,21,46,West Brom,1645.50493028682
2007,235,Scunthorpe,ENG 2nd,1385.46814961194,11,13,22,46,Cardiff,1548.36021287194
2007,253,Colchester,ENG 2nd,1352.25648918627,7,17,22,46,West Brom,1622.86676791637
