season,rank,team,league,elo,wins,draws,losses,games,best_win_name,best_win_elo
2025,12,Arsenal,ENG 1st,1766.22308578959,15,5,2,22,Aston Villa,1660.99792313476
2025,29,Man City,ENG 1st,1667.94606521782,13,4,5,22,Liverpool,1571.85625231008
2025,44,Aston Villa,ENG 1st,1630.26878939012,13,4,5,22,Arsenal,1776.22216250897
2025,70,Chelsea,ENG 1st,1570.29699596314,9,7,6,22,Liverpool,1586.64396870211
2025,78,Man United,ENG 1st,1552.08607993744,9,8,5,22,Man City,1691.6450040846
2025,79,Liverpool,ENG 1st,1550.91050997469,10,6,6,22,Arsenal,1778.93988356039
2025,81,Brentford,ENG 1st,1544.78670895759,10,3,9,22,Aston Villa,1625.85478700483
2025,91,Newcastle,ENG 1st,1530.71993818062,9,6,7,22,Man City,1687.1852638861
2025,99,Sunderland,ENG 1st,1519.24251388016,8,9,5,22,Chelsea,1575.54065262617
2025,104,Brighton,ENG 1st,1515.30342123431,7,9,6,22,Man City,1647.06160647411
2025,117,Fulham,ENG 1st,1495.01263785752,9,4,9,22,Chelsea,1565.94134670086
2025,126,Everton,ENG 1st,1485.41136242838,9,5,8,22,Aston Villa,1645.50875947521
2025,143,Leeds,ENG 1st,1474.21221731507,6,7,9,22,Chelsea,1591.49222934328
2025,152,Crystal Palace,ENG 1st,1464.31018544835,7,7,8,22,Aston Villa,1612.44667219649
2025,153,Tottenham,ENG 1st,1459.16919758169,7,6,9,22,Man City,1672.10252920253
2025,157,Bournemouth,ENG 1st,1454.73216025613,6,9,7,22,Tottenham,1537.43235334498
2025,191,Nott'm Forest,ENG 1st,1411.47354655545,6,4,12,22,Liverpool,1556.90796887498
2025,242,West Ham,ENG 1st,1326.41187095169,4,5,13,22,Newcastle,1529.83787646028
2025,246,Burnley,ENG 1st,1319.68476636129,3,5,14,22,Sunderland,1529.52820835945
2025,259,Wolves,ENG 1st,1261.79794671896,1,5,16,22,West Ham,1422.77465065903
