rank,team,league,elo,wins,draws,losses,best_win_name,best_win_elo
37,La Coruna,ESP,1565.3048807451091,21,8,9,Real Madrid,1588.5414780450794
38,Sunderland,ENG2,1563.778192034641,22,13,11,Norwich,1626.0358314750463
39,Fiorentina,ITA2,1560.7387731554356,19,16,11,Messina,1570.263935311761
40,Nurnberg,GER2,1556.5226969581704,18,7,9,Bielefeld,1560.1803604724396
41,Crystal Palace,ENG2,1554.6970608732408,21,10,15,Norwich,1590.0251624477048
42,Auxerre,FRA,1552.9467210760208,19,8,11,Sochaux,1564.2137043377788
43,Inter,ITA,1551.4179820198565,17,8,9,Juventus,1595.0587127496742
44,Atalanta,ITA2,1550.3102668478014,19,20,7,Cagliari,1518.2768783201766
45,Parma,ITA,1549.8469621156396,16,10,8,Inter,1558.221205937939
46,Brighton,ENG3,1548.8256957886872,22,11,13,Plymouth,1598.4106989165364
47,West Ham,ENG2,1548.0550095700842,19,17,10,Wigan,1539.358127308988
48,Bochum,GER,1547.5523850601085,15,11,8,Bayern Munich,1570.6580781734533
49,Sedan,FRA2,1547.4986146980227,15,15,8,St Etienne,1549.4638457945734
50,Mainz,GER2,1544.8816474444077,13,15,6,Aachen,1530.6470762622569
51,Bielefeld,GER2,1544.25538440652,16,8,10,Cottbus,1547.6904630625904
52,Liverpool,ENG,1543.603959261038,16,12,10,Man United,1585.0257303930346
53,Heerenveen,NED,1542.0344992686896,17,7,10,Ajax,1620.9976217127783
54,Hartlepool,ENG3,1541.4106229405027,20,13,13,Luton,1535.3493999790805
55,Sp Gijon,ESP2,1540.2549755289158,20,10,12,Numancia,1549.8499967429807
56,Tranmere,ENG3,1539.5383070202577,17,16,13,Plymouth,1585.1992207626815
57,Nantes,FRA,1538.9788219197299,17,9,12,Monaco,1585.6393365937909
58,Istres,FRA2,1538.7502467511276,19,9,10,Amiens,1545.9921673294787
59,Real Madrid,ESP,1537.616914052861,21,7,10,La Coruna,1544.4272747427774
60,Nacional,POR,1537.2070946615615,17,5,12,Benfica,1581.7119106722355
61,Lorient,FRA2,1535.1422491164703,17,10,11,Istres,1558.8345823014715
62,Recreativo,ESP2,1534.129863128388,14,20,8,Getafe,1539.6981124681417
63,Dortmund,GER,1533.9035984477587,16,7,11,Bayern Munich,1600.4704983789688
64,Swindon,ENG3,1533.7285658112653,20,13,13,Brighton,1520.8691281649353
65,Roda JC,NED,1533.2173616651444,14,11,9,PSV Eindhoven,1581.5206109565004
66,Newcastle,ENG,1533.1338636619744,13,17,8,Chelsea,1594.1964811300056
67,Lazio,ITA,1532.8597604315537,16,8,10,Inter,1562.0036010472948
68,Ipswich,ENG2,1532.6890054807275,21,10,15,Sunderland,1576.9008542392994
69,Sochaux,FRA,1532.3874518551352,18,9,11,Lille,1527.7453319091032
70,Port Vale,ENG3,1531.5746998113452,21,10,15,Bristol City,1554.4107537994987
71,Aston Villa,ENG,1529.1324717761452,15,11,12,Chelsea,1610.3017228771218
72,Wigan,ENG2,1525.1452139592075,18,17,11,Ipswich,1537.065512396245
73,Erzgebirge Aue,GER2,1524.7940629429627,12,12,10,Oberhausen,1538.4813849328955
74,Sp Braga,POR,1524.7225670540743,15,9,10,Beira Mar,1515.995544592944
75,AZ Alkmaar,NED,1524.4146561488506,17,6,11,Feyenoord,1551.222974930999
76,Reading,ENG2,1524.1636874361625,20,10,16,West Brom,1613.1101100685007
77,Catania,ITA2,1523.4831168241872,18,13,15,Napoli,1524.3444084091955
78,Stoke,ENG2,1523.0009167424216,18,12,16,West Brom,1601.2061602698134
79,Cottbus,GER2,1522.0979305848614,15,9,10,Oberhausen,1548.8267250519325
80,Millwall,ENG2,1521.707181149518,18,15,13,Sheffield United,1550.9469779385715
81,Sevilla,ESP,1521.649279727922,15,10,13,Real Madrid,1552.4373353391911
82,Rio Ave,POR,1520.6315940933712,12,12,10,Porto,1640.720451398502
83,Oberhausen,GER2,1520.0246854807247,15,8,11,Nurnberg,1579.6136888907436
84,Aachen,GER2,1519.579993665814,15,8,11,Nurnberg,1532.8052762384834
85,Leiria,POR,1518.8143940222453,11,12,11,Sp Lisbon,1608.7119351826661
86,Udinese,ITA,1518.7118369818254,13,11,10,Milan,1578.5014146167998
87,Tenerife,ESP2,1518.6891376352653,11,21,10,Numancia,1565.0354617314401
88,Schalke 04,GER,1518.1033168490962,13,11,10,Bochum,1549.0726289624051
89,Ath Bilbao,ESP,1517.5320623022287,15,11,12,Real Madrid,1601.3940211191928
90,Hamburg,GER,1517.522249990342,14,7,13,Stuttgart,1580.852244463465
91,Nancy,FRA2,1517.1033374445608,14,13,11,Istres,1555.1685452889255
92,Coventry,ENG2,1515.8046086048219,17,14,15,Crystal Palace,1565.8535111717151
93,Bolton,ENG,1515.7677146068736,14,11,13,Chelsea,1582.7456200356582
94,Triestina,ITA2,1514.950237153609,15,19,12,Palermo,1567.5970411781711
95,Ternana,ITA2,1514.1347340422903,18,15,13,Atalanta,1549.2069456218367
96,Cadiz,ESP2,1511.5709147941468,17,10,15,Numancia,1543.9027943918832
97,Nott'm Forest,ENG2,1511.0244523893282,15,15,16,West Brom,1589.3564534806633
98,Betis,ESP,1511.0106658666857,13,13,12,Malaga,1502.7256201715809
99,Sheffield United,ENG2,1510.5132282400973,20,11,15,Millwall,1550.9619165948536
100,Bournemouth,ENG3,1510.400938771498,17,15,14,QPR,1583.6431373002795
101,Ascoli,ITA2,1510.2289332740738,14,18,14,Messina,1572.5381330956911
102,Le Havre,FRA2,1510.1561146892586,15,10,13,St Etienne,1589.1457132504243
103,Rennes,FRA,1509.8310569830019,14,10,14,Monaco,1597.199660577526
104,Cardiff,ENG2,1508.740360796565,17,14,15,Norwich,1595.7916955414946
105,Piacenza,ITA2,1507.8164278533463,17,17,12,Atalanta,1559.5210800312273
106,Moreirense,POR,1507.3067447245232,12,10,12,Beira Mar,1543.2773400897618
107,Duisburg,GER2,1507.0934194174592,13,9,12,Bielefeld,1555.3633408504525
108,Ath Madrid,ESP,1506.7650697333995,15,10,13,Ath Bilbao,1528.4687748609563
109,Oldham,ENG3,1505.7556714649486,12,21,13,Plymouth,1585.1811096074182
110,Ahlen,GER2,1505.7446825333657,12,8,14,Nurnberg,1568.0095513258486
111,Luton,ENG3,1505.5008563160116,17,15,14,Bristol City,1563.7744166105124
112,NAC Breda,NED,1505.0162737574612,12,10,12,Ajax,1536.4882465669284
113,Greuther Furth,GER2,1504.4910990380683,11,12,11,Cottbus,1533.340476673101
114,Villarreal,ESP,1504.3302803844947,15,9,14,Valencia,1614.4667424534732
115,Colchester,ENG3,1504.0010929309997,17,13,16,Bournemouth,1521.4068915154191
116,Willem II,NED,1503.151231837952,13,10,11,PSV Eindhoven,1565.8070423760178
117,Napoli,ITA2,1503.01687234173,10,26,10,Messina,1551.7908088370623
118,Troyes,FRA2,1502.775033854771,13,13,12,Amiens,1531.7599763401108
119,Mallorca,ESP,1502.1944131574912,15,6,17,Real Madrid,1577.4930663657483
120,Ein Trier,GER2,1501.8376779727898,12,9,13,Unterhaching,1535.4392814708629
121,Xerez,ESP2,1500.8674284380538,12,18,12,Levante,1563.8641897966306
122,Fulham,ENG,1500.5320324448417,14,10,14,Man United,1554.3654903366876
123,Sampdoria,ITA,1500.3491801228663,11,13,10,Udinese,1529.195402242664
124,Maritimo,POR,1500.241278953362,12,12,10,Nacional,1542.8356470301005
125,Zaragoza,ESP,1500.1443120540955,13,9,16,Barcelona,1601.2592297476742
126,Lecce,ITA,1499.008689802982,11,8,15,Juventus,1590.3772117389058
127,Charlton,ENG,1498.425543130802,14,11,13,Chelsea,1578.614656134439
128,Marseille,FRA,1498.2521433987247,17,6,15,Lyon,1605.15032180761
129,Boavista,POR,1497.6793813005222,12,11,11,Sp Lisbon,1622.0295049802405
130,Chievo,ITA,1496.8861248676612,11,11,12,Lecce,1500
131,Burghausen,GER2,1496.8406262921567,12,9,13,Oberhausen,1559.9331860858633
132,Lens,FRA,1496.287750217509,15,8,15,Paris SG,1589.147336828526
133,Niort,FRA2,1495.3596309148538,13,14,11,Istres,1564.9166170680217
134,Nice,FRA,1494.192332588421,11,17,10,Nantes,1519.7058328429382
135,Hansa Rostock,GER,1493.6821808112045,12,8,14,Werder Bremen,1623.0906373360533
136,Lille,FRA,1493.6320293515278,14,9,15,Monaco,1593.2779334636418
137,Utrecht,NED,1493.5383910744856,13,7,14,Ajax,1608.9205568506036
138,Angers,FRA2,1492.896704608011,11,12,15,Istres,1568.6788365837149
139,Malaga B,ESP2,1491.8924403303579,11,16,15,Alaves,1527.7101898136907
140,Twente,NED,1491.569620852451,15,3,16,Ajax,1591.9089979786827
141,Barnsley,ENG3,1491.5431961956258,15,17,14,Plymouth,1601.5655454544922
142,Watford,ENG2,1491.5308737316273,15,12,19,Norwich,1561.2265093881733
143,Albacete,ESP,1491.4794546934093,13,8,17,Valencia,1601.3811761258935
144,Malaga,ESP,1490.24852277806,15,6,17,Ath Madrid,1529.0443579254447
145,Vicenza,ITA2,1489.8274954305016,12,20,14,Messina,1540.3003593630592
146,Chateauroux,FRA2,1489.791353781611,13,10,15,Istres,1569.1408922762407
147,Stockport,ENG3,1489.6299157842413,11,19,16,Bristol City,1583.1319255654262
148,Genoa,ITA2,1489.5148424677345,13,16,17,Cagliari,1585.0666420382415
149,Bordeaux,FRA,1488.9917105079332,13,11,14,Paris SG,1604.6780710498183
150,Salamanca,ESP2,1488.0825556555374,10,21,11,Alaves,1518.7413399861118
151,Birmingham,ENG,1486.9342080677118,12,14,12,Portsmouth,1507.8215364734513
152,Sociedad,ESP,1485.805341985289,11,13,14,Real Madrid,1589.257579360329
153,Grenoble,FRA2,1485.7968070962986,9,16,13,Caen,1559.2927854016639
154,Gueugnon,FRA2,1485.3635638841074,9,15,14,Lorient,1546.6015136102044
155,Brescia,ITA,1485.2173957228529,9,13,12,Roma,1592.751628326212
156,Torino,ITA2,1485.1478990891287,14,17,15,Piacenza,1551.3983895234642
157,Hertha,GER,1485.019558383624,9,12,13,Stuttgart,1566.859288006404
158,Middlesbrough,ENG,1483.8838687029138,13,9,16,Man United,1599.874957861643
159,Karlsruhe,GER2,1482.8867008588243,11,10,13,Aachen,1530.6748005824247
160,Portsmouth,ENG,1482.8526796085973,12,9,17,Man United,1590.599078188195
161,Blackpool,ENG3,1481.1466127126782,16,11,19,Brighton,1539.1252404121988
162,Peterboro,ENG3,1480.5186434462612,12,16,18,Swindon,1548.662203157317
163,Unterhaching,GER2,1480.2842510306484,11,10,13,Cottbus,1524.6665047442355
164,Treviso,ITA2,1479.4766314747576,12,19,15,Palermo,1563.5203984807058
165,Poli Ejido,ESP2,1479.4376318325276,12,13,17,Levante,1552.2065064221301
166,Terrassa,ESP2,1479.0738862251806,12,14,16,Sp Gijon,1553.8148615480857
167,Laval,FRA2,1477.0219474454482,10,12,16,Sedan,1549.726914287272
168,Chesterfield,ENG3,1476.8793035662618,12,15,19,QPR,1572.423342438715
169,M'gladbach,GER,1476.74721891249,10,9,15,Schalke 04,1522.6715092799027
170,Almeria,ESP2,1476.0761086046973,11,17,14,Sp Gijon,1542.9704624681267
171,Espanol,ESP,1475.7323030004036,13,4,21,Valencia,1576.4699718232196
172,Clermont,FRA2,1475.274787304766,9,17,12,Creteil,1510.1887837912648
173,Gil Vicente,POR,1474.8317148734764,10,10,14,Porto,1651.3385733369948
174,Waalwijk,NED,1474.0261828451885,10,10,14,Roosendaal,1518.144455523382
175,Preston,ENG2,1473.970484897192,15,14,17,West Brom,1559.740365925594
176,Guimaraes,POR,1473.9562893293592,9,10,15,Rio Ave,1532.6294965744182
177,Eibar,ESP2,1473.6090238625452,12,16,14,Numancia,1576.483221986276
178,Albinoleffe,ITA2,1473.4229962343502,13,15,18,Treviso,1518.413964547624
179,Southampton,ENG,1472.884908542855,12,11,15,Man United,1528.5741975323926
180,Blackburn,ENG,1471.7843657265878,12,8,18,Man United,1573.0072986253356
181,Wrexham,ENG3,1471.575534304742,17,9,20,Swindon,1561.9156674148853
182,Cordoba,ESP2,1471.427379361566,11,16,15,Sp Gijon,1573.1329987852512
183,Amiens,FRA2,1471.02422626799,15,8,15,Nancy,1551.5218995019584
184,Brentford,ENG3,1470.783997848,14,11,21,Brighton,1538.5169139010263
185,Rotherham,ENG2,1470.7636035492349,13,15,18,West Brom,1566.2779737682274
186,Verona,ITA2,1470.3560254304443,13,14,19,Ternana,1554.9113633271363
187,Osasuna,ESP,1469.8832926719715,11,15,12,Real Madrid,1603.0558018426725
188,Strasbourg,FRA,1469.858526056346,10,13,15,Marseille,1545.0455382590262
189,Leganes,ESP2,1469.708076647646,9,19,14,Almeria,1535.4599855004506
190,Ciudad de Murcia,ESP2,1469.6487220700737,11,16,15,Sp Gijon,1528.1788019707571
191,Salernitana,ITA2,1469.5469035744782,14,13,19,Palermo,1552.4184803411192
192,Creteil,FRA2,1469.2380084891208,10,15,13,Caen,1557.5828096914922
193,Derby,ENG2,1468.1708050657985,13,13,20,Sheffield United,1555.368653627402
194,Regensburg,GER2,1467.274017462855,9,12,13,Nurnberg,1551.9564360334884
195,Tottenham,ENG,1466.9677580244295,13,6,19,Newcastle,1540.3172564494855
196,Besancon,FRA2,1466.1870626957243,8,14,16,Istres,1563.0920030251993
197,Burnley,ENG2,1466.1346689423679,13,14,19,Sheffield United,1544.370015023472
198,Bologna,ITA,1465.9689215537958,10,9,15,Roma,1602.6678625510554
199,Lubeck,GER2,1465.8328693089657,9,12,13,Nurnberg,1555.6245656766353
200,Metz,FRA,1465.1567263562938,11,9,18,Marseille,1523.3755728376336
201,Le Mans,FRA,1464.437315791672,9,11,18,Auxerre,1551.6260872819119
202,Reggina,ITA,1464.3542207373323,6,16,12,Milan,1656.4550601540545
203,Groningen,NED,1463.1235753474348,9,10,15,Feyenoord,1595.5214591424626
204,Perugia,ITA,1462.7499703102342,6,14,14,Roma,1603.439598257483
205,Kaiserslautern,GER,1462.7418902524314,11,6,17,Stuttgart,1550.8405941238334
206,Toulouse,FRA,1462.637942489855,9,12,17,Bordeaux,1516.3600293605384
207,Academica,POR,1461.577822863933,11,5,18,Maritimo,1530.4796444234134
208,Wolfsburg,GER,1461.084993987252,13,3,18,Bayern Munich,1528.303033617633
209,Roosendaal,NED,1460.5568944610554,10,10,14,AZ Alkmaar,1547.8639631485116
210,Bari,ITA2,1460.4378146523034,13,11,22,Palermo,1564.9887195508227
211,Man City,ENG,1459.822561090186,9,14,15,Man United,1579.6257040735104
212,Venezia,ITA2,1459.3343343825425,12,15,19,Atalanta,1571.9613510314
213,Ajaccio,FRA,1459.1005528363175,10,10,18,Sochaux,1547.7947647132075
214,Elche,ESP2,1457.801072972737,13,11,18,Levante,1555.817810294342
215,Hannover,GER,1457.4860063130955,9,10,15,Hamburg,1509.8766146254973
216,Beira Mar,POR,1457.0328826066414,11,8,15,Benfica,1536.1340452859333
217,Crewe,ENG2,1454.3251780570529,14,11,21,Wigan,1556.4174578865582
218,Freiburg,GER,1454.2514303707765,10,8,16,Leverkusen,1560.093915984343
219,Santander,ESP,1454.1050435701457,11,10,17,Valencia,1551.896654622835
220,Valence,FRA2,1453.6268134980392,9,13,16,Amiens,1542.3827677579827
221,Celta,ESP,1453.6130221750873,9,12,17,Barcelona,1608.8847313743076
222,Den Haag,NED,1453.2520807187896,9,7,18,Heerenveen,1556.7269317873681
223,Belenenses,POR,1452.048849972897,8,11,15,Rio Ave,1529.1068784573363
224,Sheffield Weds,ENG3,1450.485467470541,13,14,19,Bristol City,1598.6087845834606
225,Las Palmas,ESP2,1449.9617040584435,10,14,18,Numancia,1521.6076580880788
226,Grimsby,ENG3,1447.2982519944737,13,11,22,Luton,1541.7027369199686
227,Walsall,ENG2,1446.3685396595577,13,12,21,Wigan,1555.2862896376948
228,Vitesse,NED,1444.8812467902542,4,16,14,Utrecht,1504.9666482089335
229,Valladolid,ESP,1443.8197271511326,10,11,17,Ath Bilbao,1536.4468316959465
230,Guingamp,FRA,1443.2966333544775,10,8,20,Lyon,1571.71403479669
231,Siena,ITA,1443.2164191698714,8,10,16,Lazio,1527.287050953132
232,Alverca,POR,1442.5776322656025,10,5,19,Nacional,1539.8298921134526
233,Everton,ENG,1441.8308569096625,9,12,17,Aston Villa,1516.6839185038036
234,Gillingham,ENG2,1441.7277116425698,14,9,23,West Ham,1536.2605599943308
235,Union Berlin,GER2,1441.064344040478,8,9,17,Bielefeld,1538.4372189530236
236,Vallecano,ESP2,1438.9894506902538,11,10,21,Almeria,1547.8374062209411
237,Bastia,FRA,1437.826397550991,9,12,17,Nice,1525.532727267191
238,Empoli,ITA,1437.8045646334308,7,9,18,Inter,1547.3464625368413
239,Zwolle,NED,1436.6664804428258,5,11,18,Heerenveen,1573.1001845743747
240,Leicester,ENG,1435.0064178652356,6,15,17,Birmingham,1529.3797955120408
241,Wycombe,ENG3,1434.6122295480104,6,19,21,Bristol City,1524.3014989339408
242,Nijmegen,NED,1433.1437193309325,10,4,20,Twente,1523.3038311223465
243,Wolves,ENG,1432.8581217531228,7,12,19,Man United,1600.0824705454045
244,Ein Frankfurt,GER,1431.3354651473226,9,5,20,Bochum,1553.1675328510707
245,Modena,ITA,1428.741903228708,6,12,16,Sampdoria,1528.4571950707557
246,Notts County,ENG3,1428.7312097384554,10,12,24,Colchester,1520.6326060285703
247,Leeds,ENG,1422.7768283637618,8,9,21,Charlton,1530.6951592699577
248,Pescara,ITA2,1422.589349388631,11,13,22,Triestina,1518.222795275542
249,Munich 1860,GER,1421.8607132857535,8,8,18,Bochum,1530.910321727223
250,Pacos Ferreira,POR,1418.0744719050672,8,4,22,Beira Mar,1527.853269240183
251,Rushden & D,ENG3,1417.3884074101898,13,9,24,Colchester,1532.9422499105074
252,Volendam,NED,1416.153468440378,7,6,21,Groningen,1509.5
253,Osnabruck,GER2,1414.493910560928,7,7,20,Aachen,1535.6582728899944
254,Algeciras,ESP2,1412.8602870243376,6,15,21,Numancia,1545.6063747248782
255,Rouen,FRA2,1412.7101821707429,5,14,19,Niort,1527.987306031086
256,Avellino,ITA2,1410.417578269038,8,13,25,Triestina,1512.414551508023
257,Murcia,ESP,1392.7080675008465,5,11,22,Real Madrid,1564.5004892874215
258,FC Koln,GER,1391.9539048050851,6,5,23,Dortmund,1520.2711798405728
259,Montpellier,FRA,1391.8213504727985,8,7,23,Auxerre,1540.9204734217553
260,Bradford,ENG2,1381.6169450346945,10,6,30,Norwich,1585.0939877892968
261,Como,ITA2,1370.589452803418,7,12,27,Napoli,1500
262,Est Amadora,POR,1369.044929512996,4,5,25,Maritimo,1535.7509879280615
263,Wimbledon,ENG2,1368.7408505983653,8,5,33,West Brom,1549.4222763625216
264,Ancona,ITA,1351.2524395067178,2,7,25,Bologna,1499.4736417996692
