season,rank,team,league,elo,wins,draws,losses,games,best_win_name,best_win_elo
2016,5,Benfica,POR 1st,1832.15545345315,25,7,2,34,Sp Lisbon,1685.49633117757
2016,17,Porto,POR 1st,1733.36657315913,22,10,2,34,Sp Lisbon,1665.83046735143
2016,23,Sp Lisbon,POR 1st,1678.62692196075,21,7,6,34,Porto,1744.22077508877
2016,50,Guimaraes,POR 1st,1603.58728048063,18,8,8,34,Sp Braga,1594.47589009098
2016,94,Maritimo,POR 1st,1525.7936863171,13,11,10,34,Benfica,1843.65630616079
2016,99,Sp Braga,POR 1st,1519.62886544888,15,9,10,34,Sp Lisbon,1679.0703869235099
2016,100,Rio Ave,POR 1st,1519.5408274257,14,7,13,34,Sp Lisbon,1711.75719715573
2016,115,Feirense,POR 1st,1495.17651618927,14,6,14,34,Sp Lisbon,1686.20311314033
2016,116,Boavista,POR 1st,1491.38089582239,10,13,11,34,Maritimo,1533.55045351939
2016,140,Estoril,POR 1st,1476.50196857072,10,8,16,34,Rio Ave,1543.53269595885
2016,180,Pacos Ferreira,POR 1st,1438.49660632707,8,12,14,34,Guimaraes,1616.62001408505
2016,190,Chaves,POR 1st,1429.71424412389,8,14,12,34,Belenenses,1502.80517373641
2016,195,Moreirense,POR 1st,1425.44921687143,8,9,17,34,Porto,1762.76427391136
2016,209,Tondela,POR 1st,1410.71676376087,8,8,18,34,Guimaraes,1629.97172019502
2016,213,Setubal,POR 1st,1408.73504218358,10,8,16,34,Benfica,1837.25162278598
2016,228,Belenenses,POR 1st,1388.06076306909,9,9,16,34,Sp Lisbon,1715.17229722855
2016,252,Arouca,POR 1st,1338.38566298225,9,5,20,34,Setubal,1518.14144924848
2016,261,Nacional,POR 1st,1284.68271185409,4,9,21,34,Feirense,1504.49514252542
