season,rank,team,league,elo,wins,draws,losses,games,best_win_name,best_win_elo
2010,15,Man United,ENG 1st,1696.00214743038,23,11,4,38,Chelsea,1669.32246720694
2010,22,Chelsea,ENG 1st,1638.39125288036,21,8,9,38,Man United,1725.2418935274
2010,24,Man City,ENG 1st,1633.52528823978,21,8,9,38,Chelsea,1686.1647354548
2010,43,Arsenal,ENG 1st,1597.6486937986,19,11,8,38,Man United,1704.2470904915
2010,51,Liverpool,ENG 1st,1586.03953102317,17,7,14,38,Man United,1711.29154664355
2010,65,Tottenham,ENG 1st,1565.04663720144,16,14,8,38,Arsenal,1627.38202550646
2010,76,Everton,ENG 1st,1547.56971281405,13,15,10,38,Chelsea,1652.20170683448
2010,78,Fulham,ENG 1st,1543.63193795588,11,16,11,38,Bolton,1520.76017562113
2010,131,Aston Villa,ENG 1st,1487.74006116747,12,12,14,38,Man City,1655.84103659676
2010,144,Newcastle,ENG 1st,1478.46660257817,11,13,14,38,Arsenal,1626.00436881957
2010,148,Stoke,ENG 1st,1475.20280618562,13,7,18,38,Arsenal,1638.54315610296
2010,177,West Brom,ENG 1st,1454.79987555177,12,11,15,38,Arsenal,1621.53491605981
2010,184,Wigan,ENG 1st,1447.42994781924,9,15,14,38,Tottenham,1575.30650425111
2010,194,Bolton,ENG 1st,1438.86581371955,12,10,16,38,Arsenal,1640.44842690266
2010,195,Blackburn,ENG 1st,1438.35946165443,11,10,17,38,Everton,1547.62971141237
2010,201,Sunderland,ENG 1st,1431.68572984549,12,11,15,38,Chelsea,1671.5677142992
2010,219,Wolves,ENG 1st,1405.51325248914,11,7,20,38,Man United,1727.97203813237
2010,233,Birmingham,ENG 1st,1386.71624829737,8,15,15,38,Chelsea,1639.64674581501
2010,239,Blackpool,ENG 1st,1379.38053156846,10,9,19,38,Tottenham,1599.99821320395
2010,243,West Ham,ENG 1st,1367.98446777964,7,12,19,38,Tottenham,1565.66666764933
