season,rank,team,league,elo,wins,draws,losses,games,best_win_name,best_win_elo
2017,9,Reims,FRA 2nd,1776.28710258152,28,4,6,38,Nimes,1659.79256620039
2017,33,Nimes,FRA 2nd,1659.79365742396,22,7,9,38,Le Havre,1649.37428697256
2017,48,Le Havre,FRA 2nd,1607.03352428693,19,9,10,38,Reims,1793.76094232416
2017,49,Brest,FRA 2nd,1598.95396393218,18,11,9,38,Reims,1775.24228444299
2017,51,Clermont,FRA 2nd,1595.25026174895,17,12,9,38,Reims,1763.331774594
2017,56,Ajaccio,FRA 2nd,1587.42229388037,20,8,10,38,Le Havre,1616.30423343977
2017,78,Paris FC,FRA 2nd,1553.99672616063,16,13,9,38,Nimes,1636.96050298165
2017,93,Chateauroux,FRA 2nd,1529.66774365885,17,9,12,38,Reims,1777.69018069964
2017,99,Lorient,FRA 2nd,1521.78526853118,18,8,12,38,Reims,1791.85110177892
2017,135,Auxerre,FRA 2nd,1475.25424256602,13,8,17,38,Lorient,1592.26621920939
2017,145,Lens,FRA 2nd,1465.75018496018,11,10,17,38,Nimes,1680.61083678961
2017,154,Sochaux,FRA 2nd,1457.63229400747,15,8,15,38,Nimes,1676.12024825669
2017,184,Valenciennes,FRA 2nd,1433.41610395098,12,9,17,38,Ajaccio,1599.8443198757
2017,188,Niort,FRA 2nd,1431.56218329965,11,9,18,38,Nimes,1676.87287696496
2017,192,Orleans,FRA 2nd,1426.35022243913,12,10,16,38,Le Havre,1608.20091378105
2017,195,Nancy,FRA 2nd,1422.08526651064,9,11,18,38,Valenciennes,1524.08228564848
2017,209,Quevilly Rouen,FRA 2nd,1404.44635524511,9,6,23,38,Le Havre,1568.77225846746
2017,231,Ajaccio GFCO,FRA 2nd,1378.39366714611,11,8,19,38,Nimes,1685.28786110215
2017,248,Bourg Peronnas,FRA 2nd,1347.3180642179,10,6,22,38,Le Havre,1626.48244466853
2017,258,Tours,FRA 2nd,1327.60087345223,5,8,25,38,Brest,1583.85036541692
