season,rank,team,league,elo,wins,draws,losses,games,best_win_name,best_win_elo
2025,15,Venezia,ITA 2nd,1745.85201798215,12,5,3,20,Frosinone,1731.32188175639
2025,17,Frosinone,ITA 2nd,1718.78215294139,12,6,2,20,Catanzaro,1581.90777973483
2025,32,Monza,ITA 2nd,1655.43540307935,11,5,4,20,Frosinone,1709.41919188721
2025,39,Palermo,ITA 2nd,1635.97396101326,10,7,3,20,Empoli,1524.94414923083
2025,73,Catanzaro,ITA 2nd,1562.11112588569,8,7,5,20,Venezia,1717.35433551798
2025,75,Modena,ITA 2nd,1559.29648735177,9,5,6,20,Juve Stabia,1531.03884156716
2025,77,Cesena,ITA 2nd,1552.58539750205,10,4,6,20,Venezia,1726.4184200854
2025,93,Juve Stabia,ITA 2nd,1528.4558900131,7,9,4,20,Palermo,1632.54093218742
2025,113,Empoli,ITA 2nd,1497.30109810119,7,6,7,20,Cesena,1558.43054910866
2025,134,Carrarese,ITA 2nd,1481.22813612233,6,8,6,20,Venezia,1725.12220880234
2025,135,Padova,ITA 2nd,1479.81818222633,6,7,7,20,Monza,1635.74788413285
2025,146,Sudtirol,ITA 2nd,1471.86834225641,4,10,6,20,Empoli,1516.39035700382
2025,183,Avellino,ITA 2nd,1420.54991881236,6,7,7,20,Monza,1648.4028711988
2025,192,Mantova,ITA 2nd,1410.76590195689,5,4,11,20,Padova,1502.91666524491
2025,197,Virtus Entella,ITA 2nd,1405.43548081053,4,8,8,20,Monza,1669.83935452777
2025,208,Reggiana,ITA 2nd,1397.98089200046,5,5,10,20,Modena,1600.98887978242
2025,209,Sampdoria,ITA 2nd,1392.67215630089,4,6,10,20,Juve Stabia,1527.2402146247
2025,218,Spezia,ITA 2nd,1376.26652343825,4,5,11,20,Avellino,1501.55793794088
2025,231,Pescara,ITA 2nd,1356.35776876727,2,8,10,20,Empoli,1498.10228453958
2025,235,Bari,ITA 2nd,1351.26316343831,3,8,9,20,Cesena,1575.82920712628
