season,rank,team,league,elo,wins,draws,losses,games,best_win_name,best_win_elo
2009,12,Newcastle,ENG 2nd,1753.58043870772,30,12,4,46,Nott'm Forest,1611.41730614138
2009,22,West Brom,ENG 2nd,1668.53419759253,26,13,7,46,Leicester,1599.47178678652
2009,47,Nott'm Forest,ENG 2nd,1593.16473549277,22,13,11,46,Newcastle,1751.98961444084
2009,53,Leicester,ENG 2nd,1588.12414975983,21,13,12,46,Nott'm Forest,1642.62089022572
2009,61,Blackpool,ENG 2nd,1573.47803903772,19,13,14,46,Newcastle,1778.20813734239
2009,69,Cardiff,ENG 2nd,1556.38541020124,22,10,14,46,West Brom,1682.92168435601
2009,76,Reading,ENG 2nd,1540.94023927343,17,12,17,46,Blackpool,1581.70827397148
2009,80,Sheffield United,ENG 2nd,1537.28867820905,17,14,15,46,Reading,1531.21972132117
2009,98,Middlesbrough,ENG 2nd,1515.39456160756,16,14,16,46,QPR,1538.45272080429
2009,106,Swansea,ENG 2nd,1508.47984706533,17,18,11,46,West Brom,1670.16211070119
2009,111,Doncaster,ENG 2nd,1503.42675152776,15,15,16,46,Nott'm Forest,1643.16533040869
2009,129,Bristol City,ENG 2nd,1485.68406310073,15,18,13,46,West Brom,1670.00313048587
2009,131,Derby,ENG 2nd,1482.7447334073,15,11,20,46,Newcastle,1740.78799868263
2009,143,Ipswich,ENG 2nd,1478.15032014508,12,20,14,46,Blackpool,1569.45208181422
2009,144,Crystal Palace,ENG 2nd,1477.95118764635,14,17,15,46,West Brom,1714.65946214741
2009,149,Watford,ENG 2nd,1472.91328580856,14,12,20,46,Nott'm Forest,1582.91647560905
2009,163,QPR,ENG 2nd,1464.32495892189,14,15,17,46,West Brom,1663.09258835413
2009,189,Scunthorpe,ENG 2nd,1441.38584873383,14,10,22,46,Newcastle,1736.49976931528
2009,200,Barnsley,ENG 2nd,1424.52182842481,14,12,20,46,West Brom,1697.5767042149
2009,203,Coventry,ENG 2nd,1417.82963933024,13,15,18,46,Nott'm Forest,1659.2305016732
2009,206,Sheffield Weds,ENG 2nd,1415.39333421087,11,14,21,46,Leicester,1591.14359291432
2009,210,Preston,ENG 2nd,1413.07300801215,13,15,18,46,Nott'm Forest,1626.34228267686
2009,238,Plymouth,ENG 2nd,1365.69202226023,11,8,27,46,Cardiff,1588.15192602395
2009,251,Peterboro,ENG 2nd,1321.53872152302,8,10,28,46,Reading,1516.15887658265
