season,rank,team,league,elo,wins,draws,losses,games,best_win_name,best_win_elo
2010,1,Porto,POR 1st,2001.69646370127,27,3,0,30,Benfica,1738.40019492882
2010,13,Benfica,POR 1st,1703.24394759313,20,3,7,30,Sp Lisbon,1578.14351110794
2010,70,Sp Lisbon,POR 1st,1556.79432890006,13,9,8,30,Sp Braga,1558.84789970351
2010,80,Sp Braga,POR 1st,1541.77613682581,13,7,10,30,Benfica,1758.31865939562
2010,110,Rio Ave,POR 1st,1511.51332149365,10,8,12,30,Sp Braga,1568.14581127176
2010,130,Nacional,POR 1st,1490.92352742415,11,9,10,30,Benfica,1684.91066581243
2010,138,Maritimo,POR 1st,1482.25124948164,9,8,13,30,Guimaraes,1544.07382163651
2010,139,Guimaraes,POR 1st,1481.99964170596,12,7,11,30,Benfica,1679.05903332153
2010,145,Pacos Ferreira,POR 1st,1477.57957028401,10,11,9,30,Sp Lisbon,1590.73813655063
2010,187,Setubal,POR 1st,1443.54001594672,8,10,12,30,Sp Lisbon,1563.39530306886
2010,200,Beira Mar,POR 1st,1432.3582655438,7,12,11,30,Sp Braga,1546.55124638422
2010,208,Olhanense,POR 1st,1421.32221053414,7,13,10,30,Leiria,1500.44874959052
2010,218,Leiria,POR 1st,1406.14921073183,9,8,13,30,Sp Braga,1538.76552244326
2010,245,Academica,POR 1st,1362.96505835595,7,9,14,30,Benfica,1703.12833696191
2010,248,Portimonense,POR 1st,1351.4393199223,6,7,17,30,Maritimo,1515.98432974155
2010,254,Naval,POR 1st,1334.44773155557,5,8,17,30,Benfica,1734.74735901089
