season,rank,team,league,elo,wins,draws,losses,games,best_win_name,best_win_elo
2018,9,Barcelona,ESP 1st,1762.10774723848,26,9,3,38,Ath Madrid,1668.0460831324
2018,33,Ath Madrid,ESP 1st,1636.13912207514,22,10,6,38,Valencia,1592.72448899853
2018,47,Valencia,ESP 1st,1603.3295576379,15,16,7,38,Real Madrid,1622.68933270161
2018,67,Real Madrid,ESP 1st,1571.01920459724,21,5,12,38,Ath Madrid,1662.3834150064
2018,69,Getafe,ESP 1st,1568.34329979641,15,14,9,38,Sevilla,1559.97651110691
2018,88,Espanol,ESP 1st,1538.81427957915,14,11,13,38,Ath Madrid,1680.47552605842
2018,91,Sevilla,ESP 1st,1536.41725562104,17,8,13,38,Real Madrid,1614.84110794993
2018,113,Ath Bilbao,ESP 1st,1510.0636279888,13,14,11,38,Ath Madrid,1671.26564668791
2018,126,Villarreal,ESP 1st,1499.3756579996,10,14,14,38,Sevilla,1557.16252025784
2018,138,Sociedad,ESP 1st,1487.27513871727,13,11,14,38,Real Madrid,1617.44166348028
2018,140,Eibar,ESP 1st,1486.29850807029,11,14,13,38,Valencia,1584.57883861367
2018,149,Levante,ESP 1st,1475.14391516967,11,11,16,38,Real Madrid,1577.20759126366
2018,150,Leganes,ESP 1st,1474.06089568208,11,12,15,38,Barcelona,1768.22610338335
2018,168,Betis,ESP 1st,1453.95748405138,14,8,16,38,Barcelona,1757.97841079493
2018,180,Celta,ESP 1st,1438.55974438242,10,11,17,38,Barcelona,1793.40103354057
2018,184,Alaves,ESP 1st,1436.61118376538,13,11,14,38,Real Madrid,1591.2752637013
2018,204,Huesca,ESP 1st,1415.58319092058,7,12,19,38,Sevilla,1523.21111266856
2018,223,Valladolid,ESP 1st,1391.02637186043,10,11,17,38,Ath Bilbao,1527.76212177678
2018,227,Girona,ESP 1st,1373.25968384898,9,10,19,38,Real Madrid,1618.25184377964
2018,243,Vallecano,ESP 1st,1342.61413099774,8,8,22,38,Real Madrid,1627.80152633729
