season,rank,team,league,elo,wins,draws,losses,games,best_win_name,best_win_elo
2006,15,Sunderland,ENG 2nd,1681.76305690262,27,7,12,46,West Brom,1619.45853441096
2006,38,Birmingham,ENG 2nd,1616.63889477885,26,8,12,46,Sunderland,1664.88466726717
2006,42,Stoke,ENG 2nd,1600.22511903069,19,16,11,46,Derby,1618.65764920649
2006,45,Southampton,ENG 2nd,1593.42200116753,21,12,13,46,Birmingham,1626.11788926268
2006,52,West Brom,ENG 2nd,1583.89394865304,22,10,14,46,Derby,1601.07811933162
2006,53,Derby,ENG 2nd,1582.22765799488,25,9,12,46,Southampton,1606.14812408185
2006,63,Sheffield Weds,ENG 2nd,1567.03354980708,20,11,15,46,Stoke,1603.45519922579
2006,67,Crystal Palace,ENG 2nd,1560.89165509532,18,11,17,46,West Brom,1598.21801873449
2006,70,Wolves,ENG 2nd,1556.95539560627,22,10,14,46,West Brom,1609.93402199238
2006,86,Colchester,ENG 2nd,1535.7440102335,20,9,17,46,Sunderland,1692.14260637539
2006,99,Ipswich,ENG 2nd,1520.41199274474,18,8,20,46,Birmingham,1659.28223109984
2006,110,Plymouth,ENG 2nd,1507.97541866909,17,16,13,46,Sunderland,1653.2890040227
2006,121,Preston,ENG 2nd,1500.65512098764,22,8,16,46,Birmingham,1631.13939327822
2006,136,Burnley,ENG 2nd,1487.32396155334,15,12,19,46,Birmingham,1624.94653944003
2006,178,Cardiff,ENG 2nd,1453.2020484094,17,13,16,46,Birmingham,1643.58254494581
2006,181,QPR,ENG 2nd,1450.50012460325,14,11,21,46,Southampton,1609.31300781089
2006,186,Hull,ENG 2nd,1448.15512349637,13,10,23,46,Birmingham,1632.24995598168
2006,214,Coventry,ENG 2nd,1427.97225061179,16,8,22,46,Sunderland,1681.76299365957
2006,216,Norwich,ENG 2nd,1423.45934597996,16,9,21,46,Birmingham,1629.49648069748
2006,220,Leicester,ENG 2nd,1412.95975566226,13,14,19,46,Southampton,1594.20478932701
2006,227,Leeds,ENG 2nd,1401.19743861999,13,7,26,46,Birmingham,1628.39276983211
2006,229,Barnsley,ENG 2nd,1396.50827161616,15,5,26,46,Birmingham,1609.79801691189
2006,251,Southend,ENG 2nd,1357.18849618059,10,12,24,46,Birmingham,1644.33639037718
2006,260,Luton,ENG 2nd,1333.69536159565,10,10,26,46,Birmingham,1604.01268809458
