season,rank,team,league,elo,wins,draws,losses,games,best_win_name,best_win_elo
2023,35,Parma,ITA 2nd,1634.41303890568,21,13,4,38,Venezia,1609.14095838859
2023,39,Como,ITA 2nd,1623.32887978668,21,10,7,38,Venezia,1624.19265913983
2023,41,Venezia,ITA 2nd,1619.44673680634,21,7,10,38,Parma,1675.79510155986
2023,56,Cremonese,ITA 2nd,1600.40432160471,19,10,9,38,Venezia,1661.36056451778
2023,67,Sampdoria,ITA 2nd,1562.77042443193,16,9,13,38,Catanzaro,1566.17721859836
2023,80,Catanzaro,ITA 2nd,1548.70910835834,17,9,12,38,Parma,1674.12241644023
2023,101,Palermo,ITA 2nd,1519.1349485707,15,11,12,38,Venezia,1636.73068858045
2023,102,Cosenza,ITA 2nd,1517.51160813488,11,14,13,38,Venezia,1626.32190755623
2023,108,Brescia,ITA 2nd,1512.30787406683,12,15,11,38,Como,1613.1290196714
2023,126,Sudtirol,ITA 2nd,1487.70766222432,12,11,15,38,Venezia,1649.55339600071
2023,133,Ascoli,ITA 2nd,1482.5022267237,9,14,15,38,Como,1603.83532869102
2023,135,Spezia,ITA 2nd,1481.39215663642,9,17,12,38,Venezia,1634.5177834435
2023,142,Pisa,ITA 2nd,1476.13105152037,11,13,14,38,Sampdoria,1570.52850569537
2023,146,Ternana,ITA 2nd,1472.61815489169,11,10,17,38,Cremonese,1601.60280664683
2023,150,Modena,ITA 2nd,1469.74000938119,10,17,11,38,Parma,1677.36752380599
2023,157,Reggiana,ITA 2nd,1462.85882168543,10,17,11,38,Venezia,1638.69467688485
2023,182,Cittadella,ITA 2nd,1431.0778750997,11,13,14,38,Palermo,1555.66344991373
2023,184,Bari,ITA 2nd,1430.47395252849,8,17,13,38,Cremonese,1598.18750608614
2023,215,FeralpiSalo,ITA 2nd,1397.48443384674,8,9,21,38,Cremonese,1625.76009750223
2023,260,Lecco,ITA 2nd,1269.98671479587,6,8,24,38,Parma,1690.25897420809
