season,rank,team,league,elo,wins,draws,losses,games,best_win_name,best_win_elo
2013,8,Real Madrid,ESP 1st,1761.10389208085,27,6,5,38,Ath Bilbao,1649.38641573273
2013,10,Barcelona,ESP 1st,1750.29462643383,27,6,5,38,Real Madrid,1813.15852650866
2013,12,Ath Madrid,ESP 1st,1735.21328945296,28,6,4,38,Real Madrid,1774.60214850989
2013,32,Ath Bilbao,ESP 1st,1639.47794196449,20,10,8,38,Barcelona,1805.22165835252
2013,47,Sevilla,ESP 1st,1596.57630898351,18,9,11,38,Real Madrid,1801.19085014636
2013,85,Villarreal,ESP 1st,1542.75057358228,17,8,13,38,Sociedad,1590.02108724349
2013,91,Sociedad,ESP 1st,1538.47128693356,16,11,11,38,Barcelona,1792.80035905787
2013,118,Celta,ESP 1st,1503.33901659233,14,7,17,38,Real Madrid,1785.28688397887
2013,138,Levante,ESP 1st,1480.5963824412,12,12,14,38,Ath Madrid,1773.55670933021
2013,145,Valencia,ESP 1st,1472.33113472804,13,10,15,38,Barcelona,1797.08345091016
2013,151,Malaga,ESP 1st,1467.38744855726,12,9,17,38,Sevilla,1578.73648939822
2013,178,Getafe,ESP 1st,1435.24458131096,11,9,18,38,Sevilla,1602.87118455165
2013,197,Elche,ESP 1st,1417.35463504236,9,13,16,38,Espanol,1506.73484170884
2013,198,Vallecano,ESP 1st,1416.64815134572,13,4,21,38,Sociedad,1580.15217231768
2013,211,Almeria,ESP 1st,1405.50873070862,11,7,20,38,Ath Madrid,1798.90393841906
2013,219,Espanol,ESP 1st,1396.8487974844,11,9,18,38,Ath Madrid,1780.61190606892
2013,223,Osasuna,ESP 1st,1394.997009233,10,9,19,38,Ath Madrid,1772.88883452422
2013,230,Valladolid,ESP 1st,1383.04713786298,7,15,16,38,Barcelona,1771.55156181793
2013,240,Granada,ESP 1st,1367.62842161336,12,5,21,38,Barcelona,1782.86213236777
2013,262,Betis,ESP 1st,1295.18063364831,6,7,25,38,Villarreal,1577.48318395561
