season,rank,team,league,elo,wins,draws,losses,games,best_win_name,best_win_elo
2002,9,Man United,ENG 1st,1773.64124504561,25,8,5,38,Arsenal,1702.81972364323
2002,17,Arsenal,ENG 1st,1695.95278868525,23,9,6,38,Chelsea,1631.92624744116
2002,28,Chelsea,ENG 1st,1627.22412233537,19,10,9,38,Liverpool,1594.40113128624
2002,36,Newcastle,ENG 1st,1602.3000765882,21,6,11,38,Chelsea,1621.44422292204
2002,49,Liverpool,ENG 1st,1584.69468020102,18,10,10,38,Chelsea,1636.35090164868
2002,61,Blackburn,ENG 1st,1567.14178332515,16,12,10,38,Man United,1731.00101451469
2002,104,Leeds,ENG 1st,1503.85070906977,14,5,19,38,Man United,1741.43132141616
2002,106,Everton,ENG 1st,1502.15655286103,17,8,13,38,Arsenal,1723.90038621718
2002,131,Southampton,ENG 1st,1488.5956553146,13,13,12,38,Arsenal,1711.61556594799
2002,134,Birmingham,ENG 1st,1486.33923725465,13,9,16,38,Liverpool,1577.59290738969
2002,136,Bolton,ENG 1st,1485.86002417168,10,14,14,38,Man United,1759.02570018547
2002,137,Middlesbrough,ENG 1st,1484.43513560176,13,10,15,38,Man United,1715.18739440639
2002,145,Man City,ENG 1st,1477.33948008795,15,6,17,38,Man United,1726.57351037589
2002,155,West Ham,ENG 1st,1469.92040909336,10,12,16,38,Chelsea,1652.76279703923
2002,163,Aston Villa,ENG 1st,1464.50013828252,12,9,17,38,Chelsea,1641.06731841341
2002,164,Fulham,ENG 1st,1462.85735247754,13,9,16,38,Liverpool,1628.79547810966
2002,199,Charlton,ENG 1st,1439.0413202317,14,7,17,38,Liverpool,1605.54430318115
2002,225,Tottenham,ENG 1st,1408.96726609725,14,8,16,38,Blackburn,1558.502122579
2002,260,West Brom,ENG 1st,1285.93878785547,6,8,24,38,Middlesbrough,1538.57895014225
2002,265,Sunderland,ENG 1st,1189.24323542012,4,7,27,38,Liverpool,1582.30867672192
