season,rank,team,league,elo,wins,draws,losses,games,best_win_name,best_win_elo
2012,7,Anderlecht,BEL 1st,1765.2760025715,20,7,3,30,Waregem,1646.36351692535
2012,20,Waregem,BEL 1st,1672.0748224381,19,6,5,30,Anderlecht,1786.54672059082
2012,23,Genk,BEL 1st,1663.84595378582,15,10,5,30,Waregem,1683.56011987424
2012,33,Club Brugge,BEL 1st,1633.07027801428,15,9,6,30,Waregem,1678.37901873078
2012,44,Standard,BEL 1st,1612.47588299861,15,5,10,30,Anderlecht,1754.87938585987
2012,45,Lokeren,BEL 1st,1611.80341914657,14,9,7,30,Waregem,1649.25442862914
2012,106,Mechelen,BEL 1st,1504.09145464466,12,5,13,30,Genk,1622.70796085934
2012,114,Bergen,BEL 1st,1498.06408234047,13,5,12,30,Waregem,1665.0952342198
2012,150,Kortrijk,BEL 1st,1467.81656020673,11,6,13,30,Lokeren,1596.06791467052
2012,167,Gent,BEL 1st,1457.57795236895,8,10,12,30,Lokeren,1610.37302649297
2012,188,Oud-Heverlee Leuven,BEL 1st,1440.30207438734,8,12,10,30,Club Brugge,1656.77835417433
2012,199,Charleroi,BEL 1st,1430.88836861409,10,4,16,30,Anderlecht,1742.68385589314
2012,235,Waasland-Beveren,BEL 1st,1383.52920445161,7,9,14,30,Kortrijk,1512.68796279315
2012,244,Lierse,BEL 1st,1355.88692005767,5,11,14,30,Club Brugge,1614.72564005647
2012,263,Germinal,BEL 1st,1288.76473804045,6,5,19,30,Standard,1607.01296372492
2012,265,Cercle Brugge,BEL 1st,1214.53228593314,3,5,22,30,Genk,1663.02586358929
