rank,team,elo,wins,losses,best_win_name,best_win_elo
1,Reading,1656.6699019610708,37.5,8.5,Sheffield United,1576.575984152954
2,PSV Eindhoven,1652.1923491129987,29,5,AZ Alkmaar,1583.2312288222645
3,Juventus,1650.524989886138,32,6,Inter,1595.4892300452423
4,Milan,1647.6510342386641,30,8,Inter,1606.2533199822815
5,Porto,1634.726715429644,27.5,6.5,Sp Lisbon,1610.0851002641816
6,Chelsea,1629.4416367558877,31,7,Man United,1633.813969056791
7,Liverpool,1629.4256254739607,28.5,9.5,Tottenham,1558.9996106521903
8,Man United,1626.063352909574,29,9,Liverpool,1591.595462385917
9,Lyon,1617.6307122463122,29.5,8.5,Marseille,1532.4839717523848
10,Bayern Munich,1607.904047378268,26.5,7.5,Schalke 04,1589.54071559901
11,Barcelona,1607.8019787183464,28.5,9.5,Celta,1539.711235243457
12,Sp Lisbon,1607.7009224966812,25,9,Benfica,1576.7398373645406
13,AZ Alkmaar,1603.1016748726481,25.5,8.5,Feyenoord,1605.1912829571447
14,Valenciennes,1600.4387529905139,26.5,11.5,Sedan,1577.1611660562537
15,Werder Bremen,1596.6531130800445,24.5,9.5,Bayern Munich,1617.039701860674
16,Preston,1593.0779058249668,30,16,Leeds,1565.839959155968
17,Feyenoord,1592.891735594619,25,9,PSV Eindhoven,1580.3651297903864
18,Atalanta,1587.6193343303264,28.5,13.5,Mantova,1551.738463916141
19,Fiorentina,1586.237180540669,26,12,Inter,1606.5349413735648
20,Sheffield United,1584.4881514815092,32,14,Crystal Palace,1552.978813870382
21,Sedan,1583.4393828554678,26,12,Creteil,1529.9040503100832
22,Benfica,1583.0187839123487,23.5,10.5,Porto,1590.3323585645394
23,Inter,1581.7295406796018,26.5,11.5,Milan,1558.2365043530017
24,Caen,1581.12988737974,24,14,Bastia,1546.3933940602096
25,Roma,1580.9965874580578,25,13,Milan,1572.2982055138932
26,Torino,1580.6376070524332,27.5,14.5,Catania,1576.9809408534345
27,Gimnastic,1577.6722801954104,26.5,15.5,Lorca,1552.6185583748022
28,Real Madrid,1577.642724551918,25,13,Osasuna,1547.734707112839
