season,rank,team,league,elo,wins,draws,losses,games,best_win_name,best_win_elo
2024,17,Lorient,FRA 2nd,1713.29801425883,22,5,7,34,Paris FC,1657.40015235879
2024,32,Metz,FRA 2nd,1663.22626216428,18,11,5,34,Paris FC,1660.0758799469
2024,35,Paris FC,FRA 2nd,1645.45822203643,21,6,7,34,Lorient,1707.59151344697
2024,70,Guingamp,FRA 2nd,1556.8442553174,17,4,13,34,Laval,1558.32532198205
2024,87,Bastia,FRA 2nd,1537.23604618822,11,15,8,34,Paris FC,1649.68586527281
2024,89,Dunkerque,FRA 2nd,1532.3821573689,17,5,12,34,Paris FC,1643.07530650064
2024,99,Laval,FRA 2nd,1520.16759898291,14,8,12,34,Lorient,1718.52755951013
2024,104,Troyes,FRA 2nd,1515.70562504002,13,5,16,34,Metz,1681.41866282923
2024,109,Annecy,FRA 2nd,1511.39741109956,14,9,11,34,Laval,1565.54740282909
2024,122,Rodez,FRA 2nd,1499.98895031253,9,12,13,34,Dunkerque,1587.61740779028
2024,141,Grenoble,FRA 2nd,1476.45466357385,13,7,14,34,Metz,1669.29531526606
2024,169,Ajaccio,FRA 2nd,1449.53192740375,12,6,16,34,Lorient,1723.21711041955
2024,179,Red Star,FRA 2nd,1440.02504935107,9,11,14,34,Metz,1651.92292712447
2024,197,Pau FC,FRA 2nd,1419.78359161575,10,12,12,34,Lorient,1707.85964503216
2024,201,Amiens,FRA 2nd,1417.967206634,13,4,17,34,Lorient,1723.2568857814
2024,214,Martigues,FRA 2nd,1403.00057087839,9,5,20,34,Paris FC,1643.13007611273
2024,221,Clermont,FRA 2nd,1397.69503306018,7,12,15,34,Lorient,1711.7232025783
2024,252,Caen,FRA 2nd,1299.83741471395,5,7,22,34,Bastia,1541.55331312584
