season,rank,team,league,elo,wins,draws,losses,games,best_win_name,best_win_elo
2019,64,Huesca,ESP 2nd,1568.55535374401,21,7,14,42,Almeria,1573.43788214699
2019,70,Vallecano,ESP 2nd,1555.13176623475,13,21,8,42,Huesca,1595.47182159388
2019,77,Almeria,ESP 2nd,1544.7453369529,17,13,12,42,Huesca,1589.89107863567
2019,80,Elche,ESP 2nd,1538.66400260656,16,13,13,42,Almeria,1612.88518534621
2019,82,Fuenlabrada,ESP 2nd,1536.99373663925,15,15,12,42,Cadiz,1605.44317724338
2019,87,Malaga,ESP 2nd,1531.76452518417,11,20,11,42,Cadiz,1574.59494231442
2019,88,Las Palmas,ESP 2nd,1531.02761533787,14,15,13,42,Almeria,1573.41148317845
2019,91,Tenerife,ESP 2nd,1528.97482339522,14,13,15,42,Almeria,1571.4940357524
2019,93,Cadiz,ESP 2nd,1527.50751473842,19,12,11,42,Almeria,1603.3582039271
2019,101,Girona,ESP 2nd,1521.29870497284,17,12,13,42,Vallecano,1562.90855467498
2019,108,Alcorcon,ESP 2nd,1519.51197083873,13,18,11,42,Zaragoza,1583.67372841911
2019,120,Oviedo,ESP 2nd,1506.76898523792,13,14,15,42,Vallecano,1528.83272696801
2019,128,Sp Gijon,ESP 2nd,1497.70062184727,14,12,16,42,Almeria,1591.29717125475
2019,134,Mirandes,ESP 2nd,1492.52383878026,13,17,12,42,Huesca,1575.30527141541
2019,136,Zaragoza,ESP 2nd,1491.45149487329,18,11,13,42,Elche,1560.04079996879
2019,139,Lugo,ESP 2nd,1490.23173898953,12,16,14,42,Huesca,1569.375736883
2019,143,Albacete,ESP 2nd,1486.65890867636,13,13,16,42,Cadiz,1607.50443159777
2019,153,La Coruna,ESP 2nd,1470.79521190777,12,15,15,42,Cadiz,1574.81751425124
2019,193,Ponferradina,ESP 2nd,1430.11275918802,12,15,15,42,Almeria,1595.09540708871
2019,194,Extremadura UD,ESP 2nd,1427.6734997622,10,13,19,42,Elche,1537.82833343182
2019,197,Numancia,ESP 2nd,1426.01508160303,13,11,18,42,Cadiz,1602.89109880444
2019,240,Santander,ESP 2nd,1375.89250848963,5,18,19,42,Almeria,1588.75558368797
