season,rank,team,league,elo,wins,draws,losses,games,best_win_name,best_win_elo
2020,8,Man City,ENG 1st,1760.43546902658,27,5,6,38,Liverpool,1644.90282405195
2020,31,Man United,ENG 1st,1662.43087534021,21,11,6,38,Man City,1795.37553344258
2020,35,Liverpool,ENG 1st,1642.62916589193,20,9,9,38,Man United,1690.0274917652
2020,48,Chelsea,ENG 1st,1602.64076842365,19,10,9,38,Man City,1779.87913766533
2020,50,Arsenal,ENG 1st,1601.22394621708,18,7,13,38,Chelsea,1621.43743724858
2020,56,West Ham,ENG 1st,1589.93282829154,19,8,11,38,Leicester,1604.35459564907
2020,62,Leeds,ENG 1st,1578.61316693846,18,5,15,38,Man City,1789.82544313729
2020,64,Tottenham,ENG 1st,1576.70068061822,18,8,12,38,Man City,1725.85540151491
2020,77,Leicester,ENG 1st,1554.93304959422,20,6,12,38,Man City,1764.46405761686
2020,103,Aston Villa,ENG 1st,1515.63428753699,16,7,15,38,Liverpool,1680.01924542023
2020,115,Everton,ENG 1st,1499.26754981157,17,8,13,38,Chelsea,1630.94520363556
2020,159,Brighton,ENG 1st,1465.64758070098,9,14,15,38,Man City,1767.40025364651
2020,170,Newcastle,ENG 1st,1454.92380342868,12,9,17,38,West Ham,1610.3857711375
2020,208,Wolves,ENG 1st,1409.75582967372,12,9,17,38,Chelsea,1616.56414742556
2020,222,Burnley,ENG 1st,1398.99408780451,10,9,19,38,Liverpool,1648.71893563662
2020,228,Crystal Palace,ENG 1st,1389.36297364372,12,8,18,38,Man United,1662.42048578913
2020,230,Southampton,ENG 1st,1387.03709794171,12,7,19,38,Liverpool,1663.12903360781
2020,258,Fulham,ENG 1st,1337.36089098368,5,13,20,38,Leicester,1590.95265199309
2020,259,West Brom,ENG 1st,1331.85002544664,5,11,22,38,Chelsea,1614.93551670954
2020,269,Sheffield United,ENG 1st,1240.62592268591,7,2,29,38,Man United,1680.28162120406
