season,rank,team,league,elo,wins,draws,losses,games,best_win_name,best_win_elo
2012,2,Porto,POR 1st,1917.95232927481,24,6,0,30,Benfica,1904.39058504862
2012,4,Benfica,POR 1st,1895.31159171194,24,5,1,30,Pacos Ferreira,1613.31450968961
2012,51,Pacos Ferreira,POR 1st,1599.08465872833,14,12,4,30,Sp Braga,1599.11850443899
2012,60,Estoril,POR 1st,1579.68775415301,13,6,11,30,Sp Braga,1597.03560943992
2012,64,Sp Braga,POR 1st,1570.53360800773,16,4,10,30,Estoril,1561.7940831343
2012,91,Sp Lisbon,POR 1st,1521.52324938372,11,9,10,30,Sp Braga,1612.30527902844
2012,117,Nacional,POR 1st,1492.87162858611,11,7,12,30,Sp Braga,1619.46637720092
2012,149,Guimaraes,POR 1st,1469.02988784001,11,7,12,30,Academica,1518.33112910145
2012,157,Rio Ave,POR 1st,1463.64193975851,12,6,12,30,Estoril,1571.38433472336
2012,178,Maritimo,POR 1st,1446.82889157086,9,11,10,30,Estoril,1528.49407690686
2012,236,Academica,POR 1st,1381.38993504518,6,10,14,30,Maritimo,1491.64896230174
2012,248,Moreirense,POR 1st,1347.08424383695,5,9,16,30,Nacional,1500
2012,250,Olhanense,POR 1st,1338.60775541784,5,10,15,30,Estoril,1581.69093243645
2012,254,Beira Mar,POR 1st,1334.13094768999,5,8,17,30,Rio Ave,1526.17276292284
2012,255,Gil Vicente,POR 1st,1330.05649492829,6,7,17,30,Estoril,1544.43626341337
2012,259,Setubal,POR 1st,1312.26508406672,7,5,18,30,Estoril,1563.70113553116
