rank,team,elo,wins,losses,best_win_name,best_win_elo
1,Porto,1678.5118635980523,28.5,1.5,Benfica,1597.51126588936
2,Barcelona,1667.2273358424166,33,5,Real Madrid,1585.990440785199
3,Real Madrid,1652.0070908750638,31.5,6.5,Valencia,1577.636415081127
4,Milan,1626.15704779172,29,9,Inter,1586.724460949919
5,Southampton,1621.1697845699794,32,14,Brighton,1635.5469273709018
6,Man United,1614.4482647807463,28.5,9.5,Chelsea,1597.3014185089608
7,Ajax,1614.4159702599768,25.5,8.5,Twente,1606.9194168508027
8,Lille,1613.8005728682783,27.5,10.5,Marseille,1564.7628165156755
9,Hertha,1611.9143502823893,25.5,8.5,Augsburg,1583.8218863290354
10,Brighton,1608.0245385057347,33.5,12.5,Colchester,1524.3329922833566
11,Huddersfield,1605.799443268354,31,15,Brighton,1621.8299760429256
12,Dortmund,1602.582431488362,26,8,Mainz,1562.6034396810958
13,Inter,1601.0881086047114,26.5,11.5,Lazio,1554.0623267496785
14,Twente,1597.3630969064634,25,9,PSV Eindhoven,1596.8089861284093
15,Norwich,1591.1002701076761,30.5,15.5,QPR,1574.631494848243
16,Bayern Munich,1589.8677847329334,23,11,Leverkusen,1600.04625288012
17,Leverkusen,1586.9213628639054,24,10,Hannover,1528.4650080841095
18,QPR,1585.8658250754017,32,14,Cardiff,1550.394172666099
19,Betis,1584.7339151360138,29,13,Barcelona B,1558.8363668798502
20,Benfica,1584.5181392199006,21.5,8.5,Sp Lisbon,1536.4222827893218
21,PSV Eindhoven,1584.2010701949541,24.5,9.5,Roda,1541.6161226906709
22,Atalanta,1581.550898890006,28.5,13.5,Padova,1525.983669710217
23,Marseille,1579.656813426829,25,13,Rennes,1565.8002379598886
24,Bochum,1578.3288413792184,22.5,11.5,Augsburg,1554.7382884357505
25,Augsburg,1574.8440137012772,23,11,Erzgebirge Aue,1542.5157664304397
26,Man City,1573.669471712862,25,13,Chelsea,1545.8994152663047
27,Chelsea,1572.7046307285377,25,13,Man United,1614.3341432293757
28,Evian Thonon Gaillard,1572.3395615648858,24.5,13.5,Le Mans,1542.656835326824
29,Vallecano,1572.2336238962341,28,14,Betis,1558.6232241279563
30,Reading,1572.2076385811517,28.5,17.5,Ipswich,1525.4750182210514
31,Siena,1568.635284852309,28,14,Varese,1560.899977456369
32,Valencia,1566.4606453573992,25,13,Villarreal,1542.9078005399078
33,Napoli,1564.3526670569254,24.5,13.5,Lazio,1547.9655131007792
34,Greuther Furth,1562.8544349376923,22,12,Munich 1860,1534.256103742167
35,Ajaccio,1562.8435102721742,23.5,14.5,Tours,1540.5303171950886
36,Elche,1562.2785010841226,25.5,16.5,Vallecano,1579.0871538310769
37,Udinese,1561.1550910182668,23,15,Napoli,1594.0126216623878
38,Peterboro,1560.7486861456878,28,18,Carlisle,1524.5410794681568
39,Lyon,1559.4984648477646,23.5,14.5,Marseille,1591.0520025158141
40,Varese,1558.8686384424211,26,16,Siena,1558.8879256925338
41,Barcelona B,1557.771117516469,25.5,16.5,Vallecano,1582.6980008774322
42,Cardiff,1557.2026316907006,28.5,17.5,Leicester,1543.3921828679274
43,Swansea,1556.6443417878572,28,18,Norwich,1577.9307448543843
44,Arsenal,1554.816747364771,24.5,13.5,Man United,1614.7158829813586
45,Dijon,1554.1843681709458,22.5,15.5,Tours,1535.464546520627
