season,rank,team,league,elo,wins,draws,losses,games,best_win_name,best_win_elo
2019,17,Buyuksehyr,TUR 1st,1691.63349074528,20,9,5,34,Besiktas,1598.01832082957
2019,25,Trabzonspor,TUR 1st,1664.94712249,18,11,5,34,Alanyaspor,1621.64503037171
2019,36,Besiktas,TUR 1st,1626.9902745055,19,5,10,34,Alanyaspor,1634.38489494552
2019,45,Alanyaspor,TUR 1st,1607.7819096982,16,9,9,34,Galatasaray,1599.74835848807
2019,62,Galatasaray,TUR 1st,1570.42306920162,15,11,8,34,Alanyaspor,1608.15792291562
2019,71,Sivasspor,TUR 1st,1554.70151156079,17,9,8,34,Trabzonspor,1648.87231977695
2019,90,Fenerbahce,TUR 1st,1529.18975700002,15,8,11,34,Buyuksehyr,1687.60806084861
2019,96,Kasimpasa,TUR 1st,1524.79359091808,12,7,15,34,Buyuksehyr,1707.39617889462
2019,105,Gaziantep,TUR 1st,1520.1618154208,11,13,10,34,Sivasspor,1642.53259201887
2019,114,Antalyaspor,TUR 1st,1513.53136133064,11,12,11,34,Sivasspor,1622.39779975471
2019,180,Goztep,TUR 1st,1445.77729766433,11,9,14,34,Trabzonspor,1671.02351682706
2019,204,Konyaspor,TUR 1st,1418.98390235276,8,12,14,34,Buyuksehyr,1722.3910660531
2019,218,Genclerbirligi,TUR 1st,1400.08835148538,9,9,16,34,Alanyaspor,1627.77610143015
2019,222,Kayserispor,TUR 1st,1397.12891173229,8,8,18,34,Besiktas,1617.55930666366
2019,225,Ankaragucu,TUR 1st,1394.00284696503,7,11,16,34,Fenerbahce,1608.26942185623
2019,227,Rizespor,TUR 1st,1391.06717239198,10,5,19,34,Galatasaray,1639.89239931504
2019,232,Denizlispor,TUR 1st,1383.08764471017,9,8,17,34,Trabzonspor,1696.21344000243
2019,246,Yeni Malatyaspor,TUR 1st,1365.70996982713,8,8,18,34,Buyuksehyr,1691.62888828649
