season,rank,team,league,elo,wins,draws,losses,games,best_win_name,best_win_elo
2011,5,Dortmund,GER 2nd,1837.30367648248,25,6,3,34,Bayern Munich,1750.70036943799
2011,14,Bayern Munich,GER 2nd,1729.44830631433,23,4,7,34,Schalke 04,1649.8772971471
2011,37,Schalke 04,GER 2nd,1621.50273904808,20,4,10,34,M'gladbach,1644.6052245442
2011,38,M'gladbach,GER 2nd,1620.58063909918,17,9,8,34,Bayern Munich,1743.38298995027
2011,55,Stuttgart,GER 2nd,1587.21501043381,15,8,11,34,Schalke 04,1621.50207495132
2011,76,Leverkusen,GER 2nd,1547.15242722981,15,9,10,34,Bayern Munich,1723.30615027327
2011,136,Freiburg,GER 2nd,1480.75258381583,10,10,14,34,M'gladbach,1645.2057746825
2011,138,Hannover,GER 2nd,1480.36810942563,12,12,10,34,Dortmund,1795.1541869453
2011,145,Augsburg,GER 2nd,1474.19208630789,8,14,12,34,M'gladbach,1653.88370088936
2011,156,Nurnberg,GER 2nd,1463.62460793559,12,6,16,34,M'gladbach,1680.72999499389
2011,157,Mainz,GER 2nd,1463.18394435846,9,12,13,34,Bayern Munich,1741.53574847212
2011,165,Wolfsburg,GER 2nd,1456.99731593546,13,5,16,34,Schalke 04,1629.09608718949
2011,185,Hoffenheim,GER 2nd,1442.81115907142,10,11,13,34,Dortmund,1839.64221913153
2011,205,Werder Bremen,GER 2nd,1421.12409829166,11,9,14,34,Stuttgart,1586.17946826799
2011,221,Hamburg,GER 2nd,1399.18903649757,8,12,14,34,Stuttgart,1603.92332338404
2011,242,Hertha,GER 2nd,1355.97549713138,7,10,17,34,Dortmund,1814.42607319021
2011,251,FC Koln,GER 2nd,1329.37664695249,8,6,20,34,Leverkusen,1571.28773804065
2011,259,Kaiserslautern,GER 2nd,1289.20211566894,4,11,19,34,Schalke 04,1616.81539600624
