rank,team,elo,wins,losses,best_win_name,best_win_elo
136,Boavista,1487.9228564522089,16,18,Guimaraes,1519.8875299129165
137,Pau FC,1487.7599035886399,17.5,20.5,Sochaux,1550.254507926437
138,FC Koln,1487.6805244289253,16,18,Leverkusen,1549.4662370173594
139,Reggina,1487.4935193913598,19,19,Genoa,1542.2343330025096
140,Cartagena,1487.1511597432416,21,21,Eibar,1557.3856023791093
141,Fulham,1487.1496195318637,18.5,19.5,Brighton,1529.14738741934
142,Mirandes,1487.0109271532099,19.5,22.5,Levante,1569.5089444611872
143,Huesca,1486.6411595854313,20.5,21.5,Levante,1579.6526361519261
144,Greuther Furth,1484.63849764203,15.5,18.5,Darmstadt,1583.6046312110632
145,Modena,1483.7818330891932,17.5,20.5,Sudtirol,1545.840770515449
146,M'gladbach,1483.583730580747,16,18,Bayern Munich,1587.682585181914
147,Toulouse,1482.3448472119835,17.5,20.5,Rennes,1543.0691312232234
148,Hannover,1481.180386234101,16,18,Darmstadt,1588.8261183360723
149,Ath Bilbao,1480.932886567043,18.5,19.5,Sociedad,1545.7665518689876
150,Rodez,1480.6926083159644,16.5,20.5,Caen,1529.8785129400253
151,Leganes,1480.3556227595116,19.5,22.5,Cartagena,1529.537217268169
152,Annecy,1480.3392248545836,17,21,Le Havre,1617.004534396167
153,Kaiserslautern,1478.9814498096384,17,17,Hamburg,1567.1272100818458
154,Cheltenham,1478.8286833534241,20,26,Bolton,1534.048724549273
155,Ascoli,1478.2924035471674,17.5,20.5,Sudtirol,1549.0796779338787
156,Grenoble,1477.8396287105957,18.5,19.5,Valenciennes,1534.5323888445814
157,Go Ahead Eagles,1477.7018470803548,15,19,Twente,1557.9069992563523
158,Salernitana,1476.7505135474978,16.5,21.5,Lazio,1555.3209690772974
159,Cittadella,1476.6895272267261,17,21,Pisa,1533.5632638939178
160,Crystal Palace,1476.4785386419644,17,21,Aston Villa,1500
161,Sp Gijon,1476.1424110269227,19.5,22.5,Granada,1574.137450153557
162,Norwich,1475.8944575572743,22.5,23.5,Millwall,1541.2062998101908
163,Pisa,1475.5170265268534,18,20,Ternana,1525.6790762971784
164,Vallecano,1475.3196727183908,18,20,Barcelona,1647.0553368614499
165,Valenciennes,1474.9143009786726,17.5,20.5,Le Havre,1603.60572362863
166,Nurnberg,1474.4736402980373,14.5,19.5,Fortuna Dusseldorf,1538.559125194185
167,Hansa Rostock,1473.973853042801,14.5,19.5,Kaiserslautern,1520.9592783833555
168,Nijmegen,1471.7917153795502,15.5,18.5,Waalwijk,1503.4911548564614
169,Shrewsbury,1471.0832962471184,21,25,Wycombe,1558.064197653086
170,Dijon,1470.9895838648738,16,22,Sochaux,1526.2953543353362
171,Exeter,1470.830300698457,20.5,25.5,Barnsley,1602.217994606035
172,Empoli,1470.1970177168876,16.5,21.5,Juventus,1581.8699481502815
173,Strasbourg,1470.1024746767484,15.5,22.5,Reims,1545.5428934968245
174,Rio Ave,1470.0935559644095,15,19,Arouca,1549.4929132668242
175,Laval,1470.0372609121962,16,22,Sochaux,1538.6853182292407
176,Getafe,1469.06208556046,16,22,Betis,1530.4127465612212
177,Cadiz,1468.6857030212493,16,22,Ath Madrid,1547.3981538478572
178,Malaga,1467.67211771895,17,25,Alaves,1530.578728603669
179,Sassuolo,1466.8004459870624,16.5,21.5,Juventus,1581.7015395613485
180,Sochaux,1466.774645877903,18.5,19.5,Guingamp,1518.985075347094
181,Burgos,1465.8177398564508,20.5,21.5,Las Palmas,1546.414932468221
182,Ponferradina,1465.3565637561994,17.5,24.5,Alaves,1543.165662805554
183,Waalwijk,1465.0311567797398,15,19,AZ Alkmaar,1546.9271812385418
184,Cosenza,1462.1743458352983,15.5,22.5,Frosinone,1593.6827784914292
185,Vizela,1460.9918774051926,14.5,19.5,Casa Pia,1533.9356075549829
186,Udinese,1460.5581978387527,17.5,20.5,Milan,1545.4182142475142
187,Volendam,1460.2641049585118,13,21,Sparta Rotterdam,1550.5558869325712
188,Villarreal B,1459.3693319915897,18.5,23.5,Alaves,1558.1413574430949
189,Valencia,1459.0221555672745,15.5,22.5,Real Madrid,1583.785589003054
190,Rotherham,1458.5413937210935,19.5,26.5,Middlesbrough,1560.053330806263
191,Celta,1458.3497679437653,16,22,Barcelona,1628.6482668714204
192,Amiens,1458.321308043857,17,21,Sochaux,1514.6413196445883
193,Wolves,1457.519464976191,15,23,Tottenham,1543.0888323191587
194,Bochum,1456.5421535131793,12.5,21.5,RB Leipzig,1567.1916432467503
195,Chelsea,1456.2260713800945,16.5,21.5,Everton,1500
196,Gil Vicente,1455.9414768655606,13.5,20.5,Porto,1607.0352819825052
197,Casa Pia,1455.9030877653913,15,19,Sp Braga,1548.014627091218
198,Stuttgart,1454.8826462846355,13,21,Mainz,1503.1234337557903
199,Almeria,1454.8367951322055,15,23,Barcelona,1637.410275286124
200,Bristol Rvs,1454.3564050077719,19.5,26.5,Peterboro,1519.408231221132
201,Braunschweig,1453.6421618000597,13.5,20.5,St Pauli,1565.2335573538144
202,West Ham,1453.1523852362423,14.5,23.5,Man United,1572.0487209867915
203,Stoke,1452.4392556832315,19.5,26.5,Sheffield United,1541.9893145833023
204,Brescia,1451.8999125280425,15.5,22.5,Benevento,1501.2000479725739
205,Birmingham,1451.0312700435504,19.5,26.5,QPR,1545.1027771770111
206,Bielefeld,1450.766285921152,12.5,21.5,Darmstadt,1587.2705878011404
207,Schalke 04,1450.5365890194432,12,22,Mainz,1525.9681909969706
208,Nott'm Forest,1450.3701712048496,14.5,23.5,Arsenal,1613.8551148826061
209,Hoffenheim,1450.249033338538,13,21,Union Berlin,1559.2023750712876
210,For Sittard,1449.1456743141996,13,21,Utrecht,1536.7696907790491
211,Perugia,1449.0596003777302,14.5,23.5,Genoa,1530.3572388426971
212,Spal,1448.2819389638914,15,23,Reggina,1545.2671699494142
213,Everton,1448.110098274288,14,24,Arsenal,1620.1925624055839
214,Ternana,1446.9249328028081,16,22,Bari,1556.0428799984857
215,Milton Keynes Dons,1446.4978796408902,17,29,Portsmouth,1521.5577051215535
216,Valladolid,1446.0909728609795,14.5,23.5,Barcelona,1637.7372206325092
217,Espanol,1445.8452731420218,14.5,23.5,Betis,1530.192539274891
218,Morecambe,1445.7488715067898,17,29,Wycombe,1536.4863333035428
219,Cardiff,1442.5846547468166,18,28,Bristol City,1509.7165859605789
220,Auxerre,1441.4677099265125,13.5,24.5,Lorient,1515.1138579506403
221,Estoril,1439.1461252852373,12.5,21.5,Casa Pia,1532.1117985154685
222,Oxford,1438.8369545406404,18,28,Ipswich,1569.6572955688698
223,Reading,1438.7283630541642,18.5,27.5,Blackburn,1527.735461427762
224,Wigan,1437.517813430307,17.5,28.5,Millwall,1522.114100258371
225,Augsburg,1435.9758087415805,12.5,21.5,Union Berlin,1562.2160610390308
226,Nantes,1435.4608232141245,14.5,23.5,Lorient,1518.3733812809824
227,Lecce,1434.964315210066,14,24,Lazio,1550.635370209811
228,Bournemouth,1434.915141367668,14,24,Tottenham,1543.1234961628377
229,QPR,1434.7218009817946,18.5,27.5,Burnley,1646.990328131765
230,Werder Bremen,1433.8301064972654,13,21,Wolfsburg,1543.1805257909546
231,Cambridge,1432.0539046667514,16.5,29.5,Peterboro,1549.9328726011877
232,Benevento,1431.7971192086002,14,24,Frosinone,1519
233,Excelsior,1431.5854226543622,11.5,22.5,AZ Alkmaar,1551.5434170926335
234,Port Vale,1428.7499960310677,18,28,Plymouth,1581.5476451637044
235,Nimes,1427.8205312630585,13,25,Bordeaux,1548.8070532990328
236,Portimonense,1426.2142308932425,12,22,Guimaraes,1519
237,FC Emmen,1425.5399021030748,11,23,PSV Eindhoven,1552.1258408510912
238,Leicester,1425.2377766820578,12.5,25.5,Tottenham,1538.714837057074
239,Accrington,1424.7804068892192,16.5,29.5,Bolton,1563.2783500967178
240,Blackpool,1424.4244871320193,16.5,29.5,Preston,1507.3335386928766
241,Regensburg,1424.1568840858877,11.5,22.5,Paderborn,1523.307118435652
242,Verona,1423.4681971161108,12,26,Bologna,1525.1821627677311
243,Hertha,1422.9905140854842,11,23,Wolfsburg,1524.2417567242103
244,Ibiza,1420.8205613829339,13.5,28.5,Leganes,1516.1293616297603
245,Cremonese,1416.7185007979376,11,27,Roma,1560.7466103942704
246,Spezia,1415.3183286352203,12.5,25.5,Inter,1564.5920281320434
247,Sandhausen,1413.1763713492078,10.5,23.5,Fortuna Dusseldorf,1519
248,Maritimo,1413.1599462658976,9.5,24.5,Sp Lisbon,1542.0649613715323
249,Pacos Ferreira,1407.933446773996,8.5,25.5,Rio Ave,1505.7516156762247
250,Elche,1407.6285458364932,10,28,Ath Madrid,1610.1492365466731
251,Leeds,1403.4946395587424,12,26,Chelsea,1510
252,Niort,1396.8630926495582,11,27,Bordeaux,1543.5283195233787
253,Lugo,1396.668404994032,12.5,29.5,Burgos,1544.1770864848418
254,Santa Clara,1392.3859748673872,8.5,25.5,Estoril,1500.1273614066872
255,Ajaccio,1380.5807839341455,9.5,28.5,Marseille,1578.2319964550882
256,Southampton,1378.0536527603545,9.5,28.5,Chelsea,1509.4174055575816
257,Troyes,1374.7854372021484,10,28,Monaco,1500.2942884915622
258,Cambuur,1370.1765427945418,7,27,PSV Eindhoven,1545.2048829117261
259,Groningen,1363.9341137245997,7,27,PSV Eindhoven,1550.9459344779054
260,Sampdoria,1363.8788920375375,8,30,Sassuolo,1473.4082448619506
261,Angers,1354.2378290823672,7,31,Lille,1563.9349782727365
262,Forest Green,1351.6733861627474,10.5,35.5,Sheffield Weds,1620.918053475635
