season,rank,team,league,elo,wins,draws,losses,games,best_win_name,best_win_elo
2024,11,Leeds,ENG 2nd,1763.90715434422,29,13,4,46,Sheffield United,1654.04304066601
2024,13,Burnley,ENG 2nd,1759.76449042545,28,16,2,46,Leeds,1755.44271812836
2024,42,Sheffield United,ENG 2nd,1623.20403693549,28,8,10,46,Sunderland,1575.29153179496
2024,81,Coventry,ENG 2nd,1546.88488558845,20,9,17,46,Sunderland,1588.5828262892
2024,93,Bristol City,ENG 2nd,1526.56279925484,17,17,12,46,Sunderland,1565.00116925754
2024,111,West Brom,ENG 2nd,1511.0178075325,15,19,12,46,Coventry,1521.99163997102
2024,113,Sunderland,ENG 2nd,1507.49961030384,21,13,12,46,Burnley,1770.86311651891
2024,116,Millwall,ENG 2nd,1503.93118758935,18,12,16,46,Leeds,1750.03839935824
2024,117,Blackburn,ENG 2nd,1503.01799556739,19,9,18,46,Leeds,1748.05421484402
2024,134,Swansea,ENG 2nd,1488.79137439749,17,10,19,46,Sunderland,1578.60654324109
2024,137,Middlesbrough,ENG 2nd,1485.66500186073,18,10,18,46,Sheffield United,1633.57323115414
2024,142,Portsmouth,ENG 2nd,1475.71450937299,14,12,20,46,Leeds,1774.12432702229
2024,144,QPR,ENG 2nd,1475.25745312933,14,14,18,46,Norwich,1529.52816766462
2024,151,Norwich,ENG 2nd,1466.37313489609,14,15,17,46,West Brom,1560.9785550023
2024,152,Derby,ENG 2nd,1465.99863270891,13,11,22,46,Coventry,1570.00116225181
2024,162,Hull,ENG 2nd,1456.54503606921,12,13,21,46,Sheffield United,1662.50236334803
2024,164,Sheffield Weds,ENG 2nd,1455.37009100183,15,13,18,46,West Brom,1572.6013419623
2024,176,Oxford,ENG 2nd,1444.29363380996,13,14,19,46,Sheffield United,1668.13066988032
2024,178,Stoke,ENG 2nd,1442.56589632556,12,15,19,46,Sunderland,1585.02398829422
2024,182,Preston,ENG 2nd,1435.73191728643,10,20,16,46,Middlesbrough,1549.46552045373
2024,183,Luton,ENG 2nd,1435.16564711096,13,10,23,46,Bristol City,1565.69530093166
2024,199,Watford,ENG 2nd,1419.42484021015,16,9,21,46,Sunderland,1562.899094633
2024,213,Plymouth,ENG 2nd,1406.30272251129,11,13,22,46,Sheffield United,1636.08177896801
2024,216,Cardiff,ENG 2nd,1401.01014176755,9,17,20,46,Norwich,1539.00619273329
