season,rank,team,league,elo,wins,draws,losses,games,best_win_name,best_win_elo
2016,18,Anderlecht,BEL 1st,1727.35253498535,18,7,5,30,Gent,1585.55018690018
2016,22,Club Brugge,BEL 1st,1688.3442770817,18,5,7,30,Anderlecht,1714.08832068158
2016,51,Gent,BEL 1st,1600.62745719598,14,8,8,30,Club Brugge,1727.60980536866
2016,68,Waregem,BEL 1st,1566.85710177637,15,9,6,30,Anderlecht,1688.19520592749
2016,71,Genk,BEL 1st,1563.40409332718,14,6,10,30,Club Brugge,1713.80957489029
2016,72,Oostende,BEL 1st,1562.01237948557,14,8,8,30,Club Brugge,1698.56127593801
2016,78,Mechelen,BEL 1st,1550.00004095729,14,6,10,30,Anderlecht,1736.45642036033
2016,85,Charleroi,BEL 1st,1540.65276648428,13,10,7,30,Club Brugge,1666.07566752231
2016,97,Standard,BEL 1st,1520.16534688417,10,12,8,30,Waregem,1620.52393584613
2016,182,Lokeren,BEL 1st,1435.17337866441,7,10,13,30,Club Brugge,1709.82713488857
2016,198,St Truiden,BEL 1st,1421.08406435736,8,6,16,30,Gent,1611.15192513047
2016,203,Waasland-Beveren,BEL 1st,1414.91656137269,7,9,14,30,Anderlecht,1710.82945056186
2016,238,Kortrijk,BEL 1st,1363.8427283694,8,7,15,30,Club Brugge,1688.11401380398
2016,243,Eupen,BEL 1st,1360.24763620264,8,6,16,30,Gent,1625.0760470735
2016,246,Mouscron,BEL 1st,1353.02559029593,7,3,20,30,Standard,1534.34460933378
2016,253,Westerlo,BEL 1st,1332.29404255967,5,8,17,30,Anderlecht,1723.73201343475
