season,rank,team,league,elo,wins,draws,losses,games,best_win_name,best_win_elo
2015,5,Paris SG,FRA 1st,1847.94568191644,30,6,2,38,Lille,1607.68963609231
2015,32,Lyon,FRA 1st,1627.00392354839,19,8,11,38,Paris SG,1884.59521089557
2015,40,Nice,FRA 1st,1608.04403847235,18,9,11,38,Lyon,1638.77502237958
2015,41,Lille,FRA 1st,1607.5904289924,15,15,8,38,Monaco,1587.72678590755
2015,62,Monaco,FRA 1st,1571.73718526007,17,14,7,38,Paris SG,1857.2713370085
2015,81,St Etienne,FRA 1st,1535.20297249496,17,7,14,38,Lyon,1552.92126584235
2015,97,Montpellier,FRA 1st,1514.33327495094,14,7,17,38,Lyon,1615.72146929186
2015,121,Marseille,FRA 1st,1486.69135247418,10,18,10,38,Lille,1576.57236324559
2015,123,Toulouse,FRA 1st,1486.15635125446,9,13,16,38,Nice,1623.97489311705
2015,130,Angers,FRA 1st,1482.96690839234,13,11,14,38,Monaco,1590.19949098985
2015,142,Rennes,FRA 1st,1475.57817530389,13,13,12,38,Lyon,1624.82767645244
2015,145,Bordeaux,FRA 1st,1472.51857772498,12,14,12,38,Lyon,1627.42334049051
2015,152,Guingamp,FRA 1st,1465.68514926177,11,11,16,38,Nice,1588.78320085453
2015,154,Bastia,FRA 1st,1463.87930143011,14,8,16,38,Nice,1569.27039132522
2015,166,Caen,FRA 1st,1457.57619157974,16,6,16,38,Nice,1601.37400189093
2015,187,Nantes,FRA 1st,1439.45128989349,12,12,14,38,Nice,1608.13476638988
2015,206,Lorient,FRA 1st,1420.45672510918,11,13,14,38,Monaco,1577.74036795261
2015,208,Reims,FRA 1st,1419.26068767359,10,9,19,38,Lyon,1661.57494492898
2015,235,Ajaccio GFCO,FRA 1st,1387.09490340579,8,13,17,38,Nice,1638.03925132292
2015,267,Troyes,FRA 1st,1230.82688086093,3,9,26,38,Lille,1549.19821910723
