season,rank,team,league,elo,wins,draws,losses,games,best_win_name,best_win_elo
2020,6,Bayern Munich,GER 2nd,1776.02006230586,24,6,4,34,Dortmund,1685.2808804068
2020,27,Dortmund,GER 2nd,1671.16658671122,20,4,10,34,RB Leipzig,1667.2517418682
2020,37,RB Leipzig,GER 2nd,1638.27210569144,19,8,7,34,Union Berlin,1576.35562731037
2020,40,Wolfsburg,GER 2nd,1628.46130887304,17,10,7,34,Leverkusen,1584.02519718607
2020,52,Ein Frankfurt,GER 2nd,1600.57649589604,16,12,6,34,Bayern Munich,1762.06016008147
2020,88,M'gladbach,GER 2nd,1541.42893965845,13,10,11,34,Bayern Munich,1774.19306837412
2020,93,Union Berlin,GER 2nd,1531.54368028143,12,14,8,34,RB Leipzig,1652.5234891136
2020,96,Leverkusen,GER 2nd,1527.86698531377,14,10,10,34,Dortmund,1644.18038815765
2020,122,Hoffenheim,GER 2nd,1490.93251776617,11,10,13,34,Bayern Munich,1778.61024022376
2020,133,Freiburg,GER 2nd,1481.62820509212,12,9,13,34,Dortmund,1618.89626404774
2020,139,Stuttgart,GER 2nd,1477.89408286765,12,9,13,34,Dortmund,1664.18498712271
2020,153,Mainz,GER 2nd,1467.34903154977,10,9,15,34,Bayern Munich,1787.49469382516
2020,186,Hertha,GER 2nd,1433.68102160218,8,11,15,34,Union Berlin,1555.25860316806
2020,209,Bielefeld,GER 2nd,1408.72723442463,9,8,17,34,Leverkusen,1565.50559013767
2020,241,Augsburg,GER 2nd,1377.68453118509,10,6,18,34,Dortmund,1684.53307712508
2020,244,FC Koln,GER 2nd,1376.56129174801,8,9,17,34,Dortmund,1686.09312026535
2020,256,Werder Bremen,GER 2nd,1347.34276957781,7,10,17,34,Ein Frankfurt,1647.15809082038
2020,271,Schalke 04,GER 2nd,1222.86314945532,3,7,24,34,Ein Frankfurt,1607.35759305792
