season,rank,team,league,elo,wins,draws,losses,games,best_win_name,best_win_elo
2001,3,Arsenal,ENG 1st,1784.48168811591,26,9,3,38,Man United,1720.89161310695
2001,10,Liverpool,ENG 1st,1720.44534503349,24,8,6,38,Man United,1686.88675640566
2001,14,Man United,ENG 1st,1701.85072185364,24,5,9,38,Chelsea,1637.60189131988
2001,43,Chelsea,ENG 1st,1605.4576979067,17,13,8,38,Liverpool,1719.99531831982
2001,44,Newcastle,ENG 1st,1603.55813439204,21,8,9,38,Arsenal,1725.77280783502
2001,61,Leeds,ENG 1st,1576.2834136009,18,12,8,38,Arsenal,1790.30574903544
2001,93,Blackburn,ENG 1st,1521.83142953654,12,10,16,38,Charlton,1523.29666453071
2001,116,West Ham,ENG 1st,1500.52509180892,15,8,15,38,Man United,1633.59787211196
2001,142,Southampton,ENG 1st,1477.86427294009,12,9,17,38,Liverpool,1664.5902555274
2001,145,Tottenham,ENG 1st,1474.97516951602,14,8,16,38,Liverpool,1724.82146912646
2001,147,Aston Villa,ENG 1st,1474.43407502377,12,14,12,38,Liverpool,1707.34793424939
2001,191,Fulham,ENG 1st,1441.61518391596,10,14,14,38,Newcastle,1604.23089464373
2001,192,Middlesbrough,ENG 1st,1439.96467134504,12,9,17,38,Man United,1708.66110989154
2001,195,Charlton,ENG 1st,1434.24970830257,10,14,14,38,Arsenal,1750.23694627957
2001,206,Everton,ENG 1st,1425.88135642994,11,10,17,38,Aston Villa,1559.50017883953
2001,233,Bolton,ENG 1st,1390.40472670754,9,13,16,38,Liverpool,1725.01429116837
2001,234,Ipswich,ENG 1st,1388.21321398867,9,9,20,38,Tottenham,1541.26862433409
2001,241,Sunderland,ENG 1st,1375.16114852041,10,10,18,38,Leeds,1627.96152152697
2001,250,Leicester,ENG 1st,1337.78862888587,5,13,20,38,Aston Villa,1539.67202987354
2001,251,Derby,ENG 1st,1325.014322176,8,6,24,38,Blackburn,1522.17012639374
