season,rank,team,league,elo,wins,draws,losses,games,best_win_name,best_win_elo
2017,6,Paris SG,FRA 1st,1824.93923373117,29,6,3,38,Monaco,1713.99720443459
2017,24,Lyon,FRA 1st,1690.78449746618,23,9,6,38,Paris SG,1867.5557955133
2017,30,Monaco,FRA 1st,1676.64235269262,24,8,6,38,Lyon,1701.85086749169
2017,31,Marseille,FRA 1st,1671.37717756343,22,11,5,38,Rennes,1540.15180369808
2017,58,Rennes,FRA 1st,1584.89005673529,16,10,12,38,Paris SG,1866.62007769593
2017,79,Bordeaux,FRA 1st,1553.84574644216,16,7,15,38,Lyon,1728.72910557357
2017,90,St Etienne,FRA 1st,1537.97531793723,15,10,13,38,Nice,1523.97737796053
2017,96,Nice,FRA 1st,1523.7484188725,15,9,14,38,Monaco,1716.31008528167
2017,109,Montpellier,FRA 1st,1511.95890403176,11,18,9,38,St Etienne,1553.53523764721
2017,129,Amiens,FRA 1st,1484.86204528526,12,9,17,38,Bordeaux,1564.61382414554
2017,142,Nantes,FRA 1st,1467.68574843922,14,10,14,38,Monaco,1685.88190539332
2017,155,Dijon,FRA 1st,1455.4777860551,13,9,16,38,Rennes,1541.06251996244
2017,158,Guingamp,FRA 1st,1451.88357940416,12,11,15,38,Monaco,1697.30557489314
2017,174,Angers,FRA 1st,1441.22487605772,9,14,15,38,Caen,1523.67331668357
2017,223,Toulouse,FRA 1st,1387.84713892504,9,10,19,38,Rennes,1563.20940131155
2017,229,Lille,FRA 1st,1383.63031587741,10,8,20,38,Lyon,1708.69724743918
2017,236,Strasbourg,FRA 1st,1371.68198815151,9,11,18,38,Paris SG,1868.59452931457
2017,255,Caen,FRA 1st,1335.23219465948,10,8,20,38,Rennes,1557.94258330836
2017,257,Troyes,FRA 1st,1329.7923324562,9,6,23,38,St Etienne,1563.68700582798
2017,261,Metz,FRA 1st,1314.52028921655,6,8,24,38,Rennes,1568.91584925127
