season,rank,team,league,elo,wins,draws,losses,games,best_win_name,best_win_elo
2004,19,Lyon,FRA 1st,1690.63930674487,22,13,3,38,Lille,1569.79798653884
2004,46,Monaco,FRA 1st,1594.18663186995,15,18,5,38,Lille,1597.3201791499
2004,47,Lille,FRA 1st,1589.91559356492,18,13,7,38,Lyon,1698.05910868827
2004,69,Rennes,FRA 1st,1552.87082453062,15,10,13,38,Auxerre,1540.85787728519
2004,74,St Etienne,FRA 1st,1548.90455200444,12,17,9,38,Marseille,1566.08843298143
2004,83,Lens,FRA 1st,1535.589610825,13,13,12,38,Rennes,1564.80738248792
2004,92,Strasbourg,FRA 1st,1522.61104051621,12,12,14,38,Auxerre,1548.84507702492
2004,94,Ajaccio,FRA 1st,1520.79859971464,10,15,13,38,Lille,1600.00286028756
2004,102,Paris SG,FRA 1st,1509.538748829,12,15,11,38,Lyon,1683.36482033637
2004,118,Marseille,FRA 1st,1497.00524443556,15,10,13,38,Lille,1604.04552026158
2004,137,Nice,FRA 1st,1481.08740857743,10,16,12,38,Monaco,1619.01939116766
2004,143,Sochaux,FRA 1st,1477.95629555613,13,11,14,38,Monaco,1587.82892108722
2004,150,Nantes,FRA 1st,1472.04503658012,10,13,15,38,Lens,1541.54213438944
2004,163,Auxerre,FRA 1st,1463.63310204836,14,10,14,38,Rennes,1561.98402717597
2004,175,Metz,FRA 1st,1450.19985489966,10,14,14,38,Auxerre,1568.05657491355
2004,177,Bordeaux,FRA 1st,1448.22130344093,8,20,10,38,St Etienne,1565.72042723429
2004,201,Bastia,FRA 1st,1433.20430968414,11,8,19,38,Lille,1590.18009747416
2004,219,Toulouse,FRA 1st,1416.37677665014,12,10,16,38,Lille,1621.6986313315
2004,222,Caen,FRA 1st,1414.12074525421,10,12,16,38,Lyon,1695.09520056181
2004,246,Istres,FRA 1st,1381.09501427369,6,14,18,38,Auxerre,1539.46488808948
