season,rank,team,league,elo,wins,draws,losses,games,best_win_name,best_win_elo
2006,24,Metz,FRA 2nd,1646.6050756633,22,10,6,38,Caen,1641.00604076718
2006,32,Amiens,FRA 2nd,1627.04089491391,21,6,11,38,Strasbourg,1586.82078509053
2006,40,Caen,FRA 2nd,1611.8459083419,19,14,5,38,Amiens,1555.35555128719
2006,47,Strasbourg,FRA 2nd,1590.31733988741,19,13,6,38,Metz,1674.82164659529
2006,66,Grenoble,FRA 2nd,1562.469382394,15,14,9,38,Metz,1689.0784369171
2006,97,Guingamp,FRA 2nd,1522.29492215947,11,13,14,38,Bastia,1547.40562023565
2006,100,Le Havre,FRA 2nd,1519.45126626204,15,11,12,38,Reims,1544.32996472824
2006,108,Brest,FRA 2nd,1509.01598789306,10,15,13,38,Le Havre,1574.50742484714
2006,111,Dijon,FRA 2nd,1507.83471501248,14,12,12,38,Strasbourg,1612.56461363243
2006,116,Bastia,FRA 2nd,1502.55965456242,14,11,13,38,Metz,1675.68956928256
2006,123,Niort,FRA 2nd,1500.40562149224,10,14,14,38,Amiens,1607.44147829891
2006,138,Gueugnon,FRA 2nd,1486.20916110447,13,9,16,38,Metz,1662.21823358191
2006,145,Chateauroux,FRA 2nd,1481.42967269899,15,9,14,38,Amiens,1582.30934489509
2006,149,Montpellier,FRA 2nd,1477.7213661848,11,11,16,38,Grenoble,1576.10743834057
2006,170,Ajaccio,FRA 2nd,1458.04995785463,12,11,15,38,Metz,1705.37712094748
2006,200,Reims,FRA 2nd,1436.15666300145,12,11,15,38,Metz,1659.57345278532
2006,204,Libourne,FRA 2nd,1435.05890515263,12,8,18,38,Strasbourg,1599.77993072835
2006,208,Creteil,FRA 2nd,1431.84022922631,9,13,16,38,Caen,1619.97230130389
2006,243,Istres,FRA 2nd,1371.32576371335,8,11,19,38,Strasbourg,1612.12452771805
2006,262,Tours,FRA 2nd,1322.36751248118,6,8,24,38,Ajaccio,1517.72818305275
