season,rank,team,league,elo,wins,draws,losses,games,best_win_name,best_win_elo
2016,9,Napoli,ITA 1st,1805.3399901285,26,8,4,38,Roma,1789.95149368386
2016,12,Roma,ITA 1st,1792.97077566444,28,3,7,38,Juventus,1792.31424159284
2016,13,Juventus,ITA 1st,1781.53154891893,29,4,5,38,Roma,1774.30668244002
2016,35,Atalanta,ITA 1st,1636.91713069727,21,9,8,38,Napoli,1794.33340124973
2016,49,Inter,ITA 1st,1606.55930855808,19,5,14,38,Juventus,1794.79269479081
2016,57,Lazio,ITA 1st,1587.16158968635,21,7,10,38,Roma,1785.63278368687
2016,76,Milan,ITA 1st,1552.20358346551,18,9,11,38,Juventus,1790.60975887354
2016,93,Fiorentina,ITA 1st,1527.34312584803,16,12,10,38,Juventus,1796.26103898411
2016,96,Torino,ITA 1st,1521.70311943158,13,14,11,38,Roma,1776.87908162298
2016,129,Sassuolo,ITA 1st,1481.33684392323,13,7,18,38,Inter,1588.95376212366
2016,156,Sampdoria,ITA 1st,1458.82998770631,12,12,14,38,Roma,1775.96854675604
2016,184,Udinese,ITA 1st,1434.69650704382,12,9,17,38,Atalanta,1635.71530026138
2016,191,Cagliari,ITA 1st,1429.2647100075,14,5,19,38,Atalanta,1618.20480457254
2016,194,Crotone,ITA 1st,1427.8656571152,9,7,22,38,Inter,1644.44316718372
2016,214,Bologna,ITA 1st,1408.69395947452,11,8,19,38,Torino,1538.894429517
2016,236,Chievo,ITA 1st,1368.11563394576,12,7,19,38,Lazio,1611.12108240806
2016,251,Genoa,ITA 1st,1338.69766692323,9,9,20,38,Juventus,1793.5289919742
2016,256,Empoli,ITA 1st,1316.6797114371,8,8,22,38,Milan,1584.4224802719
2016,262,Palermo,ITA 1st,1277.62546468688,6,8,24,38,Atalanta,1586.24331538099
2016,265,Pescara,ITA 1st,1246.46368533776,3,9,26,38,Sassuolo,1510.3972077084
