season,rank,team,league,elo,wins,draws,losses,games,best_win_name,best_win_elo
2014,10,Bayern Munich,GER 2nd,1730.93007361936,25,4,5,34,Wolfsburg,1692.80333528655
2014,21,Wolfsburg,GER 2nd,1692.81827653341,20,9,5,34,Bayern Munich,1790.70690057347
2014,23,M'gladbach,GER 2nd,1684.67362000619,19,9,6,34,Bayern Munich,1789.27882889624
2014,36,Leverkusen,GER 2nd,1636.17964969954,17,10,7,34,Bayern Munich,1782.70091215875
2014,84,Dortmund,GER 2nd,1545.97718095448,13,7,14,34,M'gladbach,1688.41480506114
2014,118,Augsburg,GER 2nd,1498.66280972747,15,4,15,34,Bayern Munich,1759.83469240895
2014,135,FC Koln,GER 2nd,1482.3275288266,9,13,12,34,Schalke 04,1544.06745784308
2014,145,Mainz,GER 2nd,1476.82507224779,9,13,12,34,Dortmund,1553.91818986841
2014,147,Schalke 04,GER 2nd,1475.75310699558,13,9,12,34,Wolfsburg,1707.74933248444
2014,155,Ein Frankfurt,GER 2nd,1466.54244281767,11,10,13,34,M'gladbach,1672.32290006118
2014,165,Werder Bremen,GER 2nd,1456.45189195608,11,10,13,34,Leverkusen,1613.79664243314
2014,175,Hoffenheim,GER 2nd,1449.00601648549,12,8,14,34,Paderborn,1519.96988612704
2014,188,Stuttgart,GER 2nd,1436.03623140748,9,9,16,34,Hannover,1518.93899790528
2014,197,Freiburg,GER 2nd,1428.07317171157,7,13,14,34,Bayern Munich,1742.30420636371
2014,199,Hannover,GER 2nd,1421.43082570332,9,10,15,34,Augsburg,1524.5498946897
2014,215,Hamburg,GER 2nd,1403.01431262331,9,8,17,34,Leverkusen,1615.72236870249
2014,223,Hertha,GER 2nd,1389.31207596304,9,8,17,34,Wolfsburg,1687.01721771035
2014,256,Paderborn,GER 2nd,1325.98571272162,7,10,17,34,Hannover,1524.97327386164
