rank,team,elo,wins,losses,best_win_name,best_win_elo
1,Porto,1650.6404001764606,29.5,4.5,Benfica,1589.0912926069523
2,PSV Eindhoven,1647.3640125809795,29,5,Ajax,1599.625710889978
3,Ajax,1647.3442068556385,28.5,5.5,Feyenoord,1524.0475755613472
4,Man United,1644.3285141299523,29,9,Newcastle,1578.194587644622
5,Feyenoord,1644.1874155438572,27.5,6.5,PSV Eindhoven,1656.8617283278081
6,Wigan,1631.4569699123078,35.5,10.5,Crewe,1586.2793529215157
7,Portsmouth,1618.989087294721,34.5,11.5,Reading,1555.1363844781858
8,Benfica,1617.6239776341868,26,8,Sp Lisbon,1543.5106133767533
9,Real Madrid,1615.3169710398372,28,10,La Coruna,1579.768086626593
10,Bayern Munich,1611.4367084241546,26,8,Stuttgart,1547.9069651935465
11,Juventus,1606.5458405026202,25.5,8.5,Inter,1575.819312116739
12,Leicester,1605.6989245262298,33,13,Portsmouth,1587.816361912742
13,Arsenal,1600.8906796222218,27.5,10.5,Chelsea,1551.3056624477704
14,Sociedad,1590.3573389689702,27,11,Real Madrid,1610.7016298079554
15,QPR,1586.8667112532062,29.5,16.5,Cardiff,1571.6180377195901
16,Freiburg,1584.4959951673816,23.5,10.5,FC Koln,1607.144163830399
17,Murcia,1583.9556002782517,28,14,Zaragoza,1552.1678885923354
18,Crewe,1581.5749090435352,30.5,15.5,Oldham,1572.272157273527
19,Tranmere,1580.8128256094367,28.5,17.5,Crewe,1573.4557778362896
20,Siena,1579.9549541749516,25.5,12.5,Sampdoria,1550.572289041339
21,Toulouse,1577.8956588049757,25.5,12.5,Le Mans,1552.727568751142
22,La Coruna,1576.5775953419131,25,13,Sociedad,1572.1092873932382
23,Lyon,1572.6734417643743,24.5,13.5,Bordeaux,1557.647354181568
24,Sampdoria,1569.6608771112726,25,13,Ancona,1553.4203503691829
25,Oldham,1568.5383342104005,30,16,Crewe,1560.3061932677588
26,Wolves,1567.8554852154518,28,18,Reading,1552.766175568246
27,Lazio,1566.868600717677,22.5,11.5,Juventus,1547.506816023274
28,Bristol City,1566.591759511591,29.5,16.5,Cardiff,1570.0794170012043
29,Inter,1566.2064692972813,23,11,Bologna,1528.5876942034856
30,Le Mans,1565.8906792518235,25,13,Chateauroux,1544.9423176119528
31,Monaco,1564.456655059604,24,14,Guingamp,1537.1683815161425
32,Metz,1563.7320656135198,24,14,Le Mans,1533.1306015465639
33,Ein Frankfurt,1563.6251479988623,22.5,11.5,Greuther Furth,1528.2865247218551
34,Lecce,1562.8158827672191,24,14,Palermo,1549.7073255117452
35,FC Koln,1562.378010736936,23.5,10.5,Freiburg,1540.858528922532
36,Newcastle,1561.9008751043184,24,14,Everton,1546.5450473963967
37,Sochaux,1561.5996482201665,23.5,14.5,Marseille,1558.7551322494014
38,Lorient,1560.689444091235,23.5,14.5,Chateauroux,1554.187982973836
39,Greuther Furth,1559.6060475286824,21,13,FC Koln,1596.7079902064731
40,Albacete,1559.2373889888077,27,15,Las Palmas,1526.3089068910003
41,Mainz,1558.312145844161,21.5,12.5,FC Koln,1593.98580233264
42,Bordeaux,1557.916366109557,23,15,Monaco,1573.9659340957746
43,Sheffield United,1556.4328092336996,28.5,17.5,Leicester,1621.0798906868783
44,Chelsea,1555.3805153768603,24,14,Liverpool,1552.5519112837915
45,Hamburg,1554.5600410009065,20.5,13.5,Werder Bremen,1551.6451881117425
46,Auxerre,1552.67582210825,23,15,Bordeaux,1555.0277914297055
47,Zaragoza,1550.7292382184794,26,16,Levante,1548.429469372765
48,Dortmund,1550.6713292733498,21.5,12.5,Bayern Munich,1606.4380207859385
49,Udinese,1549.4647626774884,20,14,Inter,1580.3548559629287
50,Parma,1549.2438708355976,20.5,13.5,Milan,1574.2399963305718
