season,rank,team,league,elo,wins,draws,losses,games,best_win_name,best_win_elo
2022,20,Genk,BEL 1st,1705.5645154935,23,6,5,34,Antwerp,1718.41807498464
2022,21,St. Gilloise,BEL 1st,1703.00914197485,23,6,5,34,Genk,1741.93573235686
2022,23,Antwerp,BEL 1st,1700.47148492851,22,6,6,34,Genk,1773.71699423531
2022,52,Club Brugge,BEL 1st,1609.07638725934,16,11,7,34,Genk,1705.516900563
2022,57,Gent,BEL 1st,1593.99186046199,16,8,10,34,Club Brugge,1640.88640283691
2022,62,Standard,BEL 1st,1581.97357448719,16,7,11,34,Antwerp,1744.76885467652
2022,77,Westerlo,BEL 1st,1555.45452062341,14,9,11,34,St. Gilloise,1700.68180270993
2022,83,Cercle Brugge,BEL 1st,1550.40033528312,13,11,10,34,Gent,1609.39312989555
2022,100,Oud-Heverlee Leuven,BEL 1st,1529.32208183566,13,9,12,34,Standard,1594.66766539029
2022,107,Anderlecht,BEL 1st,1521.6918415766,13,7,14,34,Cercle Brugge,1538.07998906439
2022,125,Charleroi,BEL 1st,1493.26959962973,14,6,14,34,Antwerp,1703.46867272659
2022,164,St Truiden,BEL 1st,1457.59374524356,11,9,14,34,Westerlo,1552.81922572675
2022,190,Mechelen,BEL 1st,1433.46810871454,11,7,16,34,St. Gilloise,1699.01834713314
2022,244,Waregem,BEL 1st,1351.07896967734,6,9,19,34,Anderlecht,1520.71465678656
2022,245,Kortrijk,BEL 1st,1347.36444900096,8,7,19,34,Genk,1781.81472161008
2022,253,Oostende,BEL 1st,1313.09470002108,7,6,21,34,Club Brugge,1620.78153353273
2022,257,Eupen,BEL 1st,1302.32322628999,7,7,20,34,Club Brugge,1622.27952040557
2022,263,Seraing,BEL 1st,1250.85145749865,5,5,24,34,Standard,1592.41705146402
