season,rank,team,league,elo,wins,draws,losses,games,best_win_name,best_win_elo
2009,11,Rangers,SCO 1st,1756.56257550863,26,9,3,38,Celtic,1734.3697497447
2009,16,Celtic,SCO 1st,1715.42697910155,25,6,7,38,Rangers,1778.87771588225
2009,66,Dundee United,SCO 1st,1561.35295745784,17,12,9,38,Celtic,1712.71665479017
2009,99,Motherwell,SCO 1st,1514.04150213902,13,14,11,38,Dundee United,1577.60489307346
2009,108,Hamilton,SCO 1st,1506.58628748049,13,10,15,38,Dundee United,1558.59419580911
2009,125,St Johnstone,SCO 1st,1487.45285276135,12,11,15,38,Rangers,1802.19841383643
2009,134,Hibernian,SCO 1st,1481.79691358796,15,9,14,38,Celtic,1706.46737655402
2009,158,Hearts,SCO 1st,1467.16665327917,13,9,16,38,Celtic,1716.68600276659
2009,219,St Mirren,SCO 1st,1403.20692773803,7,13,18,38,Celtic,1689.58072436312
2009,228,Aberdeen,SCO 1st,1384.50124006953,10,11,17,38,Rangers,1748.92386378438
2009,236,Falkirk,SCO 1st,1367.6053746774,6,13,19,38,Motherwell,1534.95446412899
2009,240,Kilmarnock,SCO 1st,1354.29973619903,8,9,21,38,Celtic,1695.39687630448
