rank,team,league,elo,wins,draws,losses,best_win_name,best_win_elo
85,Ciudad de Murcia,ESP2,1518.05997264489,18,9,15,Sp Gijon,1524.1825213427617
86,Plymouth,ENG2,1517.8438786444724,17,16,13,Crystal Palace,1525.6111037676956
87,Carlisle,ENG3,1516.6758389959587,19,11,16,Nott'm Forest,1552.0626013660378
88,Bordeaux,FRA,1516.255601127774,16,9,13,Lyon,1602.9609060143762
89,Reggina,ITA,1515.749052301316,12,15,11,Milan,1586.2071952970493
90,Albacete,ESP2,1515.3949532813056,16,12,14,Murcia,1571.152176876578
91,Groningen,NED,1514.2455501414981,15,6,13,Feyenoord,1545.5298247358096
92,Elche,ESP2,1514.1266543170777,16,10,16,Murcia,1589.8115815922906
93,Feyenoord,NED,1512.1323135435555,15,8,11,AZ Alkmaar,1562.8743566669364
94,Nurnberg,GER,1510.6602515635125,11,15,8,Stuttgart,1546.7128708027053
95,Arezzo,ITA2,1510.4587394757827,12,15,15,Rimini,1546.6766964177912
96,Lens,FRA,1510.071183312205,15,12,11,Sochaux,1524.784630805213
97,Pacos Ferreira,POR,1509.4905065103032,10,12,8,Sp Braga,1521.668804127703
98,Tenerife,ESP2,1509.087715209741,18,6,18,Murcia,1577.477084834591
99,Aston Villa,ENG,1508.9203798109347,11,17,10,Everton,1512.6085531474232
100,Preston,ENG2,1507.6630580805197,22,8,16,Birmingham,1584.3546603341974
101,Toulouse,FRA,1507.2815407756507,16,8,14,Lyon,1616.5842374834351
102,Palermo,ITA,1507.0951023981597,16,10,12,Milan,1526.6901416096173
103,Bochum,GER,1507.0926089274456,13,6,15,Schalke 04,1588.761290445746
104,Portsmouth,ENG,1507.062297051222,14,12,12,Man United,1648.4116315376966
105,Dijon,FRA2,1506.9345071430075,14,12,12,Strasbourg,1586.782441082255
106,Lecce,ITA2,1506.3017329530376,17,7,18,Piacenza,1541.7439874592924
107,Tranmere,ENG3,1506.148423201532,18,13,15,Yeovil,1550.1151024404887
108,Empoli,ITA,1505.391763796589,14,12,12,Roma,1589.1085604891773
109,Leiria,POR,1504.5855138412196,10,11,9,Porto,1595.6272592052283
110,Paris SG,FRA,1504.506537868562,12,12,14,Lens,1547.7261038147333
111,Reading,ENG,1503.9052373561049,16,7,15,Bolton,1518.8002194400055
112,Bastia,FRA2,1503.2961736248017,14,11,13,Metz,1589.6880030998334
113,Atalanta,ITA,1502.9470416394577,12,14,12,Roma,1609.193131203216
114,Numancia,ESP2,1502.3566461269781,15,13,14,Cadiz,1518.1171035396292
115,Malaga,ESP2,1502.2846562972884,14,13,15,Salamanca,1540.7983382064663
116,FC Koln,GER2,1501.5227901259125,12,10,12,Duisburg,1550.786446052866
117,Guingamp,FRA2,1500.7649210069198,11,13,14,Bastia,1535.4032371320775
118,Ipswich,ENG2,1500.5373222385617,18,8,20,Birmingham,1580.690091102333
119,Castellon,ESP2,1500.3700075704744,15,11,16,Valladolid,1619.523035412243
120,Recreativo,ESP,1500.055344347809,15,9,14,Real Madrid,1557.5417734234488
121,Bolton,ENG,1499.9473483089882,16,8,14,Portsmouth,1538.8953821752357
122,Huddersfield,ENG3,1499.8589929532275,14,17,15,Swansea,1531.4821279971095
123,Blackburn,ENG,1499.5637083305733,15,7,16,Liverpool,1545.8449103618013
124,Le Havre,FRA2,1498.9367007191263,15,11,12,Reims,1524.6838955636838
125,Le Mans,FRA,1497.4498604447099,11,16,11,Marseille,1529.6657680582966
126,Northampton,ENG3,1497.0972068604515,15,14,17,Scunthorpe,1614.4400538743735
127,Poli Ejido,ESP2,1496.6289641999783,16,10,16,Murcia,1552.098263014522
128,Chateauroux,FRA2,1496.3098926789933,15,9,14,Grenoble,1526.4104732871137
129,Doncaster,ENG3,1496.2328812234337,16,15,15,Nott'm Forest,1555.3239530136605
130,Munich 1860,GER2,1494.5179293987142,14,6,14,Karlsruhe,1581.5181862343936
131,Santander,ESP,1493.206868734426,12,14,12,Real Madrid,1556.9354372819712
132,Brest,FRA2,1491.267815904042,10,15,13,Le Havre,1542.8585623507252
133,Nice,FRA,1490.5475169638996,9,16,13,Marseille,1534.7112926077205
134,Espanol,ESP,1490.4585876409235,12,13,13,Barcelona,1571.5478811925645
135,Parma,ITA,1489.8962487885822,10,12,16,Fiorentina,1582.7695137579437
136,Lorient,FRA,1489.6976490053275,12,13,13,Lens,1552.5086177225646
137,Modena,ITA2,1489.6974337435183,12,13,17,Brescia,1525.3090220215092
138,Niort,FRA2,1489.073304413584,10,14,14,Amiens,1557.7014961718728
139,Dortmund,GER,1488.2626109863518,12,8,14,Schalke 04,1584.215754736887
140,Hannover,GER,1487.980227180451,12,8,14,Hertha,1532.5495083023648
141,Sampdoria,ITA,1487.9461245551736,13,10,15,Reggina,1501.825675605543
142,Mallorca,ESP,1487.2263466441204,14,7,17,Sevilla,1562.823047123415
143,Nijmegen,NED,1487.0606858058716,12,8,14,PSV Eindhoven,1597.3780841763416
144,Sp Gijon,ESP2,1486.9784771269422,16,8,18,Ciudad de Murcia,1531.24682949683
145,Salamanca,ESP2,1486.4857969351565,15,12,15,Ciudad de Murcia,1529.0107310091137
146,Crewe,ENG3,1485.7413644683004,17,9,20,Carlisle,1533.3105621362238
147,Verona,ITA2,1485.7232573771512,12,12,18,Mantova,1552.1574476748244
148,Getafe,ESP,1485.6144636942352,14,10,14,Valencia,1546.3041386212178
149,Bielefeld,GER,1485.5790447854338,11,9,14,Werder Bremen,1584.314545266663
150,Vicenza,ITA2,1484.8594420633729,12,14,16,Piacenza,1538.4421443122774
151,Treviso,ITA2,1484.7386562731067,11,17,14,Rimini,1527.439258063319
152,Albinoleffe,ITA2,1484.3124612497656,11,20,11,Mantova,1556.3478428630206
153,Gueugnon,FRA2,1483.8714208542297,13,9,16,Metz,1589.704854578573
154,Xerez,ESP2,1483.7519964931773,16,10,16,Almeria,1600.479005102236
155,Nacional,POR,1483.6063737550055,11,6,13,Leiria,1519.1777144820978
156,Hercules,ESP2,1483.348070568379,14,12,16,Valladolid,1606.6941461659717
157,Montpellier,FRA2,1483.0751104941728,11,11,16,Grenoble,1551.1268797033167
158,Est Amadora,POR,1482.9402229897087,9,8,13,Porto,1583.7449548047
159,Ajaccio,FRA2,1481.6900438474088,12,11,15,Metz,1624.526082395933
160,Paderborn,GER2,1481.2943742293328,11,9,14,Freiburg,1565.1284430013802
161,CZ Jena,GER2,1481.052284572317,9,11,14,Freiburg,1570.8668529143201
162,Gillingham,ENG3,1480.2994561592589,17,8,21,Bristol City,1579.4989166535997
163,Bari,ITA2,1479.6792414424567,12,14,16,Juventus,1656.2033200799772
164,Cheltenham,ENG3,1479.4184705805471,15,9,22,Bristol City,1566.7266878646597
165,Boavista,POR,1479.2349068170672,8,11,11,Porto,1609.1510101818114
166,Nancy,FRA,1479.1712899010383,13,10,15,Sochaux,1520.3995986308335
167,Middlesbrough,ENG,1479.0206959695322,12,10,16,Bolton,1539.3283437686111
168,Cottbus,GER,1478.0926952525429,11,8,15,Leverkusen,1521.905430499731
169,Ein Frankfurt,GER,1476.7810396880927,9,13,12,Werder Bremen,1578.262071523722
170,Alaves,ESP2,1475.9674757490548,13,13,16,Xerez,1521.4880197402156
171,Koblenz,GER2,1475.888142835632,11,8,15,Hansa Rostock,1557.858442701902
172,La Coruna,ESP,1475.5500477261282,12,11,15,Real Madrid,1545.7785575874066
173,Las Palmas,ESP2,1475.2188724668265,13,12,17,Murcia,1575.377786847908
174,Erzgebirge Aue,GER2,1475.113911349185,13,6,15,Karlsruhe,1573.1953648902272
175,NAC Breda,NED,1474.1158723171206,12,7,15,Feyenoord,1556.2878536799742
176,Hertha,GER,1473.6023249331304,12,8,14,Schalke 04,1520.0082748727182
177,Frosinone,ITA2,1473.2020453118112,12,14,16,Rimini,1534.4252311007313
178,Cardiff,ENG2,1473.13926016029,17,13,16,Preston,1553.39505146573
179,Lille,FRA,1471.943482963458,13,11,14,Sochaux,1522.4713976943933
180,Port Vale,ENG3,1471.89236035833,18,6,22,Oldham,1566.8395573445437
181,QPR,ENG2,1471.5869265901833,14,11,21,Cardiff,1561.7948321040246
182,Osasuna,ESP,1471.36236978829,13,7,18,Zaragoza,1534.329727214871
183,Burnley,ENG2,1469.2084251351746,15,12,19,Birmingham,1577.1543597194543
184,West Ham,ENG,1468.5418291606961,12,5,21,Man United,1646.5636663836256
185,Udinese,ITA,1468.1957345197757,12,10,16,Milan,1599.9342431922184
186,Norwich,ENG2,1465.9540729108674,16,9,21,Birmingham,1583.0515413590695
187,Reims,FRA2,1465.8285500125385,12,11,15,Strasbourg,1560.6332458632419
188,Livorno,ITA,1465.6864986174844,10,13,15,Messina,1518.6108325179432
189,Leyton Orient,ENG3,1465.5571522783514,12,15,19,Nott'm Forest,1567.0185995860384
190,Essen,GER2,1465.407571253294,8,11,15,Karlsruhe,1587.4592202682288
191,Triestina,ITA2,1465.203172779893,11,16,15,Cesena,1525.086985965768
192,Creteil,FRA2,1464.6195857464932,9,13,16,Caen,1567.7766265773191
193,Ponferradina,ESP2,1464.5711061709085,11,13,18,Ciudad de Murcia,1517.7202852280143
194,Bournemouth,ENG3,1464.552875459005,13,13,20,Nott'm Forest,1571.5611350075174
195,Levante,ESP,1464.3766184371002,10,12,16,Valencia,1560.1838000255607
196,Sparta,NED,1464.2701994418023,10,7,17,Ajax,1564.2777185410002
197,Chievo,ITA,1464.185468862955,9,12,17,Catania,1518.9566530956606
198,Real Madrid B,ESP2,1464.097807930069,13,10,19,Almeria,1595.3099034632942
199,Valenciennes,FRA,1463.989316800362,11,10,17,Nancy,1532.2712938995364
200,Betis,ESP,1463.9741210209625,8,16,14,Valencia,1548.2290567150446
201,Libourne,FRA2,1463.9343184475265,12,8,18,Strasbourg,1574.0539720668205
202,Coventry,ENG2,1463.5120421412528,16,8,22,Wolves,1564.786980746276
203,St Etienne,FRA,1461.8646111551652,14,7,17,Nancy,1519.71225631668
204,Wolfsburg,GER,1460.4140055065657,8,13,13,Bayern Munich,1518.0965684209968
205,Leicester,ENG2,1460.0060629971404,13,14,19,Southampton,1517.1460598853987
206,Ath Bilbao,ESP,1460.0049232501024,10,10,18,Valencia,1546.883308732728
207,Spezia,ITA2,1459.949935114863,11,13,18,Juventus,1642.1647134141915
208,Newcastle,ENG,1458.296848258217,11,10,17,Liverpool,1575.409777454745
209,Hull,ENG2,1457.3089170871565,13,10,23,Birmingham,1571.1349195254236
210,Vitesse,NED,1456.9131883811206,10,8,16,Ajax,1566.2341684466103
211,Cagliari,ITA,1456.5039107229034,9,13,16,Roma,1588.3486796085488
212,Siena,ITA,1456.4944367572882,9,14,15,Lazio,1569.6654116721513
213,Torino,ITA,1454.5326622990785,10,10,18,Roma,1602.5972466635228
214,Offenbach,GER2,1453.9710160476143,9,9,16,Munich 1860,1516.1698320681376
215,Naval,POR,1453.404652575109,7,11,12,Leiria,1517.3116577226865
216,Troyes,FRA,1453.3725905123658,9,12,17,Lyon,1586.107844056482
217,Brighton,ENG3,1452.9661698458413,14,11,21,Nott'm Forest,1547.051440047022
218,Man City,ENG,1452.7314741897328,11,9,18,Aston Villa,1531.5811884154555
219,Cesena,ITA2,1452.5273926845318,12,13,17,Genoa,1540.3789379763828
220,Unterhaching,GER2,1451.793751799072,9,8,17,Greuther Furth,1547.2262977872444
221,Heracles,NED,1450.104026579703,7,11,16,Feyenoord,1534.7502348180142
222,Mainz,GER,1449.243803143484,8,10,16,Nurnberg,1550.4944759965458
223,Sociedad,ESP,1448.5536721318256,8,11,19,Ath Madrid,1539.8585748409696
224,Maritimo,POR,1448.352250056935,8,8,14,Naval,1527.007240089852
225,Burghausen,GER2,1447.7911957829504,7,11,16,Duisburg,1543.3564693303497
226,Catania,ITA,1446.452041404195,10,11,17,Livorno,1520.0408768946274
227,Sedan,FRA,1445.1868174235285,7,14,17,Lille,1541.4032098352443
228,Barnsley,ENG2,1444.188438028521,15,5,26,Birmingham,1564.3519887479954
229,Fulham,ENG,1443.2955775753608,8,15,15,Liverpool,1576.0614868519644
230,Celta,ESP,1442.4932316546626,10,9,19,Valencia,1538.74517900738
231,Nantes,FRA,1441.315562155533,7,14,17,Marseille,1547.4949392023186
232,Willem II,NED,1439.0532110477955,8,7,19,Utrecht,1500
233,Leeds,ENG2,1438.2042109322956,13,7,26,Preston,1554.941895598584
234,Istres,FRA2,1435.7456926086545,8,11,19,Strasbourg,1581.3699518449914
235,Charlton,ENG,1435.716494591418,8,10,20,Portsmouth,1526.6611103084783
236,Sheffield United,ENG,1434.8278526893203,10,8,20,Arsenal,1546.6270612097678
237,Academica,POR,1433.9935440198108,6,8,16,Naval,1514.549618151464
238,Bradford,ENG3,1433.0060824403924,11,14,21,Bristol City,1579.7168034621473
239,Wigan,ENG,1432.821304812669,10,8,20,Bolton,1536.3243194396252
240,Aachen,GER,1432.392188746677,9,7,18,Bayern Munich,1533.2861231714176
241,Beira Mar,POR,1432.096102307773,4,11,15,Leiria,1518.4850583200946
242,Setubal,POR,1431.6946744414563,5,9,16,Boavista,1500.2596956635002
243,Excelsior,NED,1427.4940274393418,8,6,20,AZ Alkmaar,1615.9007649652367
244,Chesterfield,ENG3,1427.4444154740165,12,11,23,Blackpool,1548.54386090216
245,Rotherham,ENG3,1425.9362897225983,13,9,24,Blackpool,1551.2097207962727
246,Waalwijk,NED,1425.4336711369524,6,9,19,Roda JC,1526.2877756710413
247,Aves,POR,1421.7418501163888,5,7,18,Nacional,1521.0029577729133
248,Vecindario,ESP2,1420.247505064175,9,7,26,Xerez,1510.443157535996
249,Southend,ENG2,1419.936250506729,10,12,24,Birmingham,1568.583289748193
250,Ascoli,ITA,1413.403446893442,5,12,21,Palermo,1501.6518663742472
251,Braunschweig,GER2,1412.9339943548584,4,11,19,Munich 1860,1527.0198074717366
252,Watford,ENG,1411.5254711439018,5,13,20,Reading,1517.3761475915267
253,Lorca,ESP2,1411.2259689398438,9,10,23,Almeria,1598.572609501857
254,Gimnastic,ESP,1401.8140860882518,7,7,24,Sevilla,1569.7952763601418
255,M'gladbach,GER,1397.9999393226992,6,8,20,Dortmund,1510.8298991392014
256,Brentford,ENG3,1394.4587213486711,8,13,25,Blackpool,1552.2276296668651
257,Tours,FRA2,1394.217060755536,6,8,24,Ajaccio,1510.011923483113
258,Luton,ENG2,1387.784695055195,10,10,26,Preston,1557.7741010907594
259,Messina,ITA,1384.8320361001927,5,11,22,Palermo,1533.2187755909997
260,Crotone,ITA2,1382.3321377127854,7,11,24,Napoli,1567.9954562158828
261,Den Haag,NED,1371.7914793954642,3,8,23,Groningen,1530.5228523397445
262,Pescara,ITA2,1365.8803037845423,5,10,27,Genoa,1539.8433650454122
