season,rank,team,league,elo,wins,draws,losses,games,best_win_name,best_win_elo
2017,13,Galatasaray,TUR 1st,1750.65259673222,24,3,7,34,Besiktas,1741.3171203096001
2017,14,Fenerbahce,TUR 1st,1749.6185969043,21,9,4,34,Besiktas,1747.49102811014
2017,15,Besiktas,TUR 1st,1742.72918847577,21,8,5,34,Galatasaray,1735.40406106618
2017,28,Buyuksehyr,TUR 1st,1683.95553800278,22,6,6,34,Galatasaray,1757.61093222889
2017,75,Trabzonspor,TUR 1st,1557.10064811488,15,10,9,34,Galatasaray,1769.79317113352
2017,112,Kasimpasa,TUR 1st,1509.99054914682,13,7,14,34,Galatasaray,1713.31693297281
2017,125,Alanyaspor,TUR 1st,1487.16782414097,11,7,16,34,Buyuksehyr,1688.46688341212
2017,126,Sivasspor,TUR 1st,1486.24759847989,14,7,13,34,Besiktas,1723.51532882614
2017,136,Goztep,TUR 1st,1474.70349795576,13,10,11,34,Trabzonspor,1571.98780894102
2017,137,Konyaspor,TUR 1st,1473.36555521458,9,9,16,34,Kayserispor,1528.53267492536
2017,144,Yeni Malatyaspor,TUR 1st,1466.05679837334,11,10,13,34,Galatasaray,1718.41404493417
2017,164,Akhisar Belediyespor,TUR 1st,1446.49268796671,11,9,14,34,Fenerbahce,1741.02228319364
2017,181,Osmanlispor,TUR 1st,1436.1697266899,8,9,17,34,Kasimpasa,1520.12506961248
2017,197,Kayserispor,TUR 1st,1420.00783763755,12,8,14,34,Bursaspor,1518.57214649811
2017,201,Antalyaspor,TUR 1st,1416.9886314949,10,8,16,34,Kayserispor,1539.74449759878
2017,206,Bursaspor,TUR 1st,1410.55522412876,11,6,17,34,Kayserispor,1535.87995495342
2017,221,Genclerbirligi,TUR 1st,1389.51638745764,8,9,17,34,Besiktas,1729.46236563109
2017,268,Karabukspor,TUR 1st,1098.68111308325,3,3,28,34,Buyuksehyr,1687.47073636979
