season,rank,team,league,elo,wins,draws,losses,games,best_win_name,best_win_elo
2020,1,Rangers,SCO 1st,1941.00951827637,32,6,0,38,Celtic,1740.58258233732
2020,21,Celtic,SCO 1st,1704.40494240371,22,11,5,38,Hibernian,1598.48532240573
2020,73,Hibernian,SCO 1st,1560.13291356563,18,9,11,38,Kilmarnock,1519.5401047466
2020,123,St Johnstone,SCO 1st,1489.43916960004,11,12,15,38,Hibernian,1564.15002147836
2020,125,Aberdeen,SCO 1st,1485.0468813135,15,11,12,38,Hibernian,1587.32108252113
2020,175,Livingston,SCO 1st,1448.72371029778,12,9,17,38,Hibernian,1561.60679003921
2020,182,St Mirren,SCO 1st,1437.49514229617,11,12,15,38,Celtic,1707.65120396976
2020,200,Motherwell,SCO 1st,1420.66455742933,12,9,17,38,Hibernian,1589.32566525832
2020,218,Dundee United,SCO 1st,1400.49994020336,10,14,14,38,Livingston,1545.38543901465
2020,227,Kilmarnock,SCO 1st,1394.76801494457,10,6,22,38,Dundee United,1501.17014869766
2020,240,Ross County,SCO 1st,1379.7577048538,11,6,21,38,Celtic,1719.57990668786
2020,257,Hamilton,SCO 1st,1338.05750481575,7,9,22,38,Kilmarnock,1504.64037521826
