season,rank,team,league,elo,wins,draws,losses,games,best_win_name,best_win_elo
2016,26,Newcastle,ENG 2nd,1672.19500482701,29,7,10,46,Brighton,1679.30974877464
2016,31,Fulham,ENG 2nd,1653.37584402272,22,14,10,46,Newcastle,1702.22916871302
2016,38,Brighton,ENG 2nd,1621.33928131163,28,9,9,46,Fulham,1627.55426186405
2016,55,Sheffield Weds,ENG 2nd,1592.06650285599,24,9,13,46,Newcastle,1709.75818946306
2016,61,Norwich,ENG 2nd,1581.80648500608,20,10,16,46,Brighton,1663.93347490787
2016,64,Reading,ENG 2nd,1571.22530710624,26,7,13,46,Fulham,1622.61048788902
2016,67,Leeds,ENG 2nd,1567.18720194387,22,9,15,46,Brighton,1652.23841877258
2016,79,Brentford,ENG 2nd,1548.08190638135,18,10,18,46,Brighton,1614.47390896135
2016,98,Cardiff,ENG 2nd,1519.83109934477,17,11,18,46,Leeds,1598.95321036192
2016,104,Derby,ENG 2nd,1511.92036312932,18,13,15,46,Fulham,1618.47690199701
2016,113,Aston Villa,ENG 2nd,1498.44118554853,16,14,16,46,Sheffield Weds,1596.84323284594
2016,118,Huddersfield,ENG 2nd,1487.98690479335,25,6,15,46,Brighton,1683.68469941054
2016,132,Preston,ENG 2nd,1480.36211749697,16,14,16,46,Brighton,1694.81333022716
2016,133,Blackburn,ENG 2nd,1480.08542575896,12,15,19,46,Newcastle,1725.10685928777
2016,134,Wolves,ENG 2nd,1480.01056598434,16,10,20,46,Newcastle,1702.58233173395
2016,142,Bristol City,ENG 2nd,1474.46848269571,15,9,22,46,Brighton,1641.94574718528
2016,157,Nott'm Forest,ENG 2nd,1458.59467648811,14,9,23,46,Newcastle,1707.64613359769
2016,159,Barnsley,ENG 2nd,1458.01490995598,15,13,18,46,Leeds,1609.71517528924
2016,171,Burton,ENG 2nd,1445.69023749159,13,13,20,46,Sheffield Weds,1599.59591309617
2016,172,Ipswich,ENG 2nd,1445.11008740286,13,16,17,46,Newcastle,1663.02183910995
2016,187,QPR,ENG 2nd,1431.23247480255,15,8,23,46,Fulham,1588.95505158464
2016,218,Birmingham,ENG 2nd,1398.86786173717,13,14,19,46,Fulham,1661.62768802122
2016,222,Wigan,ENG 2nd,1393.58395357788,10,12,24,46,Wolves,1535.52068103474
2016,267,Rotherham,ENG 2nd,1228.52212033701,5,8,33,46,Brentford,1556.62406716681
