season,rank,team,league,elo,wins,draws,losses,games,best_win_name,best_win_elo
2025,8,Galatasaray,TUR 1st,1804.74855226075,13,4,1,18,Goztep,1665.60893334202
2025,9,Fenerbahce,TUR 1st,1800.49183767893,12,6,0,18,Trabzonspor,1701.73921121985
2025,22,Trabzonspor,TUR 1st,1700.59010094189,11,5,2,18,Goztep,1660.66188323075
2025,27,Goztep,TUR 1st,1675.30417318979,10,5,3,18,Besiktas,1599.38387671422
2025,53,Besiktas,TUR 1st,1609.59925637765,9,5,4,18,Buyuksehyr,1571.89613873041
2025,65,Buyuksehyr,TUR 1st,1589.65628323421,7,5,6,18,Samsunspor,1545.53816365846
2025,103,Samsunspor,TUR 1st,1515.53564691531,6,8,4,18,Konyaspor,1503.39394218542
2025,121,Alanyaspor,TUR 1st,1489.35451925021,4,9,5,18,Goztep,1680.79488580474
2025,127,Kocaelispor,TUR 1st,1484.50924163359,6,5,7,18,Galatasaray,1823.4420202896
2025,130,Gaziantep,TUR 1st,1483.49473398086,6,6,6,18,Genclerbirligi,1479.82712732604
2025,160,Genclerbirligi,TUR 1st,1447.01174938296,5,4,9,18,Trabzonspor,1713.17881105163
2025,174,Rizespor,TUR 1st,1430.28585155871,4,6,8,18,Antalyaspor,1492.82412133942
2025,222,Konyaspor,TUR 1st,1371.4432643387,4,6,8,18,Buyuksehyr,1564.51478556732
2025,223,Kasimpasa,TUR 1st,1369.01031070703,3,7,8,18,Alanyaspor,1510.85271672603
2025,230,Kayserispor,TUR 1st,1356.37795492325,2,9,7,18,Kasimpasa,1478.80389980948
2025,247,Antalyaspor,TUR 1st,1317.48474050142,4,4,10,18,Samsunspor,1539.99912327021
2025,249,Eyupspor,TUR 1st,1316.72419163292,3,5,10,18,Gaziantep,1516.68125021946
2025,260,Karagumruk,TUR 1st,1238.37759149182,2,3,13,18,Antalyaspor,1509.77566496556
