rank,team,elo,wins,losses,best_win_name,best_win_elo
36,Nice,1564.467140897696,23,15,Strasbourg,1568.0374065407727
37,Hertha,1564.3436995260818,21.5,12.5,Leverkusen,1587.3102380053679
38,Mainz,1563.491954275274,23,11,Bielefeld,1577.4085224376502
39,Huddersfield,1562.00940289915,28.5,17.5,Tranmere,1541.6011279489771
40,Strasbourg,1560.5374608021868,24.5,13.5,Le Havre,1566.807731834923
41,Lens,1559.2804699655585,23,11,Lille,1528.735514841392
42,Birmingham,1559.2356478246434,27.5,18.5,Burnley,1551.2990470248515
43,Greuther Furth,1558.9360866663017,21.5,12.5,Mainz,1578.733923862663
44,Feyenoord,1558.7933839608734,22.5,11.5,Heerenveen,1566.392447080049
45,Le Havre,1556.8647306466557,24,14,Amiens,1516.940006055449
46,Paris SG,1555.7041985167741,21.5,12.5,Sochaux,1519.4249887221547
47,Reggina,1555.5051268021477,24.5,13.5,Como,1550.8139751863544
48,Heerenveen,1554.6851162790222,21.5,12.5,Feyenoord,1566.5278938575298
49,Schalke 04,1554.0291547374484,21.5,12.5,Leverkusen,1559.9785141939267
50,Recreativo,1552.5918287967122,25.5,16.5,Santander,1551.497455374925
51,Leeds,1551.6792221025044,24,14,Tottenham,1511.3772602251142
52,Stoke,1550.5431630731532,28.5,17.5,Brentford,1578.2755799044703
53,Millwall,1550.4211983744306,27.5,18.5,Wolves,1577.133737883107
54,Barcelona,1550.179720860698,23,15,Betis,1527.584748673403
55,Real Madrid,1550.1753354452112,23.5,14.5,Valencia,1545.4257993560686
56,Chelsea,1550.0764162006126,23.5,14.5,Liverpool,1569.5369892811218
57,Elche,1548.9019471002841,24,18,Ath Madrid,1564.1509940435337
58,Auxerre,1546.934077651598,21.5,12.5,Lens,1597.5682197030305
59,Milan,1545.8761912296302,20.5,13.5,Chievo,1540.7528530965415
60,Empoli,1543.8277487518624,24,14,Reggina,1570.784217861769
61,Sp Gijon,1542.6670492944831,23.5,18.5,Ath Madrid,1584.0370315473306
62,Napoli,1542.3825375445533,22.5,15.5,Modena,1571.5533822961036
63,Maritimo,1542.2123362176535,19.5,14.5,Benfica,1585.3897327468317
64,Lazio,1538.9631245381531,19.5,14.5,Inter,1606.5040576605727
65,Lille,1538.785491165335,20.5,13.5,Paris SG,1566.8266688054418
66,Union Berlin,1538.5998891111637,20,14,Mainz,1574.2536018700216
67,Belenenses,1537.8780933100923,20,14,Porto,1555.3817548174818
68,Ein Frankfurt,1537.8696830438962,20,14,Hannover,1619.680141001641
69,Norwich,1537.3970295965394,26.5,19.5,Wolves,1561.8441524800642
70,Werder Bremen,1534.9747109523369,19.5,14.5,Leverkusen,1594.5032535149453
71,QPR,1534.6274732186127,26,20,Stoke,1567.8985083002256
72,Leiria,1534.5266070952416,20,14,Benfica,1559.9386838935027
73,Chievo,1534.1213800041608,20,14,Inter,1559.918647838095
74,Caen,1533.8504311469176,21,17,Strasbourg,1567.9570475026728
75,Preston,1531.3566277241175,26,20,West Brom,1564.462649002319
76,Oldham,1530.9898816288028,26,20,Brighton,1574.4706046563238
77,Betis,1530.3731836296017,22,16,Celta,1537.7443889175297
78,Le Mans,1530.2553053466293,21,17,Le Havre,1566.0767226582616
79,NAC Breda,1527.2794948729618,19.5,14.5,Ajax,1557.4515010183625
80,Burnley,1526.793248164729,27,19,Crystal Palace,1553.3963132404676
81,Celta,1525.276454932097,22,16,Barcelona,1548.0774988013675
82,Wigan,1524.118271900381,24,22,Brighton,1565.661950721842
83,Stuttgart,1523.0191126665932,18.5,15.5,Dortmund,1587.6558546048936
84,Malaga,1521.0115270786903,20,18,Villarreal,1516.3803758950955
85,Vallecano,1520.7775039557903,18,20,Valencia,1575.191462969989
86,Eibar,1517.9366410913692,22,20,Burgos,1535.248563838817
87,Utrecht,1517.0201252584588,18.5,15.5,Ajax,1557.9215879856074
88,Wimbledon,1516.3061528231708,24.5,21.5,Man City,1594.6528135752856
89,Bristol City,1515.6553224826669,26,20,Cardiff,1536.5961135996642
90,Beauvais,1514.9467677518765,22,16,Strasbourg,1535.7161587327582
91,Bari,1513.6369168568592,19.5,18.5,Reggina,1580.235129843066
92,Kaiserslautern,1512.6512137676702,19.5,14.5,Dortmund,1583.0041357499788
93,Sevilla,1512.2295700492068,19.5,18.5,Celta,1547.6160327245864
94,Bologna,1512.1253388541065,18.5,15.5,Inter,1573.614025920606
95,Xerez,1511.400173835495,23.5,18.5,Santander,1541.2972190356904
96,Munich 1860,1511.2429635639905,17.5,16.5,Kaiserslautern,1550.6084840640349
97,West Ham,1509.3970690671806,19,19,Chelsea,1526.572310250723
98,Pacos Ferreira,1509.362255755548,17,17,Benfica,1557.7737700263147
99,Cagliari,1509.038006423135,18.5,19.5,Genoa,1511.4227432046023
100,Nancy,1507.9710774870105,19.5,18.5,Ajaccio,1597.4948011883143
101,Poli Ejido,1507.3493622152537,19,23,Santander,1578.3057536573945
102,Siena,1507.0728241549416,17.5,20.5,Como,1570.2265454691135
103,Waalwijk,1506.223449262491,17,17,Vitesse,1576.4682389925824
104,Gillingham,1504.2150733428703,23,23,Crystal Palace,1547.3187897189964
105,Wolfsburg,1504.0432782140804,16.5,17.5,Leverkusen,1575.9035601093915
106,Bordeaux,1503.596874396482,18,16,Lens,1592.2606001354725
107,Ternana,1503.3175842953954,18,20,Reggina,1568.6900246145449
108,Niort,1503.1048619764017,18.5,19.5,Le Mans,1538.9515299094671
109,Oberhausen,1502.9645786470358,15.5,18.5,Ein Frankfurt,1543.2214703534344
110,Atalanta,1502.4960629588943,16.5,17.5,Inter,1608.2409257592492
111,Marseille,1502.1004820499213,16.5,17.5,Auxerre,1578.1046453186918
112,Nantes,1500.50607885791,15.5,18.5,Lyon,1550.672092644135
113,Sociedad,1499.6605793407477,17,21,Real Madrid,1575.7268155173545
114,Perugia,1499.2148957240497,16.5,17.5,Milan,1528.8577766226347
115,Chateauroux,1498.2327877744412,19,19,Ajaccio,1549.7887412018117
116,Oviedo,1497.9751400748855,22.5,19.5,Xerez,1552.1061138177636
117,Murcia,1497.1957557455357,20,22,Ath Madrid,1564.672648800169
118,Salernitana,1497.1884068496743,19.5,18.5,Empoli,1576.481696752482
119,Torino,1497.0183640048535,16.5,17.5,Milan,1526.0340813892492
120,Sochaux,1496.9005163590543,17,17,Lyon,1562.9823947181071
121,Troyes,1496.709512541455,17,17,Auxerre,1543.959175085447
122,Ancona,1496.6861595703494,18,20,Empoli,1567.682297584252
123,Mannheim,1496.0659034328514,16.5,17.5,Reutlingen,1508.4074612024087
124,Parma,1495.5953879506083,16,18,Juventus,1599.1806314929531
125,Duisburg,1494.854064973583,16,18,Bielefeld,1564.6099671430984
126,Wycombe,1494.7698626636081,23.5,22.5,Brentford,1565.6051295848472
127,Leganes,1493.393758863129,20,22,Ath Madrid,1572.653420197202
128,Levante,1493.0552761451154,19,23,Xerez,1544.5763330481038
129,Twente,1492.3201684107437,16,18,Feyenoord,1562.8573812690456
130,Swindon,1492.120894940377,22,24,Brentford,1533.0755696201952
131,Gimnastic,1491.6723795158498,18.5,23.5,Oviedo,1526.3701020828792
132,Sheffield United,1491.6312979506724,22.5,23.5,West Brom,1545.3010476673646
133,Willem II,1490.8813251415247,16.5,17.5,Waalwijk,1511.3526182625749
134,Tranmere,1490.4804885074998,23.5,22.5,Brentford,1545.8186335679159
135,Sampdoria,1489.8798095323339,18,20,Como,1583.6562920830843
136,Aston Villa,1489.7670308382135,19,19,Chelsea,1562.4783132560817
137,Genoa,1489.6931014060183,18.5,19.5,Salernitana,1549.0164640236612
138,Sp Braga,1489.573301657133,16,18,Sp Lisbon,1519.9154194088594
139,Nijmegen,1489.483938546887,16,18,NAC Breda,1543.3657382780139
140,Piacenza,1489.2939119510734,15.5,18.5,Bologna,1535.3654042834942
141,St Etienne,1488.805210969911,17.5,20.5,Ajaccio,1535.9490970861177
142,Crystal Palace,1488.2031577570667,23,23,Wolves,1554.4658049709437
143,Ath Bilbao,1487.5538682004658,19.5,18.5,Real Madrid,1546.3909629709692
144,Blackburn,1487.5466751798403,17,21,Aston Villa,1516.0799993082894
145,Rennes,1486.508055867759,15,19,Auxerre,1559.3393192344395
146,Ahlen,1486.4773022139261,17,17,Ein Frankfurt,1531.0402740391596
147,Messina,1486.0735575230908,18,20,Modena,1580.5609833793685
148,Laval,1485.3308290434097,18,20,Ajaccio,1545.5093702351405
149,Tottenham,1484.8801660344077,18,20,Liverpool,1622.0226025431812
150,Salamanca,1483.9263071154905,20.5,21.5,Oviedo,1536.9549602894494
151,Roda JC,1483.8999204261613,15,19,Utrecht,1537.1495641852903
152,Sedan,1483.2286735753971,15.5,18.5,Lyon,1548.2118768546914
153,Brescia,1482.8088987841595,15.5,18.5,Bologna,1523.6195211700353
154,AZ Alkmaar,1482.1436705671897,15.5,18.5,Nijmegen,1506.8583563274817
155,Ferrol,1481.6236346596806,20,22,Santander,1538.1637767891825
156,Cordoba,1481.5609571868215,19.5,22.5,Albacete,1522.6402556433359
157,Vicenza,1481.465572674914,18.5,19.5,Modena,1566.098866419334
158,Coventry,1480.8799980869144,23,23,Crystal Palace,1526.1428682656772
159,Reutlingen,1480.5934984176142,15.5,18.5,Mainz,1559.7172518944835
160,Amiens,1480.2312483933426,18,20,Le Havre,1557.212805745603
161,Albacete,1480.1219018305833,20.5,21.5,Ath Madrid,1576.9438518293773
162,Creteil,1479.163598270537,16,22,Strasbourg,1555.7058461683735
163,Alaves,1478.9786866854945,18.5,19.5,La Coruna,1525.9020141473254
164,Port Vale,1478.4747880647592,21,25,Stoke,1549.1216465490515
165,Cosenza,1478.4395003529407,17,21,Empoli,1555.7135192983985
166,Hamburg,1477.328879395882,15,19,Werder Bremen,1538.1014063998273
167,Numancia,1477.3008868361621,19,23,Murcia,1509.4171461684732
168,Montpellier,1476.2150577985299,15.5,18.5,Lyon,1550.163415467807
169,Southampton,1476.0268776319788,16.5,21.5,Newcastle,1582.0100935178039
170,Istres,1475.910118120817,16.5,21.5,Chateauroux,1513.9185217570266
171,Badajoz,1475.8578594136495,19,23,Xerez,1538.6409729271872
172,Palermo,1475.7049912758857,18,20,Reggina,1575.1273370389072
173,Karlsruhe,1475.3150471449294,15,19,Union Berlin,1552.7180961044123
174,Bastia,1474.8369605800322,14.5,19.5,Lens,1575.7040396883374
175,M'gladbach,1474.5841943956555,15,19,Hertha,1571.7531837981787
176,Mallorca,1474.1321220973857,16,22,La Coruna,1540.751200308003
177,Monaco,1473.764330453292,15,19,Lens,1546.2232746719455
178,Setubal,1473.630689656264,14.5,19.5,Beira Mar,1500.7367724003577
179,Blackpool,1473.1269045084996,21,25,Wycombe,1537.2435887367058
180,Walsall,1472.9971250149695,19,27,Burnley,1540.593318827966
181,Burgos,1472.731671080992,20,22,Recreativo,1556.6254381817714
182,Colchester,1472.5753695914518,21,25,Oldham,1532.7585068331418
183,Watford,1471.990562025507,21.5,24.5,Coventry,1539.222671675843
184,Guimaraes,1471.2394939487724,15.5,18.5,Porto,1549.9269044011019
185,Middlesbrough,1470.8635391162368,16.5,21.5,Man United,1597.1017807830644
186,Espanol,1470.8104587427094,17,21,Real Madrid,1561.7035820379708
187,Charlton,1470.618890981731,17,21,Chelsea,1551.9644673906466
188,Valladolid,1469.38696624209,17.5,20.5,Real Madrid,1549.2338158182074
189,Notts County,1467.3113258885028,18.5,27.5,Huddersfield,1573.967958755315
190,Nott'm Forest,1466.3250611729254,21,25,Norwich,1540.3659475149416
191,Fulham,1466.0596699919622,17,21,Leeds,1549.9227881006912
192,Grimsby,1465.8346034927997,19,27,Wolves,1593.0359779965527
193,Beira Mar,1465.7088231315781,14.5,19.5,Porto,1560.3317255772542
194,Rotherham,1465.4361751859597,19.5,26.5,West Brom,1537.1703300954812
195,Peterboro,1465.3846509769644,20,26,Bristol City,1533.7025245326456
196,Gueugnon,1464.508491260361,17.5,20.5,Nice,1544.8949030104718
197,Bradford,1463.5802734363883,20,26,Wimbledon,1548.5302884204616
198,Udinese,1461.9709963330588,14.5,19.5,Milan,1536.2404617895647
199,Sheffield Weds,1461.8375813206562,19,27,Burnley,1562.490572317068
200,Barnsley,1461.374893269289,18.5,27.5,Wolves,1562.908377454658
201,Aachen,1461.3253766587911,14,20,Mainz,1575.477736292552
202,Unterhaching,1460.4580181105,14,20,Union Berlin,1548.5653346541899
203,Gil Vicente,1460.236467347705,14,20,Belenenses,1548.9263485623242
204,Northampton,1459.8482043441254,17.5,28.5,Bristol City,1550.722378833192
205,Wasquehal,1459.7789175400083,16,22,Beauvais,1550.8675803224157
206,Chesterfield,1459.6172220159447,19.5,26.5,Reading,1545.6809102691195
207,Osasuna,1459.1852309048572,16,22,Real Madrid,1582.4106925049684
208,Everton,1459.1276067001043,16,22,Aston Villa,1537.8557699670391
209,Groningen,1458.7586997369074,13.5,20.5,NAC Breda,1533.5484455783314
210,Graafschap,1457.694763596785,13.5,20.5,Feyenoord,1563.264944763358
211,Grenoble,1457.3001147953612,16,22,Le Havre,1555.495477005278
212,Santa Clara,1457.0319386004962,14,20,Porto,1538.3176783672232
213,Portsmouth,1454.1353702048043,20,26,Millwall,1564.8779926778313
214,Villarreal,1453.9721483447847,16,22,Celta,1542.2713501418687
215,Guingamp,1448.819965042424,13,21,Lens,1572.5845912971392
216,Crewe,1448.7834462383432,18.5,27.5,Wolves,1565.8907272077515
217,Cottbus,1448.506531835495,13,21,Werder Bremen,1566.6672024783459
218,Verona,1446.1249390575824,14,20,Chievo,1543.1731130469
219,Bolton,1446.0489277392307,15.5,22.5,Man United,1537.2499433533426
220,Nurnberg,1445.8298873079793,12,22,Leverkusen,1582.5417265497092
221,Varzim,1445.0875641520256,12,22,Boavista,1607.4076530546017
222,Las Palmas,1445.006960742051,15.5,22.5,Celta,1533.8395112416356
223,Cittadella,1442.987804808363,14,24,Como,1577.8466809802946
224,Metz,1440.1929866954156,12,22,Auxerre,1538.5256264197255
225,Hansa Rostock,1440.1713373645478,12.5,21.5,Bayern Munich,1554.0414982812538
226,Sunderland,1440.0669877099697,15,23,Leeds,1553.3333304620596
227,Tenerife,1439.9458035805771,14,24,La Coruna,1544.9081576953952
228,Ipswich,1439.1722897409509,13.5,24.5,Tottenham,1521.9777521581364
229,Extremadura,1438.5420722636245,16.5,25.5,Ath Madrid,1574.3550779529282
230,Pistoiese,1437.5267398372046,14,24,Messina,1513.9431339196594
231,Lorient,1433.8160019674767,12,22,Montpellier,1514.0397011839518
232,Nimes,1432.9656372734876,13.5,24.5,Beauvais,1543.5049060789745
233,FC Koln,1432.9177677936918,11,23,Hamburg,1490.5738122410753
234,Wrexham,1432.5857767376758,16,30,QPR,1524.4089859970672
235,Den Bosch,1432.2691640707312,12.5,21.5,Vitesse,1534.318787418308
236,Bury,1428.6306986213278,16.5,29.5,Brentford,1573.1338284716185
237,Zaragoza,1427.0607991729794,14,24,Betis,1517.48870690492
238,Bournemouth,1424.846097396093,17,29,Stoke,1554.377835324215
239,Salgueiros,1420.692870464333,11,23,Santa Clara,1500.145100173055
240,Martigues,1420.4851959697762,12.5,25.5,Gueugnon,1522.1918749537056
241,Jaen,1419.9819071874058,15.5,26.5,Ath Madrid,1578.9580189009562
242,Freiburg,1419.4867720339291,11.5,22.5,Dortmund,1534.7109820428975
243,Saarbrucken,1417.4207545731351,9.5,24.5,Reutlingen,1492.419339707201
244,Farense,1416.4772729741862,10.5,23.5,Santa Clara,1510.5163899288177
245,Leicester,1412.330335505572,11.5,26.5,Aston Villa,1533.104340261165
246,Lecce,1412.1859687630274,11,23,Bologna,1528.1889615986893
247,Cambridge,1400.7273133715091,13.5,32.5,Brentford,1558.2799041723692
248,Alverca,1399.1574301884482,10,24,Pacos Ferreira,1509.5
249,Sparta,1398.8293839942512,10,24,PSV Eindhoven,1509.640871452335
250,Derby,1395.0769825223238,11,27,Aston Villa,1517.8103243020594
251,St Pauli,1390.5173288319427,9,25,Bayern Munich,1540.092958497863
252,Crotone,1387.5563161668051,10,28,Bari,1510.4625012526053
253,Schweinfurt,1385.7503694048396,9,25,Bielefeld,1509.7596956635002
254,Fiorentina,1380.4289756470712,8.5,25.5,Udinese,1501.6277407155808
255,Venezia,1374.7154332388686,7.5,26.5,Udinese,1501.7261067826507
256,For Sittard,1374.5808680785349,7,27,Heerenveen,1534.9770499549043
257,Stockport,1365.5947426145058,10,36,Man City,1626.097279877521
258,Babelsberg,1357.6345681160701,7,27,Union Berlin,1519.2525999162467
