season,rank,team,league,elo,wins,draws,losses,games,best_win_name,best_win_elo
2006,18,Rangers,SCO 1st,1671.31564062831,21,9,8,38,Celtic,1749.76491181566
2006,21,Celtic,SCO 1st,1668.79698405542,26,6,6,38,Rangers,1658.67800250649
2006,41,Aberdeen,SCO 1st,1603.49340152401,19,8,11,38,Rangers,1692.88595920054
2006,59,Hearts,SCO 1st,1572.81579360352,17,10,11,38,Celtic,1717.12300318486
2006,113,Kilmarnock,SCO 1st,1507.09865167615,16,7,15,38,Rangers,1709.34579841855
2006,118,Hibernian,SCO 1st,1501.99417501967,13,10,15,38,Celtic,1684.55882037872
2006,140,Falkirk,SCO 1st,1485.63159283838,15,5,18,38,Celtic,1737.08536277102
2006,166,Inverness C,SCO 1st,1460.30601293998,11,13,14,38,Rangers,1656.42883452802
2006,217,Dundee United,SCO 1st,1421.93991914661,10,12,16,38,Rangers,1631.4227315905
2006,233,St Mirren,SCO 1st,1387.58896646152,8,12,18,38,Hearts,1588.1157361582
2006,246,Motherwell,SCO 1st,1363.66249219108,10,8,20,38,Kilmarnock,1509.9163892592
2006,252,Dunfermline,SCO 1st,1355.35636991534,8,8,22,38,Kilmarnock,1519.24443856259
