rank,team,elo,wins,losses,best_win_name,best_win_elo
1,Juventus,1696.5733704700208,34.5,3.5,Roma,1637.7480944021943
2,Bayern Munich,1668.1863147074737,30.5,3.5,Schalke 04,1561.668493436847
3,Paris SG,1646.8588119337749,31,7,Lille,1581.674710874274
4,Leicester,1643.8740349524464,35.5,10.5,Burnley,1617.838399082807
5,Wolves,1641.7112240233841,36,10,Brentford,1610.5744624393956
6,Man City,1640.6794075347873,29.5,8.5,Everton,1577.9095421464801
7,Ath Madrid,1639.0751203384875,31,7,Ath Bilbao,1565.7979886887772
8,Benfica,1637.7874773323308,25.5,4.5,Sp Lisbon,1575.1349596753273
9,Liverpool,1633.207497249871,29,9,Man City,1624.2791316359048
10,Real Madrid,1624.2270753474093,30,8,Villarreal,1542.0533402025455
11,Barcelona,1622.1064509469159,30,8,Real Madrid,1641.8493638135474
12,Palermo,1618.6485534103103,30.5,11.5,Latina,1549.3300072680545
13,Burnley,1617.0876503129368,33.5,12.5,Derby,1580.2692587527624
14,Chelsea,1614.565402397372,28.5,9.5,Liverpool,1642.6597527311442
15,Roma,1614.306927620303,29.5,8.5,Napoli,1553.2883247039072
16,Monaco,1609.829330322808,28.5,9.5,Lyon,1543.0983635497582
17,Ajax,1607.8140859548962,25.5,8.5,Twente,1565.3538339650377
18,Sp Lisbon,1607.722826917976,23.5,6.5,Porto,1563.35350517939
19,Napoli,1604.955405935555,27.5,10.5,Juventus,1674.9305587334832
20,Dortmund,1603.5813462122808,24.5,9.5,Bayern Munich,1662.8416086047234
21,Brentford,1603.192813907253,33,13,Preston,1589.5443368301173
22,Arsenal,1601.9223210304374,27.5,10.5,Tottenham,1553.2209523625093
23,Metz,1596.5105511277163,27,11,Angers,1539.396997515804
24,Rotherham,1594.8760072124371,31,15,Brentford,1623.5853808942986
25,Feyenoord,1594.4559135247223,23.5,10.5,PSV Eindhoven,1541.0700522509037
26,FC Koln,1592.6876475409897,24.5,9.5,Union Berlin,1542.5271245608437
27,Lille,1581.1637230710066,25.5,12.5,Monaco,1560.0466283577166
28,Preston,1579.9502603441508,31,15,Leyton Orient,1581.2526271761722
29,Paderborn,1579.350594794565,22,12,FC Koln,1570.2694202738712
30,Derby,1578.7725891730618,30,16,QPR,1576.4755623698147
31,St Etienne,1578.5675321454123,24.5,13.5,Monaco,1600.774820617528
32,Ath Bilbao,1577.078649151517,25,13,Barcelona,1605.1365685789692
33,Schalke 04,1575.9458877566644,22.5,11.5,Leverkusen,1560.2396576789008
34,Everton,1575.2146797823443,25.5,12.5,Arsenal,1580.1035823833204
35,Porto,1571.4436646426448,21,9,Benfica,1649.6990303946016
36,Twente,1571.1138946509477,23,11,Vitesse,1553.9279835089483
37,Eibar,1562.741331418563,26,16,La Coruna,1550.3560622549128
38,Estoril,1562.3995000286113,19.5,10.5,Sp Lisbon,1619.058648829706
39,Wolfsburg,1561.676175754897,21,13,Dortmund,1567.8275670993005
40,Leyton Orient,1560.179766656298,30.5,15.5,Peterboro,1557.8728591960428
41,Tottenham,1557.3586106511184,24,14,Everton,1562.9177015839898
42,Caen,1555.5871633677298,23,15,Lens,1556.685590774868
43,Bari,1554.7591527413417,24,18,Trapani,1551.534015725495
44,Greuther Furth,1554.6189786861214,21.5,12.5,Union Berlin,1527.266868957243
45,Lens,1554.1802905556842,24,14,Metz,1569.4304312228053
